areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00046507,28.7,71.3
E00046508,28.2,71.8
E00046512,32.2,67.8
E00046515,28,72
E00046519,27.6,72.4
E00046520,40,60
E00046522,35.2,64.8
E00046524,36.8,63.2
E00046525,40.6,59.4
E00046528,27.3,72.7
E00163864,30.5,69.5
E00163870,29.5,70.5
E00163920,36.1,63.9
E00163931,34.7,65.3
E00164076,24.7,75.3
E00164078,33.9,66.1
E00164079,28.6,71.4
E00164080,33.1,66.9
E00164081,26,74
E00164082,32.4,67.6
E00164083,26.6,73.4
E00164084,29.4,70.6
E00164086,23.5,76.5
E00164087,17.4,82.6
E00164088,29.5,70.5
E00164089,22.8,77.2
E00164090,31.9,68.1
E00164091,24.7,75.3
E00164092,31.2,68.8
E00164093,30.4,69.6
E00164094,28.9,71.1
E00164096,25.2,74.8
E00164113,34.5,65.5
