areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00046507,90.3,6.8,2,0,0.9
E00046508,93,6.7,0.3,0,0
E00046512,94,3.4,2.1,0,0.4
E00046515,92.7,5.1,2.2,0,0
E00046519,94.8,1.7,0.4,3,0
E00046520,89.6,8.7,1.7,0,0
E00046522,91.6,5.1,1,0.3,1.9
E00046524,94.4,5.6,0,0,0
E00046525,91.4,8.2,0.4,0,0
E00046528,96.8,2.6,0,0.6,0
E00163864,92.3,7.7,0,0,0
E00163870,96.8,2.5,0.7,0,0
E00163920,97.1,2.4,0,0.5,0
E00163931,97.9,1.5,0,0.6,0
E00164076,95.4,3.4,0,0.8,0.4
E00164078,96.1,3.9,0,0,0
E00164079,96.4,1.5,1.3,0.3,0.5
E00164080,92.3,5.1,2.6,0,0
E00164081,96.5,3.2,0,0,0.3
E00164082,98.7,1.3,0,0,0
E00164083,98.8,0.5,0,0.7,0
E00164084,97,2.4,0.6,0,0
E00164086,95.7,4.3,0,0,0
E00164087,97.1,2.2,0.3,0.3,0
E00164088,95.8,2.9,0,1.3,0
E00164089,97.3,2.4,0.4,0,0
E00164090,95.5,4.5,0,0,0
E00164091,98.4,1.6,0,0,0
E00164092,96.2,3.5,0,0,0.3
E00164093,97.8,1.9,0.3,0,0
E00164094,97.5,1.1,0.7,0.7,0
E00164096,96.1,2,1,1,0
E00164113,98,2,0,0,0
