areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00046507,23.6,36.8,27.8,10.4,1.4
E00046508,20.4,41.6,28.5,9.5,0
E00046512,20.4,38,30.6,10.2,0.9
E00046515,17.8,42.4,33.1,6.8,0
E00046519,22.3,25.2,36.9,12.6,2.9
E00046520,22,39.4,27.5,11,0
E00046522,23,43.4,23.9,8.8,0.9
E00046524,32.8,36.2,25.9,5.2,0
E00046525,21.1,34.1,30.9,12.2,1.6
E00046528,56.6,36.1,7.4,0,0
E00163864,47.4,37.1,13.8,1.7,0
E00163870,36.9,40,18.5,4.6,0
E00163920,58.4,34.9,6,0.7,0
E00163931,68.3,26,5.7,0,0
E00164076,49.5,32.4,16.2,1.8,0
E00164078,46.6,44,8.6,0.9,0
E00164079,55.3,29.4,14.1,1.2,0
E00164080,58.5,34.9,5.7,0.9,0
E00164081,54.6,32.9,10.5,2,0
E00164082,46.1,31.8,16.9,5.2,0
E00164083,54.4,27.8,12.7,5.1,0
E00164084,46.6,40.4,13,0,0
E00164086,52,38.8,9.2,0,0
E00164087,50,40,8.5,1.5,0
E00164088,54.1,35.3,10.5,0,0
E00164089,50,35.5,12.7,1.8,0
E00164090,45.7,43.1,9.5,1.7,0
E00164091,48.8,38,12.4,0.8,0
E00164092,59.2,31.2,8.8,0.8,0
E00164093,52.4,31,15.9,0.8,0
E00164094,45.2,37.1,14.5,3.2,0
E00164096,42.7,43.5,12.9,0.8,0
E00164113,56.5,31.1,10.7,1.7,0
