areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00090512,66,13.5,8.8,5.7,6.1
E00090514,67.9,14.1,5.8,5.2,7
E00090515,73.8,15.8,6,1.7,2.7
E00090516,75.1,11.4,3.7,4,5.8
E00090517,78.3,11.7,5.5,3.8,0.8
E00090518,69.3,12.9,6.9,7.8,3.1
E00090519,73.9,12.6,3.9,7,2.5
E00090520,57.6,17.3,7.7,9.6,7.9
E00090521,63.4,11.9,8.4,5.2,11
E00090522,73.4,14.9,3.4,2.9,5.5
E00090523,76,9.1,6.7,3.5,4.7
E00090524,66.5,18.9,6,6.8,1.8
E00090525,81.1,11.9,4.9,1.6,0.5
E00090526,49.7,12.3,13.9,17.6,6.4
E00090527,70,20.7,4.6,2.5,2.2
E00090528,53.9,15.8,7.3,12.9,10.1
E00090529,73.8,14.8,7,3.8,0.6
E00090530,61,15.1,10.4,8,5.6
E00090531,69.7,14.4,6.4,6.2,3.2
E00090532,67.4,15.8,5.3,5.3,6.3
E00090533,75.1,15.4,2.4,3.3,3.8
E00090534,69.5,13.8,6.6,5.7,4.4
E00090535,73.1,14.4,8,2.5,2
E00090536,63.3,11.9,10.4,5.3,9
E00090537,66,13.4,5.9,5.9,8.8
E00090539,79.4,16,0.6,2.9,1.1
E00090540,71,15.5,2.9,5.3,5.3
E00090541,66.1,16.4,7,7.3,3.3
E00090542,68.6,15.7,8.3,5.1,2.2
E00090543,67.7,15.8,6.8,4.8,4.8
E00090545,58.8,26.3,8.7,3,3.3
E00090546,63,17.2,6.6,8.9,4.3
E00090547,60.4,15.2,10,8.5,5.9
E00090548,53.9,19.3,6.7,13,7.1
E00090549,60.9,14,8.5,6.8,9.8
E00090550,64.8,8.2,4.1,12.2,10.7
E00090551,67.6,16.8,5.3,7.7,2.6
E00090552,53.1,19.3,8,10,9.6
E00090553,74.5,9.5,7.3,6.2,2.6
E00090554,66.6,15.2,4.6,5.6,7.9
E00090555,71.6,17.1,4,2.7,4.7
E00090556,67.5,17.5,4.9,4.9,5.2
E00090557,74.9,12.7,2.8,5.6,4
E00090558,54.7,23.2,12.2,3.9,6.1
E00090559,65.9,20,6.5,4.7,2.9
E00090560,61.2,16.9,11.9,5.8,4.2
E00090561,66.1,16.1,5.4,7.9,4.4
E00090562,56.5,8.9,13.3,14.9,6.3
E00090563,59,11.8,10.3,5.6,13.3
E00090564,71.7,14,3.5,7.4,3.5
E00090565,62.7,14.3,8.8,8.8,5.5
E00090566,65.8,12.6,6,7,8.6
E00090567,70.8,12.8,6.6,4.9,4.9
E00090568,57,21,10.1,5.8,6.1
E00090569,59.9,11.9,8,9.2,11
E00090570,62.4,19.2,13.2,2.8,2.4
E00090571,71.6,14.7,4,4.7,5
E00090574,44.6,6.7,5.5,15,28.2
E00090575,60.3,11.6,10.8,9.5,7.8
E00090576,48.7,15.6,12.1,9.4,14.3
E00090577,62.8,7.2,3.6,8,18.4
E00090580,42.8,10.8,7.7,13.5,25.1
E00090581,63.1,19.8,9.1,3,4.9
E00090582,59.9,15.4,12.3,8.2,4.1
E00090583,68.2,21.6,4,3.7,2.5
E00090584,57.5,13.7,11.7,10,7
E00090586,75.2,14.8,4.8,0.6,4.5
E00090587,67.8,12.8,5.5,9,4.8
E00090588,72.5,13,3.4,7.1,4
E00090589,72.9,18.5,1.5,4,3
E00090590,77.4,17,1.7,2.6,1.3
E00090591,67.8,21.3,2.5,5.4,2.9
E00090592,66.3,18.4,7.3,4.5,3.5
E00090593,55.2,16.9,8.3,8.6,11
E00090594,66.2,18.6,8.3,4.1,2.8
E00090595,57.7,17.5,9.1,10,5.7
E00090596,57.5,19.3,8.7,8.4,6
E00090597,66.1,23.2,4.2,5.2,1.3
E00090598,64.1,18.8,6.8,6.5,3.8
E00090599,67.4,15.6,4.3,8.1,4.6
E00090600,77.9,12.3,4,4,1.8
E00090601,63.8,12.4,9.1,9.9,4.7
E00090602,49.6,19.8,12.4,9.9,8.3
E00090603,67.6,19.4,6.2,5.2,1.5
E00090604,56,24.7,9.7,3.5,6.2
E00090605,59.4,21.4,7.7,7,4.4
E00090606,64.8,17.5,6.6,8.6,2.5
