areacd,disability_3a-001,disability_3a-002
E00090512,18.1,81.9
E00090514,12.3,87.7
E00090515,16.4,83.6
E00090516,12.3,87.7
E00090517,38.7,61.3
E00090518,18.5,81.5
E00090519,18.8,81.2
E00090520,13.8,86.2
E00090521,11.6,88.4
E00090522,24.3,75.7
E00090523,18.9,81.1
E00090524,21.4,78.6
E00090525,25.7,74.3
E00090526,12,88
E00090527,22.4,77.6
E00090528,8.8,91.2
E00090529,19.5,80.5
E00090530,15.5,84.5
E00090531,16.3,83.7
E00090532,24.2,75.8
E00090533,10.7,89.3
E00090534,17.4,82.6
E00090535,30.8,69.2
E00090536,12.6,87.4
E00090537,16.2,83.8
E00090539,24.3,75.7
E00090540,26.4,73.6
E00090541,15.5,84.5
E00090542,16.1,83.9
E00090543,16.1,83.9
E00090545,16.7,83.3
E00090546,27.1,72.9
E00090547,17.4,82.6
E00090548,9.1,90.9
E00090549,14.1,85.9
E00090550,16.9,83.1
E00090551,15.8,84.2
E00090552,15.3,84.7
E00090553,24.6,75.4
E00090554,12.9,87.1
E00090555,13.2,86.8
E00090556,12.8,87.2
E00090557,20.3,79.7
E00090558,21.3,78.7
E00090559,15.3,84.7
E00090560,26.1,73.9
E00090561,16.7,83.3
E00090562,13.7,86.3
E00090563,11.8,88.2
E00090564,11.2,88.8
E00090565,17.3,82.7
E00090566,9.6,90.4
E00090567,16,84
E00090568,14.9,85.1
E00090569,10.8,89.2
E00090570,24.4,75.6
E00090571,14.7,85.3
E00090574,19.8,80.2
E00090575,13.9,86.1
E00090576,9.3,90.7
E00090577,14.3,85.7
E00090580,19.6,80.4
E00090581,17.4,82.6
E00090582,17.9,82.1
E00090583,15.8,84.2
E00090584,8,92
E00090586,11.5,88.5
E00090587,12.1,87.9
E00090588,14.8,85.2
E00090589,16,84
E00090590,23.8,76.2
E00090591,24.8,75.2
E00090592,17.6,82.4
E00090593,8.9,91.1
E00090594,17,83
E00090595,13.6,86.4
E00090596,10.5,89.5
E00090597,16,84
E00090598,12.3,87.7
E00090599,12.9,87.1
E00090600,10.4,89.6
E00090601,12.8,87.2
E00090602,13.8,86.2
E00090603,11.7,88.3
E00090604,21.2,78.8
E00090605,24.7,75.3
E00090606,9.9,90.1
E00090607,11.5,88.5
E00090608,14.1,85.9
E00090609,17,83
E00090610,10.9,89.1
E00090611,15.4,84.6
E00090612,14.6,85.4
E00090613,11.2,88.8
E00090614,14.2,85.8
E00090615,21,79
E00090616,13.2,86.8
E00090617,18.4,81.6
E00090618,10.9,89.1
E00090619,17,83
E00090620,12.9,87.1
E00090621,13,87
E00090622,11.3,88.7
E00090623,36.9,63.1
E00090624,15.3,84.7
E00090627,17,83
E00090628,17.4,82.6
E00090629,7.9,92.1
E00090630,16.7,83.3
E00090631,11.2,88.8
E00090632,12.5,87.5
E00090633,19.9,80.1
E00090634,13.9,86.1
E00090635,24.3,75.7
E00090636,14.9,85.1
E00090637,15.8,84.2
E00090638,10.7,89.3
E00090639,23.9,76.1
E00090640,12,88
E00090642,11.5,88.5
E00090643,14.2,85.8
E00090644,23.4,76.6
E00090645,19.7,80.3
E00090646,16.5,83.5
E00090647,23.3,76.7
E00090648,13.6,86.4
E00090649,20.8,79.2
E00090650,23.9,76.1
E00090651,11.6,88.4
E00090653,19.5,80.5
E00090654,26.5,73.5
E00090655,16.3,83.7
E00090656,16.7,83.3
E00090657,20,80
E00090658,13.2,86.8
E00090659,21.9,78.1
E00090660,20.6,79.4
E00090661,10.2,89.8
E00090662,13.8,86.2
E00090663,12.6,87.4
E00090664,32.5,67.5
E00090665,20.2,79.8
E00090666,16.4,83.6
E00090667,25.6,74.4
E00090668,24.1,75.9
E00090669,18.7,81.3
E00090670,15.4,84.6
E00090671,16.1,83.9
E00090672,23.2,76.8
E00090673,14.9,85.1
E00090674,20.5,79.5
E00090675,15.9,84.1
E00090676,18.1,81.9
E00090677,17.5,82.5
E00090678,17.9,82.1
E00090679,15.1,84.9
E00090680,17.8,82.2
E00090681,34.6,65.4
E00090682,23.6,76.4
E00090683,16.5,83.5
E00090684,21.5,78.5
E00090685,16.1,83.9
E00090686,10.9,89.1
E00090688,12,88
E00090689,12,88
E00090691,21.4,78.6
E00090692,19.6,80.4
E00090694,19.2,80.8
E00090695,37.7,62.3
E00090696,12.6,87.4
E00090697,27,73
E00090700,14.5,85.5
E00090701,14.6,85.4
E00090702,24.4,75.6
E00090703,18.6,81.4
E00090704,15,85
E00090705,14.3,85.7
E00090707,17.9,82.1
E00090708,16.8,83.2
E00090710,13.9,86.1
E00090712,16,84
E00090714,10,90
E00090715,11.2,88.8
E00090716,13.1,86.9
E00090717,15.3,84.7
E00090719,10.2,89.8
E00090720,12.1,87.9
E00090721,15.9,84.1
E00090723,14.4,85.6
E00090724,18.7,81.3
E00090726,15,85
E00090727,9.2,90.8
E00090728,10.2,89.8
E00090729,10.4,89.6
E00090730,23.3,76.7
E00090731,10.9,89.1
E00090733,9.3,90.7
E00090734,12.6,87.4
E00090736,9.6,90.4
E00090737,23.5,76.5
E00090738,17.3,82.7
E00090739,13,87
E00090740,22.5,77.5
E00090741,16.2,83.8
E00090742,21.4,78.6
E00090743,17.4,82.6
E00090744,13.1,86.9
E00090745,12.7,87.3
E00090746,13.7,86.3
E00090747,18.6,81.4
E00090748,12.2,87.8
E00090749,7.4,92.6
E00090750,11.2,88.8
E00090751,17.3,82.7
E00090752,29.3,70.7
E00090753,11,89
E00090754,8.6,91.4
E00090755,11.6,88.4
E00090756,13.9,86.1
E00090757,24.8,75.2
E00090758,12.7,87.3
E00090759,13.2,86.8
E00090760,7.6,92.4
E00090762,14,86
E00090763,11.1,88.9
E00090765,10.2,89.8
E00090766,11,89
E00090767,15.6,84.4
E00090768,15.2,84.8
E00090771,22.9,77.1
E00090772,16.2,83.8
E00090773,14.1,85.9
E00090774,13.5,86.5
E00090775,18,82
E00090777,13.6,86.4
E00090778,10.3,89.7
E00090779,6.2,93.8
E00090780,15.7,84.3
E00090781,18.7,81.3
E00090782,17.3,82.7
E00090783,16.1,83.9
E00090785,19.2,80.8
E00090786,13.9,86.1
E00090788,23.1,76.9
E00090789,9.6,90.4
E00090790,17.7,82.3
E00090791,9,91
E00090792,11.9,88.1
E00090793,9.3,90.7
E00090794,20.1,79.9
E00090795,10,90
E00090796,10.4,89.6
E00090797,9.8,90.2
E00090798,33.3,66.7
E00090799,12,88
E00090800,9.5,90.5
E00090801,14.5,85.5
E00090802,21.2,78.8
E00090803,15.7,84.3
E00090804,9.9,90.1
E00090805,21.8,78.2
E00090806,23.5,76.5
E00090808,31.8,68.2
E00090809,11.3,88.7
E00090811,27.1,72.9
E00090816,14.5,85.5
E00090817,25.5,74.5
E00090820,14.1,85.9
E00090822,15.5,84.5
E00090824,12,88
E00090825,11.4,88.6
E00090826,9.5,90.5
E00090827,11.2,88.8
E00090828,15,85
E00090829,9,91
E00090830,11.7,88.3
E00090831,12.3,87.7
E00090832,13.7,86.3
E00090833,10.9,89.1
E00090834,16.7,83.3
E00090835,12.7,87.3
E00090836,13.9,86.1
E00090837,14,86
E00090838,16.1,83.9
E00090839,13.3,86.7
E00090840,13.9,86.1
E00090841,15.5,84.5
E00090842,19,81
E00090843,21.6,78.4
E00090844,13.7,86.3
E00090845,13.6,86.4
E00090846,12.9,87.1
E00090847,16.1,83.9
E00090848,8.9,91.1
E00090849,24.2,75.8
E00090850,11.9,88.1
E00090851,15.9,84.1
E00090852,16,84
E00090853,14.8,85.2
E00090854,33.2,66.8
E00090855,11.8,88.2
E00090856,31.8,68.2
E00090857,13.4,86.6
E00090858,21.2,78.8
E00090861,14.8,85.2
E00090862,18.9,81.1
E00090863,17.8,82.2
E00090864,21.3,78.7
E00090869,7.9,92.1
E00091091,20.3,79.7
E00091092,15.8,84.2
E00091093,20.3,79.7
E00091094,12,88
E00091095,15,85
E00091096,16.3,83.7
E00091896,15.1,84.9
E00091897,14.2,85.8
E00091898,16.1,83.9
E00091899,17.8,82.2
E00091900,12.4,87.6
E00091908,12.1,87.9
E00091909,17.3,82.7
E00091910,10.3,89.7
E00091911,15.8,84.2
E00091912,13.4,86.6
E00091913,10.8,89.2
E00091914,18,82
E00091915,11.7,88.3
E00091916,15.8,84.2
E00091917,15.6,84.4
E00091918,9.7,90.3
E00091919,7.6,92.4
E00091920,13.7,86.3
E00091921,17,83
E00091922,18,82
E00091924,14.1,85.9
E00091925,10.4,89.6
E00091926,14.5,85.5
E00091927,14.7,85.3
E00091928,19.6,80.4
E00091929,14,86
E00091930,12.8,87.2
E00091931,17.9,82.1
E00091932,15.7,84.3
E00091933,26.5,73.5
E00091934,17.3,82.7
E00091935,13,87
E00091970,15,85
E00091971,10.7,89.3
E00091972,14,86
E00091973,21.3,78.7
E00091974,17.9,82.1
E00091975,18.8,81.2
E00091976,14.3,85.7
E00091996,14.9,85.1
E00091997,14.9,85.1
E00091998,14.9,85.1
E00091999,27.5,72.5
E00092001,8.3,91.7
E00092002,11.9,88.1
E00092003,16.6,83.4
E00092004,22.9,77.1
E00092005,13.1,86.9
E00092006,20.4,79.6
E00092007,13.5,86.5
E00092008,18.4,81.6
E00092009,18.8,81.2
E00092010,15.9,84.1
E00092011,9,91
E00092012,12,88
E00092013,13.1,86.9
E00092014,9.7,90.3
E00092015,23.2,76.8
E00092016,17.6,82.4
E00092017,16.3,83.7
E00092018,7,93
E00092019,18.9,81.1
E00092020,17.7,82.3
E00092021,14.1,85.9
E00092022,14.9,85.1
E00092023,15.3,84.7
E00092024,18.8,81.2
E00092025,14.2,85.8
E00092026,13.3,86.7
E00092027,12.5,87.5
E00092028,22.1,77.9
E00092029,24,76
E00092030,16.9,83.1
E00092031,8.9,91.1
E00092048,17.8,82.2
E00092049,17.1,82.9
E00092050,13.1,86.9
E00092051,11.5,88.5
E00092052,20.8,79.2
E00092056,14.6,85.4
E00092057,17.2,82.8
E00092058,13.4,86.6
E00092059,14.1,85.9
E00092060,13,87
E00092061,15.9,84.1
E00092062,13.6,86.4
E00092063,13.1,86.9
E00092064,13.3,86.7
E00092065,13.5,86.5
E00092066,11.6,88.4
E00092067,14.6,85.4
E00092068,27.2,72.8
E00092069,10.2,89.8
E00092070,14.7,85.3
E00092071,10.3,89.7
E00092072,13.3,86.7
E00092075,10.8,89.2
E00092076,12.5,87.5
E00092077,17.9,82.1
E00092079,11,89
E00092080,7.7,92.3
E00092081,17.8,82.2
E00092082,13.2,86.8
E00092083,24,76
E00092084,11.7,88.3
E00092085,19.1,80.9
E00092086,38.4,61.6
E00092087,23,77
E00092088,8.7,91.3
E00092089,13.8,86.2
E00092090,15.5,84.5
E00092091,25,75
E00092092,14.3,85.7
E00092093,16.9,83.1
E00092094,11.8,88.2
E00092095,14.4,85.6
E00092096,13.8,86.2
E00092097,13.6,86.4
E00092098,32.6,67.4
E00092099,19.3,80.7
E00092100,10.9,89.1
E00092101,9.8,90.2
E00092102,15.4,84.6
E00092103,11.8,88.2
E00092105,29.5,70.5
E00092106,22.9,77.1
E00092107,11.1,88.9
E00092108,14.9,85.1
E00092109,16,84
E00092110,14.7,85.3
E00092111,37.8,62.2
E00092112,9.7,90.3
E00092113,15.2,84.8
E00092114,16,84
E00092115,8.1,91.9
E00092116,12.4,87.6
E00092117,16.3,83.7
E00092118,22.7,77.3
E00092119,16,84
E00092120,6.4,93.6
E00092121,17.7,82.3
E00092122,15.9,84.1
E00092123,13.8,86.2
E00092124,13.8,86.2
E00092125,11.4,88.6
E00092136,14.4,85.6
E00092137,19.4,80.6
E00092138,14.1,85.9
E00092139,16.1,83.9
E00092140,15.8,84.2
E00092141,19.7,80.3
E00092142,17.8,82.2
E00092143,11.6,88.4
E00092144,13.8,86.2
E00092145,22.1,77.9
E00092146,19.4,80.6
E00092147,14,86
E00092148,17.4,82.6
E00092149,23.2,76.8
E00092150,19.7,80.3
E00092151,34.6,65.4
E00092152,10.9,89.1
E00092153,16.9,83.1
E00092155,14.8,85.2
E00092156,18,82
E00092157,16.3,83.7
E00092158,13.9,86.1
E00092159,12.9,87.1
E00092160,10.1,89.9
E00092161,13.3,86.7
E00092162,18.5,81.5
E00092163,13.3,86.7
E00092164,22.1,77.9
E00092165,13.1,86.9
E00092166,11.9,88.1
E00092167,10,90
E00092168,7.8,92.2
E00092169,17.3,82.7
E00092170,15.7,84.3
E00092171,13.5,86.5
E00092172,17.9,82.1
E00092173,14,86
E00092174,18.4,81.6
E00092175,13.9,86.1
E00092195,12.9,87.1
E00092196,14.4,85.6
E00092197,21.7,78.3
E00092198,18.3,81.7
E00092199,13.8,86.2
E00092200,22,78
E00092201,16.2,83.8
E00092202,22,78
E00092203,18.6,81.4
E00092204,16.7,83.3
E00092205,21.3,78.7
E00092206,16.7,83.3
E00092207,8.6,91.4
E00092208,9,91
E00092209,11.1,88.9
E00092210,12.2,87.8
E00092211,24.3,75.7
E00092212,19.1,80.9
E00092213,21.1,78.9
E00092214,20.6,79.4
E00092215,23.2,76.8
E00092216,10.2,89.8
E00092217,14.8,85.2
E00092226,9,91
E00092227,17.2,82.8
E00092228,9.1,90.9
E00092229,7.5,92.5
E00092230,15.5,84.5
E00092231,7.9,92.1
E00092232,12.9,87.1
E00092233,11,89
E00092234,14.3,85.7
E00092235,21,79
E00092236,14.3,85.7
E00092237,8.9,91.1
E00092238,15.8,84.2
E00092239,14.6,85.4
E00092240,11.8,88.2
E00092241,15.2,84.8
E00092242,11.3,88.7
E00092243,16.9,83.1
E00092244,17.7,82.3
E00092245,17.3,82.7
E00092255,11.2,88.8
E00092256,24.7,75.3
E00092257,16.9,83.1
E00092258,12.6,87.4
E00092259,14.4,85.6
E00092260,17.5,82.5
E00092261,15.9,84.1
E00092262,17.7,82.3
E00092263,27,73
E00092264,18.1,81.9
E00092265,6.7,93.3
