areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00090512,81.4,11.1,7.4
E00090514,87,9.4,3.6
E00090515,82.2,13.1,4.7
E00090516,84.9,12.3,2.8
E00090517,63.5,28.8,7.7
E00090518,81.7,12.9,5.4
E00090519,81.2,12.6,6.2
E00090520,84.3,11.1,4.7
E00090521,90.7,7.9,1.5
E00090522,76.8,13.8,9.4
E00090523,76.1,17.3,6.7
E00090524,77.6,12.5,10
E00090525,77.2,13.2,9.7
E00090526,90.3,9.2,0.5
E00090527,78.4,15.1,6.5
E00090528,88.9,8.6,2.5
E00090529,80.8,13.1,6.1
E00090530,86.7,8.6,4.7
E00090531,81.9,13.1,5
E00090532,77.2,15.9,6.9
E00090533,88.2,9.2,2.7
E00090534,82.3,12.5,5.2
E00090535,69.2,15.9,14.9
E00090536,90.4,7.2,2.3
E00090537,84.8,12.9,2.3
E00090539,70.5,18.8,10.8
E00090540,73.6,19.1,7.3
E00090541,83.9,11.8,4.2
E00090542,83.6,12.9,3.5
E00090543,82.5,12.9,4.5
E00090545,84.4,9,6.6
E00090546,77.9,14.6,7.4
E00090547,80.6,11.2,8.2
E00090548,92.5,6.3,1.2
E00090549,91.2,7.8,1
E00090550,91.8,7.2,1
E00090551,83.5,10.5,6
E00090552,82.4,13.1,4.5
E00090553,77,18.2,4.7
E00090554,84.8,11.6,3.6
E00090555,86.6,10.7,2.7
E00090556,90.7,6.6,2.7
E00090557,80.4,12,7.6
E00090558,79.3,14.1,6.5
E00090559,84.6,13,2.4
E00090560,73,19.4,7.6
E00090561,83.7,12.2,4.2
E00090562,88.6,9.8,1.6
E00090563,94.3,5.2,0.5
E00090564,87.2,8.5,4.3
E00090565,86.7,10.1,3.2
E00090566,89.4,10.2,0.3
E00090567,89.7,8.6,1.6
E00090568,84.2,12.5,3.3
E00090569,86.1,11.5,2.5
E00090570,75.8,17.9,6.3
E00090571,83.9,13.5,2.6
E00090574,84.3,10.9,4.8
E00090575,89.6,8.7,1.7
E00090576,94.3,5.7,0
