geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00025651,95.7,0,3.4,0.9
E00025654,91.4,0,6.7,1.9
E00025727,85,0,15,0
E00025730,93.3,0,5.6,1.1
E00025756,70.2,0,29.5,0.3
E00025758,95.3,0,4.7,0
E00025759,94.9,0.8,3.7,0.6
E00026788,90.9,0,9.1,0
E00026789,88.1,1.2,9.5,1.2
E00026790,96.4,0,3.6,0
E00026791,93.6,0,4.5,1.9
E00026792,95.5,0.4,4.1,0
E00026793,96.4,0.3,3.3,0
E00026795,88.3,0,11.7,0
E00026796,94.8,0,4.3,0.9
E00026797,93.8,0,5.6,0.7
E00026798,96.2,0,3.8,0
E00026799,96,0.6,2.8,0.6
E00026800,96.5,0,3.2,0.3
E00026801,89.4,1.2,9.4,0
E00026802,97.5,0,1.9,0.6
E00026803,91.8,0.3,7.6,0.3
E00026804,95.2,0,4.5,0.3
E00026812,91.2,0.3,6.6,1.9
E00026818,87.8,0,12.2,0
E00026819,92.8,0,6.5,0.7
E00026906,94.5,1.2,3.9,0.4
E00026907,93.6,0,4.9,1.4
E00026909,91.1,0,7.8,1
E00026910,94.6,0,4.8,0.6
E00026912,96.7,0,3,0.3
E00026913,89.2,0.3,9.4,1
E00026914,94.9,0.3,4.7,0
E00026915,96.2,0,3.8,0
E00026916,87.6,1.3,9.2,1.9
E00026917,92.8,0,6.4,0.8
E00026918,90.2,0.4,8.3,1.1
E00026919,91.7,0.4,6.4,1.5
E00026920,89.5,0,9.5,1
E00026921,84.3,0,13.6,2.1
E00026922,96.1,0,3.9,0
E00026923,94.1,0.7,4.6,0.7
E00026924,89.9,0,8.4,1.7
E00026925,97.5,0,2.5,0
E00026926,93.7,0,6.3,0
E00026927,94.4,0,5.6,0
E00026928,93,0.3,6,0.7
E00026929,92.8,0,6.5,0.7
E00026930,94.4,0,5.3,0.3
E00026931,92,0,7.6,0.4
E00026932,93.5,0,6.5,0
E00026934,96.6,0.8,2.6,0
E00026935,92,0.3,6.5,1.1
E00026936,89.6,0,10.1,0.3
E00026937,92.2,0.2,6.4,1.2
E00026938,90.9,0,9.1,0
E00026939,93,0,4.8,2.1
E00026940,90,0,8.4,1.6
E00026941,96.3,0.3,2,1.3
E00026942,93.1,0,6.2,0.8
E00026943,94.9,0.3,4.7,0
E00029219,91.2,0.3,7.1,1.3
E00029220,91.8,0.3,5.8,2.1
E00029258,87.2,0,12.8,0
E00029266,93.1,0.8,6.1,0
E00029268,90.6,0,8.8,0.6
E00029276,91,0,7.7,1.3
E00029278,90.4,0,9.6,0
E00029279,90.9,0.3,7.3,1.6
E00029280,94.1,0.3,5.5,0
E00029282,93,0,7,0
E00029307,88,0.5,11.3,0.2
E00029316,92.1,0,6.6,1.2
E00029320,95.4,0,4.6,0
E00029335,93.6,0.3,5.8,0.3
E00029338,94.5,0,5.2,0.3
E00029341,94.6,0,5.2,0.3
E00029343,87.8,0,12.2,0
E00029344,92.3,1,5.1,1.5
E00029347,92.8,0,5.8,1.4
E00029350,90.7,1.2,8,0
E00029353,92.5,0.7,6.8,0
E00029591,92.9,0.3,5.9,0.9
E00029592,98.2,0,1.8,0
E00029593,90.1,0,7.9,2
E00029594,89.9,0,10.1,0
E00029595,90.3,0,8.7,1
E00029596,96.2,0,3.8,0
E00029597,92,0.3,5.4,2.2
E00029598,93.8,0,6.3,0
E00029599,92.3,0,7.7,0
E00029600,96,0,3.7,0.3
E00029601,90.2,0,8.1,1.7
E00029602,97.1,0,2.9,0
E00029603,91.2,0,8.8,0
E00029605,97.5,0,2.5,0
E00029606,94,0,5,1
E00029607,92.6,0.2,6.9,0.2
E00029608,93.4,0,6.6,0
E00029609,90.4,0,9.3,0.3
E00029610,94.2,0,5.8,0
E00029611,94.4,0,5,0.6
E00029612,79.6,0,18,2.4
E00029613,96.3,0.6,2.1,0.9
E00029614,96.3,0,3.7,0
E00029615,94.9,0,4.4,0.7
E00029616,95.8,0,4.2,0
E00029617,93.3,0,6.7,0
E00029618,87.9,0,11.6,0.6
E00029619,91.6,0.3,8,0
E00029620,95.7,0,3.7,0.6
E00029621,94.2,0.3,5.5,0
E00029622,94,0,5.4,0.7
E00029623,94,0.3,5.2,0.6
E00029624,94.7,0.6,3.9,0.8
E00029625,94.8,0.3,4.7,0.3
E00029626,95.1,0,4.6,0.3
E00029627,94.1,0,5.1,0.8
E00029628,93.9,0,4.4,1.7
E00029629,90.9,0,6.5,2.7
E00029630,93,0,7,0
E00093765,87.4,0,12.1,0.6
E00093766,87.2,0.9,10.9,0.9
E00093767,90.3,0,9.3,0.3
E00093768,90.6,0.6,7.9,0.9
E00093769,86.4,0.4,11.2,2
E00093770,88.4,0.3,8.7,2.6
E00093771,90.7,0.3,8.7,0.3
E00093773,69.5,0,23.8,6.6
E00093774,84.6,0,13.7,1.7
E00093775,88.6,0,11.4,0
E00093776,64.9,0.3,33.2,1.6
E00093778,80.1,0,18.2,1.7
E00093781,90.8,0.6,8.1,0.6
E00093782,95.7,0,3.6,0.7
E00093823,85.9,0,11.9,2.2
E00093824,90,0.7,6.6,2.7
E00093825,90.3,0.4,8.9,0.4
E00093826,97.9,0,2.1,0
E00093827,76.9,0.3,21.7,1.1
E00093828,89.4,0.3,9.6,0.7
E00093829,86.7,0,11.7,1.6
E00093830,90.7,0.5,7.9,0.8
E00093831,95.4,0.8,3.3,0.4
E00093832,90.4,0,9.6,0
E00093834,89.2,0,10.5,0.3
E00093835,91.2,0,8.5,0.3
E00093836,89.4,0,10.6,0
E00093837,87.1,0.3,12.2,0.3
E00093838,86.9,0,10.9,2.2
E00093839,95.8,0,4.2,0
E00093840,87.1,0.3,12.6,0
E00093841,87.8,0,11.2,1.1
E00093842,91.1,0,7.7,1.2
E00093843,84.2,0,15.3,0.5
E00093844,90.7,0,8.7,0.7
E00093845,96,0.3,3.4,0.3
E00093846,94.8,0,3.3,1.9
E00093847,96.8,0,2.9,0.4
E00093848,89.5,0,10.5,0
E00093849,88.4,0,10.1,1.6
E00093850,89,0,11,0
E00093851,85.2,0,14.4,0.4
E00093852,95.5,0.9,3.6,0
E00093885,92,0.3,6.1,1.6
E00093886,85.7,0.9,10.9,2.6
E00093933,74.9,0,23.2,1.9
E00093934,92.7,0,6.7,0.6
E00093935,88.2,0.4,11.1,0.4
E00093936,91.9,0,8.1,0
E00093937,87.2,0.3,11.3,1.2
E00093938,94.6,0.4,4.6,0.4
E00093939,92.1,0,7.2,0.6
E00093940,87.4,0.3,9.1,3.2
E00093941,89,0,11,0
E00093942,87.4,0,11.9,0.6
E00094139,89,0,10.7,0.4
E00094141,86.8,0,11.7,1.5
E00094142,92.3,0,7.4,0.3
E00094143,94.1,0.6,5.4,0
E00094150,89.9,0.3,9.8,0
E00174341,65.9,0.6,26.6,6.9
E00174342,75.9,0,21.4,2.7
E00174371,71.7,0,28.1,0.2
E00174372,80.4,0,19.6,0
E00174403,68.1,0,30.6,1.4
E00175901,82.8,0,9.2,8.1
E00175902,90.2,0.9,8,0.9
E00175977,86.6,0,8.4,5
E00175981,93.1,0.4,6.2,0.4
E00175982,92.7,0.4,5.7,1.1
E00177718,87.7,1.1,11.2,0
E00177750,92.4,0,7.2,0.4
E00180784,91.7,0.3,7.3,0.7
E00180808,84.4,0,14.1,1.5
E00180894,92.5,0,7.5,0
