geography_code,sex-001,sex-002
E00025651,51,49
E00025654,51.3,48.7
E00025727,51.7,48.3
E00025730,57.4,42.6
E00025756,55.8,44.2
E00025758,52.7,47.3
E00025759,53.2,46.8
E00026788,52,48
E00026789,49.8,50.2
E00026790,48.5,51.5
E00026791,49.6,50.4
E00026792,52.4,47.6
E00026793,54.3,45.7
E00026795,57.5,42.5
E00026796,56.6,43.4
E00026797,50.2,49.8
E00026798,52.8,47.2
E00026799,35.4,64.6
E00026800,51.8,48.2
E00026801,52.9,47.1
E00026802,51.6,48.4
E00026803,51.5,48.5
E00026804,49.7,50.3
E00026812,51.4,48.6
E00026818,54.2,45.8
E00026819,51.1,48.9
E00026906,50.6,49.4
E00026907,49.7,50.3
E00026909,52.7,47.3
E00026910,54,46
E00026912,56,44
E00026913,50.7,49.3
E00026914,55.4,44.6
E00026915,54.5,45.5
E00026916,49.2,50.8
E00026917,49.6,50.4
E00026918,58.1,41.9
E00026919,52.7,47.3
E00026920,53.5,46.5
E00026921,50.6,49.4
E00026922,54.4,45.6
E00026923,51.8,48.2
E00026924,54,46
E00026925,48.6,51.4
E00026926,52.6,47.4
E00026927,55.5,44.5
E00026928,52.1,47.9
E00026929,53.4,46.6
E00026930,52.6,47.4
E00026931,47,53
E00026932,53.7,46.3
E00026934,52.1,47.9
E00026935,56.4,43.6
E00026936,56.1,43.9
E00026937,51.3,48.7
E00026938,47.8,52.2
E00026939,50.7,49.3
E00026940,52.1,47.9
E00026941,57.3,42.7
E00026942,53.8,46.2
E00026943,52.9,47.1
E00029219,49,51
E00029220,52.6,47.4
E00029258,51.5,48.5
E00029266,53.4,46.6
E00029268,43.4,56.6
E00029276,50.9,49.1
E00029278,52.5,47.5
E00029279,55.8,44.2
E00029280,53.5,46.5
E00029282,54.8,45.2
E00029307,53.1,46.9
E00029316,58,42
E00029320,53.1,46.9
E00029335,51.8,48.2
E00029338,51.7,48.3
E00029341,50.8,49.2
E00029343,54.7,45.3
E00029344,49.2,50.8
E00029347,50.7,49.3
E00029350,48,52
E00029353,49.2,50.8
E00029591,49.9,50.1
E00029592,54.4,45.6
E00029593,51.6,48.4
E00029594,52.8,47.2
E00029595,53.5,46.5
E00029596,53.3,46.7
E00029597,51.6,48.4
E00029598,50.9,49.1
E00029599,50.8,49.2
E00029600,51.8,48.2
E00029601,50.2,49.8
E00029602,50.4,49.6
E00029603,51.6,48.4
E00029605,52.6,47.4
E00029606,49,51
E00029607,45.5,54.5
E00029608,51.5,48.5
E00029609,49.3,50.7
E00029610,52.2,47.8
E00029611,52.6,47.4
E00029612,52.8,47.2
E00029613,50.8,49.2
E00029614,52.9,47.1
E00029615,49.7,50.3
E00029616,49,51
E00029617,50.7,49.3
E00029618,50.6,49.4
E00029619,53.1,46.9
E00029620,48.8,51.2
E00029621,47.4,52.6
E00029622,48,52
E00029623,52.8,47.2
E00029624,50.3,49.7
E00029625,50.8,49.2
E00029626,53.4,46.6
E00029627,50.5,49.5
E00029628,53.2,46.8
E00029629,53.8,46.2
E00029630,55.2,44.8
E00093765,51,49
E00093766,47.6,52.4
E00093767,52.6,47.4
E00093768,49.8,50.2
E00093769,48.8,51.2
E00093770,48.6,51.4
E00093771,51.2,48.8
E00093773,39.2,60.8
E00093774,55.5,44.5
E00093775,50.4,49.6
E00093776,49.7,50.3
E00093778,54.3,45.7
E00093781,50.9,49.1
E00093782,50.5,49.5
E00093823,48.3,51.7
E00093824,49.5,50.5
E00093825,51.6,48.4
E00093826,54.7,45.3
E00093827,46.2,53.8
E00093828,49,51
E00093829,46.1,53.9
E00093830,50.3,49.7
E00093831,52.3,47.7
E00093832,50.7,49.3
E00093834,49.7,50.3
E00093835,54.2,45.8
E00093836,45.7,54.3
E00093837,37.2,62.8
E00093838,50.8,49.2
E00093839,52.2,47.8
E00093840,50.1,49.9
E00093841,53,47
E00093842,50.1,49.9
E00093843,46.4,53.6
E00093844,52.6,47.4
E00093845,52.1,47.9
E00093846,50.9,49.1
E00093847,51.2,48.8
E00093848,50.3,49.7
E00093849,47.5,52.5
E00093850,50,50
E00093851,52.8,47.2
E00093852,48.9,51.1
E00093885,47.9,52.1
E00093886,49.1,50.9
E00093933,51.2,48.8
E00093934,49.7,50.3
E00093935,51.6,48.4
E00093936,48.2,51.8
E00093937,49.8,50.2
E00093938,53.6,46.4
E00093939,51.6,48.4
E00093940,53.1,46.9
E00093941,54.4,45.6
E00093942,59,41
E00094139,47.2,52.8
E00094141,49.8,50.2
E00094142,48.9,51.1
E00094143,52.1,47.9
E00094150,49.7,50.3
E00174341,52.8,47.2
E00174342,49.2,50.8
E00174371,75.9,24.1
E00174372,48.3,51.7
E00174403,54.1,45.9
E00175901,48.4,51.6
E00175902,53.5,46.5
E00175977,50.4,49.6
E00175981,53.7,46.3
E00175982,53.1,46.9
E00177718,49.7,50.3
E00177750,51.8,48.2
E00180784,49.8,50.2
E00180808,45.7,54.3
E00180894,52.5,47.5
