areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00070587,27.8,58.2,12.7,1.3
E00070588,15.8,47.4,28.1,8.8
E00070589,20.7,40.5,31,7.8
E00070590,24.1,41.6,22.9,11.4
E00070591,15.1,42,28.6,14.3
E00070592,9,42.5,33.6,14.9
E00070593,31.8,45.3,17,5.8
E00070594,9.8,47.2,33.3,9.8
E00070595,24.8,43.6,21.4,10.3
E00070596,7.8,47.1,27,18.1
E00070597,18.2,48.2,27.7,5.8
E00070598,26.1,40.1,23.9,9.9
E00070599,13.1,35,41.6,10.2
E00070600,28.2,47.6,23.3,1
E00070601,17.9,47,27.4,7.7
E00070602,16.9,39.4,35.2,8.5
E00070603,28.8,50.3,16.9,4
E00070604,7.9,30.7,42.1,19.3
E00070605,39.9,44.6,12.8,2.7
E00070606,9.1,52.1,33.1,5.8
E00070607,18.2,49.4,23.4,9.1
E00070608,6.3,23.4,46.8,23.4
E00070614,9.5,47.5,34.6,8.4
E00070617,6.8,18.6,47.5,27.1
E00070618,16.2,35.1,34.2,14.4
E00070619,6.1,28,34.1,31.7
E00070661,6.8,39,39,15.3
E00070663,9,37.1,32.6,21.3
E00070664,6.6,34.3,34.8,24.3
E00070665,7.6,24.4,42,26.1
E00070667,10.8,49.2,27.5,12.5
E00070668,3.4,29.9,41.4,25.3
E00070669,1.6,29.3,38,31
E00070670,0,25,54.2,20.8
E00070673,1,25.3,41.4,32.3
E00070674,14.5,40.6,32.6,12.3
E00070675,29.2,49.2,17.9,3.6
E00070676,19.7,52.6,22.6,5.1
E00070678,4.8,15.9,46,33.3
E00070680,29.8,45.7,17,7.4
E00070681,31.2,42.2,16.5,10.1
E00070682,15.1,49.6,29.4,5.9
E00070684,11.8,44.1,38.6,5.5
E00070685,33.6,45.1,15.9,5.3
E00070686,24.8,54.4,14.4,6.4
E00070687,5,43.8,34.7,16.5
E00070688,6.8,33.3,47,12.8
E00070689,2.5,39.5,41.2,16.8
E00070691,8,46,29.4,16.6
E00070692,4.2,27.1,39.6,29.2
E00070693,8.6,24.5,37.7,29.1
E00070694,5.8,38.7,33.6,21.9
E00070695,2.7,31,42.2,24.1
E00070696,1.8,27.5,42.2,28.4
E00070697,8.8,46.2,30.8,14.3
E00070698,14.5,37.1,33.9,14.5
E00070699,4.2,29.1,42.3,24.3
E00070700,7.9,26.6,43.2,22.3
E00070701,4.7,30.2,33.3,31.8
E00070702,1.1,29.8,40.4,28.7
E00070703,3.2,33.1,42.9,20.8
E00070706,5.9,31.6,33.8,28.7
E00070720,39,48,10.6,2.4
E00070721,44.2,41.7,12.9,1.2
E00070724,40.7,40.7,13.7,4.9
E00070726,24.4,43.7,22.2,9.6
E00070727,58.6,34.4,6.6,0.4
E00070728,27.9,43.4,22.1,6.6
E00070729,51.3,39.8,8.4,0.5
E00070730,7,38.4,38.4,16.3
E00070731,5,37.7,40.2,17.2
E00070732,7.3,34.1,40.2,18.3
E00070733,9.4,35.9,37.6,17.1
E00070735,10.8,37.5,32.5,19.2
E00070736,3.4,39.8,39,17.8
E00070737,7.4,38.5,41,13.1
E00070738,21,43.7,23.5,11.8
E00070739,12.5,37.5,34.4,15.6
E00070740,13.7,37.3,26.5,22.5
E00070742,4.7,34,46.2,15.1
E00070744,0.7,31.3,38.7,29.3
E00070745,5.2,34.4,37.5,22.9
E00070746,8.7,35.9,33,22.3
E00070747,3.9,27.6,39.4,29.1
E00070749,3.4,30,41.1,25.6
E00070750,5.3,29.2,38.9,26.5
E00070753,8.8,35,35,21.3
E00070754,2.2,22.4,47,28.4
E00070755,6.1,25.2,44.3,24.4
E00070761,4.8,32.5,36.1,26.5
E00070791,4.5,38.6,41.1,15.8
E00070792,6.2,36.5,40.8,16.6
E00070793,9.9,37.5,34.9,17.8
E00070794,3.7,35.2,42.6,18.5
