areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00070587,80.3,7.3,12.4
E00070588,76.7,4.8,18.5
E00070589,67.6,2.8,29.6
E00070590,74,12.7,13.3
E00070591,81.1,4.8,14.1
E00070592,88.9,2.5,8.6
E00070593,73.9,4.3,21.8
E00070594,78,6.4,15.5
E00070595,58.5,10.8,30.7
E00070596,83.3,8,8.7
E00070597,61.6,5.3,33
E00070598,74.5,8.2,17.3
E00070599,87,6.5,6.5
E00070600,70,12.9,17.1
E00070601,60.5,9.6,29.9
E00070602,75.1,6.4,18.6
E00070603,68.5,16.9,14.6
E00070604,87.1,2.5,10.4
E00070605,67.7,4.3,28
E00070606,84.3,5,10.7
E00070607,65,12,23.1
E00070608,86.3,0.7,13
E00070614,71.9,4.2,23.9
E00070617,87.3,4.2,8.5
E00070618,78,1.6,20.3
E00070619,82.9,2.6,14.5
E00070661,84.6,4.6,10.8
E00070663,79.7,3.6,16.8
E00070664,77.9,6.2,15.9
E00070665,77.9,1.2,20.9
E00070667,87,1.7,11.3
E00070668,81.7,2,16.3
E00070669,83.6,1.9,14.5
E00070670,90.4,2.9,6.7
E00070673,83.1,0.4,16.5
E00070674,62.4,8.6,29
E00070675,66,6,28
E00070676,71.9,6.7,21.3
E00070678,70.9,1.3,27.8
E00070680,65.3,2.1,32.6
E00070681,59.1,6.7,34.2
E00070682,76.1,3.3,20.6
E00070684,69.9,6.7,23.4
E00070685,59.2,6.3,34.6
E00070686,67.3,16.6,16.1
E00070687,80.5,0.3,19.1
E00070688,74.5,6.3,19.2
E00070689,85.3,4,10.7
E00070691,63.5,5,31.4
E00070692,88.2,0.9,10.9
E00070693,79.7,0.9,19.4
E00070694,73.4,3.5,23.1
E00070695,79.5,1.2,19.3
E00070696,73.3,8.4,18.3
E00070697,84.5,4.2,11.3
E00070698,70.1,3.6,26.3
E00070699,89.4,4.4,6.1
E00070700,84.4,1.5,14.2
E00070701,87.8,1,11.2
E00070702,90.2,2,7.8
E00070703,85.4,4.4,10.3
E00070706,84.4,3.9,11.7
E00070720,78,7,15
E00070721,60.1,20.5,19.4
E00070724,55.7,30.1,14.2
E00070726,61.3,16.8,22
E00070727,64.5,22,13.5
E00070728,78.7,6,15.3
E00070729,57.6,22.4,20.1
E00070730,85.7,3.8,10.4
E00070731,87.9,2.1,10.1
E00070732,80.3,7.5,12.1
E00070733,82.2,4.3,13.4
E00070735,74.9,3.3,21.8
E00070736,82.8,0.6,16.5
E00070737,69.7,2.5,27.7
E00070738,66.4,3.5,30.1
E00070739,71.5,3.5,25
E00070740,76.3,1.6,22
E00070742,87,0.4,12.6
E00070744,85.5,4.3,10.1
E00070745,77.1,0.8,22.1
E00070746,82.2,5,12.8
E00070747,88.7,5.3,6
E00070749,84.4,0.9,14.7
E00070750,68.5,11.9,19.6
E00070753,85.8,2.5,11.7
E00070754,85.8,2.9,11.3
E00070755,83,2.2,14.8
E00070761,82.6,0.5,16.9
E00070791,85.5,2.9,11.6
E00070792,81.9,3.8,14.3
E00070793,89.3,2,8.7
E00070794,89.9,1.4,8.7
E00070795,86,0,14
E00070796,85.7,3.2,11.1
E00070797,86,4.5,9.6
E00070798,81.3,2.1,16.6
E00070799,70.3,5.2,24.5
E00070800,79.8,2.2,18
E00070801,82.8,5.6,11.6
E00070802,77.4,3.5,19.1
E00070803,82.7,1.7,15.7
E00070804,86.5,3.2,10.3
E00070805,79.4,3.7,16.9
E00070806,78.1,2.1,19.8
E00070807,73.9,1.3,24.8
E00070808,86.5,3,10.5
E00070809,81.5,0,18.5
E00070810,72,4,24
E00070811,80.8,0.3,18.9
E00070812,78.1,4.3,17.6
E00070821,77.1,2.8,20.2
E00070894,50.4,13.7,35.9
E00070895,62.6,7.3,30.1
E00070896,54.4,12,33.7
E00070897,66.1,4.9,29.1
E00070898,53.3,8.8,37.9
E00070899,78.5,5.5,16
E00070900,74.3,2.7,23
E00070901,59.3,8.3,32.4
E00070902,75.8,2.9,21.3
E00070903,79.9,1.5,18.6
E00070904,60.8,5.6,33.6
E00070905,69.3,7.3,23.4
E00070906,80.1,3.4,16.5
E00070907,83,1.4,15.6
E00070908,72.2,0.4,27.4
E00070909,60.3,3.3,36.4
E00070910,62.4,5.5,32.1
E00070911,59.6,10.4,30
E00070912,68.6,8.2,23.2
E00070913,46,8.3,45.6
E00070914,65.1,8.8,26.1
E00070916,72.8,6.5,20.8
E00070917,59.3,5.7,35
E00070918,78.4,3.4,18.1
E00070919,65.8,3,31.2
E00070920,74.1,8.2,17.7
E00070921,76.4,2.9,20.7
E00070922,57.5,6.1,36.4
E00070923,58.8,6.2,35
