areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00070587,20,80
E00070588,38.1,61.9
E00070589,45.7,54.3
E00070590,43.7,56.3
E00070591,54.7,45.3
E00070592,55.2,44.8
E00070593,42,58
E00070594,52.2,47.8
E00070595,43,57
E00070596,51,49
E00070597,38.1,61.9
E00070598,29.7,70.3
E00070599,61,39
E00070600,46.3,53.7
E00070601,41.3,58.8
E00070602,56.1,43.9
E00070603,26.8,73.2
E00070604,57.1,42.9
E00070605,36,64
E00070606,50.4,49.6
E00070607,46.2,53.8
E00070608,59,41
E00070614,41.7,58.3
E00070617,60.5,39.5
E00070618,48.8,51.2
E00070619,55.3,44.7
E00070661,65,35
E00070663,64.9,35.1
E00070664,55.9,44.1
E00070665,63.6,36.4
E00070667,60.2,39.8
E00070668,62.5,37.5
E00070669,58.7,41.3
E00070670,56,44
E00070673,61.3,38.7
E00070674,45.5,54.5
E00070675,23,77
E00070676,44.7,55.3
E00070678,53.7,46.3
E00070680,27.2,72.8
E00070681,30,70
E00070682,53.6,46.4
E00070684,45.4,54.6
E00070685,31,69
E00070686,28.7,71.3
E00070687,53.8,46.2
E00070688,64.3,35.7
E00070689,52.2,47.8
E00070691,44.2,55.8
E00070692,62.1,37.9
E00070693,55,45
E00070694,49.5,50.5
E00070695,57.8,42.2
E00070696,59.9,40.1
E00070697,65,35
E00070698,46.4,53.6
E00070699,65.3,34.7
E00070700,61.1,38.9
E00070701,65.2,34.8
E00070702,65.9,34.1
E00070703,57.1,42.9
E00070706,59.6,40.4
E00070720,47.1,52.9
E00070721,22.5,77.5
E00070724,26.1,73.9
E00070726,40.2,59.8
E00070727,25,75
E00070728,37.9,62.1
E00070729,23.3,76.7
E00070730,57.5,42.5
E00070731,58.6,41.4
E00070732,61.5,38.5
E00070733,55.1,44.9
E00070735,55.4,44.6
E00070736,58.5,41.5
E00070737,36.4,63.6
E00070738,42.8,57.2
E00070739,46.2,53.8
E00070740,51.2,48.8
E00070742,68.7,31.3
