geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00049398,92,8,0
E00049399,69.1,30.9,0
E00049400,71.5,28.5,0
E00049401,76.5,23.5,0
E00049402,51.7,48.3,0
E00049403,79.4,20.6,0
E00049404,42.9,57.1,0
E00049405,61.8,38.2,0
E00049406,100,0,0
E00049407,96.6,3.4,0
E00049409,92.8,7.2,0
E00049410,100,0,0
E00049411,92.2,7.8,0
E00049412,99.2,0.8,0
E00049413,100,0,0
E00049414,92.6,7.4,0
E00049415,97.3,2.7,0
E00049416,99.3,0.7,0
E00049417,78.7,21.3,0
E00049418,100,0,0
E00049419,98.6,1.4,0
E00049420,93.1,6.9,0
E00049421,97,3,0
E00049422,100,0,0
E00049423,90.2,9.8,0
E00049424,99.2,0.8,0
E00049425,98.6,1.4,0
E00049426,67.7,32.3,0
E00049427,74.2,25.8,0
E00049428,98.3,1.7,0
E00049429,27.2,72.8,0
E00049430,52.5,47.5,0
E00049431,93.2,6.8,0
E00049432,34.6,65.4,0
E00049433,93.3,6.7,0
E00049434,99.2,0.8,0
E00049435,57,43,0
E00049436,96.7,3.3,0
E00049437,99.2,0.8,0
E00049439,95.5,4.5,0
E00049440,100,0,0
E00049460,95.3,4.7,0
E00049461,65.5,34.5,0
E00049463,89.5,10.5,0
E00049467,96.6,3.4,0
E00050481,94.9,0,5.1
E00050482,89.1,10.9,0
E00050483,93.3,6.7,0
E00050484,98.6,1.4,0
E00050485,75.3,24.7,0
E00050486,98.4,1.6,0
E00050487,100,0,0
E00050489,100,0,0
E00050490,100,0,0
E00050491,76.7,23.3,0
E00050492,100,0,0
E00050729,83.9,16.1,0
E00050731,100,0,0
E00050732,92.1,7.9,0
E00050733,98.7,1.3,0
E00050734,100,0,0
E00050735,98.5,1.5,0
E00050736,94,0.5,5.5
E00050737,100,0,0
E00050738,61.5,38.5,0
E00050739,92,8,0
E00050740,98.3,0.8,0.8
E00050741,100,0,0
E00050742,100,0,0
E00050743,95.8,4.2,0
E00050744,88.6,11.4,0
E00050745,7.2,92.8,0
E00050746,55.8,44.2,0
E00050747,76.2,23.8,0
E00050748,97.4,2.6,0
E00050750,32.2,67.8,0
E00050751,53.5,46.5,0
E00050752,35.3,64.7,0
E00050753,97.5,2.5,0
E00050754,45.7,54.3,0
E00050755,67.8,32.2,0
E00050757,75.2,24.8,0
E00050758,92.2,7.8,0
E00050759,42,58,0
E00050760,86.9,13.1,0
E00050761,35.9,64.1,0
E00050762,31.6,68.4,0
E00050763,71.5,28.5,0
E00050764,58.7,41.3,0
E00050765,86.6,13.4,0
E00050766,100,0,0
E00050767,66.2,33.8,0
E00050768,100,0,0
E00050769,97.8,2.2,0
E00051006,97,3,0
E00051010,92.1,7.3,0.7
E00051011,100,0,0
E00051014,92.6,7.4,0
E00051016,33,66.5,0.5
E00051019,19.9,80.1,0
E00051023,67.7,32.3,0
E00051025,99.1,0.9,0
E00051032,92.7,7.3,0
E00051035,96.9,3.1,0
E00051059,53.9,46.1,0
E00051061,98.4,1.6,0
E00051062,88.4,11.6,0
E00051063,99.2,0.8,0
E00051064,99.1,0.9,0
E00051843,58,42,0
E00051844,88.2,11.8,0
E00051845,89.5,10.5,0
E00051846,62.4,37.6,0
E00051850,98.8,1.2,0
E00051851,84.2,15.8,0
E00051852,74.7,25.3,0
E00051853,91.7,8.3,0
E00051864,93.6,6.4,0
E00051865,64.2,35.8,0
E00051868,99.2,0.8,0
E00051869,73.4,26.6,0
E00051870,78.4,21.6,0
E00051871,100,0,0
E00051873,66.7,33.3,0
E00051874,74.6,25.4,0
E00051875,99.3,0.7,0
E00051876,100,0,0
E00051877,86.8,13.2,0
E00051878,99.2,0.8,0
E00051879,71.2,28.8,0
E00051880,79.1,20.9,0
E00051881,46.5,53.5,0
E00051882,71.5,28.5,0
E00051883,68.1,31.9,0
E00052097,94.6,5.4,0
E00052098,100,0,0
E00052099,99.2,0.8,0
E00052100,72.9,27.1,0
E00052101,88.8,11.2,0
E00052102,42,58,0
E00052103,75.3,24.7,0
E00052104,99.3,0.7,0
E00052106,99.4,0,0.6
E00052107,88.4,11.6,0
E00052108,80.7,19.3,0
E00052110,86.9,13.1,0
E00052111,99.1,0.9,0
E00052112,96.6,3.4,0
E00052113,75.3,24.7,0
E00052114,89.7,10.3,0
E00052115,98.3,1.7,0
E00052116,54.1,45.9,0
E00052117,62.1,37.9,0
E00052118,98.2,1.8,0
E00052121,96.8,2.4,0.8
E00052122,53.2,46.8,0
E00052123,60.3,39.1,0.7
E00052124,99.2,0.8,0
E00052125,72,28,0
E00052127,70.9,29.1,0
E00052129,15,85,0
E00052131,99.1,0.9,0
E00052132,100,0,0
E00052134,97.9,2.1,0
E00052535,92.6,7.4,0
E00052536,58.3,41.7,0
E00052537,82.8,17.2,0
E00052538,81.7,18.3,0
E00052539,99.3,0.7,0
E00052540,99.3,0.7,0
E00052541,93.2,6.8,0
E00052542,69.7,30.3,0
E00052543,85,15,0
E00052544,73.4,26.6,0
E00052545,93,7,0
E00052546,26.9,73.1,0
E00052547,99.2,0.8,0
E00052548,22,78,0
E00052549,50.9,49.1,0
E00052550,94.1,5.9,0
E00052551,66.2,33.8,0
E00052552,96.7,3.3,0
E00052553,45.7,54.3,0
E00052554,25,75,0
E00052555,84.7,15.3,0
E00052565,23.4,76.6,0
E00052566,70.7,29.3,0
E00052567,81.3,18.8,0
E00052569,98.6,1.4,0
E00052570,86.4,13.6,0
E00052571,69.8,30.2,0
E00052572,73.8,26.2,0
E00052573,87.3,12.7,0
E00052574,98.5,0,1.5
E00052575,82.1,17.9,0
E00052576,85.3,14.7,0
E00052577,80.6,19.4,0
E00052578,58.6,41.4,0
E00052579,59.8,40.2,0
E00052580,46.6,53.4,0
E00052581,67.8,32.2,0
E00052582,22.5,77.5,0
E00052583,35.5,64.5,0
E00052585,69.4,30.6,0
E00052587,73,27,0
E00052588,93.6,6.4,0
E00052589,71.3,28.7,0
E00052590,83.6,16.4,0
E00052591,65,35,0
E00052592,95.3,4.7,0
E00052593,85.7,14.3,0
E00052594,71.9,27.5,0.6
E00052595,45.2,54.8,0
E00052596,50.5,49.5,0
E00052597,90.5,9.5,0
