areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00084364,18.1,52.5,24.4,5
E00084380,19.5,52.6,22.6,5.3
E00084381,13.8,46.9,32.3,6.9
E00084382,23,32,41,4.1
E00084383,23.4,43.8,25.8,7
E00084384,19,50.4,20.7,9.9
E00084390,36.9,45.8,13.7,3.6
E00084568,10,41.4,35.7,12.9
E00084569,3.7,35,50.3,11
E00084570,8.3,45,33,13.8
E00084571,15.8,17.5,36.8,29.8
E00084572,8.6,38.6,42.9,10
E00084573,19.6,40.6,28.7,11.2
E00084575,15.2,42,30.4,12.3
E00084576,10.9,36.2,40.6,12.3
E00084577,4.5,41.9,40.6,12.9
E00084578,7.2,29.4,42.5,20.8
E00084579,6.4,33.9,38.5,21.1
E00084580,4.3,30.2,56,9.5
E00084582,10.3,50.8,28.6,10.3
E00084583,17.8,48.8,25.6,7.8
E00084584,34.3,36.5,20.4,8.8
E00084585,5.5,51.2,32.3,11
E00084586,36.9,36.9,20.8,5.4
E00084587,10.9,55.5,29.7,3.9
E00084588,9.6,45.6,34.6,10.3
E00084589,6.1,28.8,51.5,13.6
E00084590,27.6,52.2,16.4,3.7
E00084591,2.2,36.3,41.5,20
E00084592,8,38.4,36.8,16.8
E00084593,15.3,40.5,28.2,16
E00084594,15.4,40,33.1,11.5
E00084595,11.6,42.2,32.7,13.6
E00084596,12.2,35.3,41.7,10.8
E00084597,8.6,32,42.2,17.2
E00084598,15.6,46.9,27.3,10.2
E00084599,41.1,40.3,15.5,3.1
E00084600,14,47.1,32.4,6.6
E00084601,3.3,49.6,35.5,11.6
E00084602,10.1,47.9,31.9,10.1
E00084603,16.7,50,29.4,4
E00084604,4.6,33.8,48.5,13.1
E00084605,29.8,36.9,25.5,7.8
E00084606,11.1,47.9,39.3,1.7
E00084607,15.2,44.9,31.2,8.7
E00084608,11.6,39.5,37.2,11.6
E00084609,25.8,30.8,30,13.3
E00084610,26.2,40.5,23.8,9.5
E00084611,19,46,23.8,11.1
E00084612,5.6,32.8,42.4,19.2
E00084613,17.2,42.2,34.4,6.3
E00084615,17.6,43.2,32,7.2
E00084616,2.4,40.9,34.6,22
E00084617,26.4,38.7,25.8,9.2
E00084618,14.1,48.4,28.1,9.4
E00084619,10.9,27.7,39.4,21.9
E00084620,29.7,45.3,19.5,5.5
E00084621,25.4,45.9,22.1,6.6
E00084622,17.3,43.3,28.3,11
E00084623,35.1,42.1,19.3,3.5
E00084626,27,38.9,20.6,13.5
E00084627,13.1,54.5,27.3,5.1
E00084628,8.6,30.5,49.2,11.7
E00084629,6.1,42.2,35.4,16.3
E00084630,6.1,35.1,40.4,18.4
E00084631,7.5,37.5,40,15
E00084632,7.8,27.6,44.8,19.8
E00084633,7.8,35.3,43.1,13.8
E00084635,43,34.2,16.7,6.1
E00084691,14.1,37.6,39.6,8.7
E00084692,38.8,37.2,17.8,6.2
E00084693,6.8,41.9,38.5,12.8
E00084694,8.6,41.4,31.9,18.1
E00084695,11,42.5,36.2,10.2
E00084696,9.9,53.9,26.2,9.9
E00084697,5.1,29.1,48.7,17.1
E00084698,25.7,43.4,26.3,4.6
E00084699,25,32.1,29.8,13.1
E00084700,5.3,35.3,43.6,15.8
E00084701,6.5,41.5,39.8,12.2
E00084702,1.7,31.6,47.9,18.8
E00084703,19.7,39.3,33.3,7.7
E00084704,11.1,35.3,43.1,10.5
E00084705,12.5,49.3,28.7,9.6
E00084706,15.1,45.2,31.7,7.9
E00084707,10.1,36.4,40.3,13.2
E00084708,18.4,42.4,25.6,13.6
E00084709,22.3,38.5,26.9,12.3
E00084710,0.9,24.8,59,15.4
E00084711,9.9,38.2,38.9,13
E00084712,8.1,43.4,43.4,5.1
E00084713,3.6,40.6,37.7,18.1
E00084715,26.7,34.3,28.6,10.5
E00084716,22.2,47.2,20.4,10.2
E00084717,9.8,47,34.1,9.1
E00084718,12.1,42.7,30.6,14.5
E00084719,6.8,34.8,46.2,12.1
E00084720,14,37.8,40.6,7.7
E00084721,8.9,49.1,25.9,16.1
E00084722,7.5,39.7,37.7,15.1
E00084723,10.7,33.9,44.6,10.7
E00084724,5.8,32.2,44.6,17.4
E00084725,9.5,48.4,31,11.1
E00084726,11.7,45.3,33.6,9.5
E00084727,8.1,28.2,49.2,14.5
E00084728,18.6,48.8,23.3,9.3
E00084729,26.1,52.1,17,4.8
E00084730,4.5,38.8,39.6,17.2
E00084731,13,45.7,34.6,6.8
E00084732,13.9,45.8,31.9,8.3
E00084733,20.1,48.9,19.4,11.5
E00084734,12.7,43.3,35,8.9
E00084735,17.7,46.1,27.7,8.5
E00084736,8.5,42.3,30.8,18.5
E00084737,10.4,34.3,37.3,17.9
E00084745,2.5,27.1,50,20.3
E00084746,13.8,42.3,31.7,12.2
E00084747,4.6,39.7,38.2,17.6
E00084748,20,54.5,21,4.5
E00084751,5.4,27.9,42.3,24.3
E00084752,22.7,43.7,27.7,5.9
E00084756,13.4,39.4,33.8,13.4
E00084757,11.4,37.9,36.4,14.3
E00084758,6.5,32.5,47.2,13.8
E00084760,13.3,39.3,34.8,12.6
E00084763,13.4,32.8,36.1,17.6
E00084764,14.5,47.9,32.5,5.1
E00084765,6.1,27.3,46.5,20.2
E00084766,4,26.7,49.5,19.8
E00084769,7.3,37.2,38.7,16.8
E00084771,1.8,23.6,45.5,29.1
E00084772,8,22,46,24
E00084778,6.2,31.7,43.5,18.6
E00084780,2.4,38.9,31.7,27
E00084781,7.3,50.4,32.5,9.8
E00084782,3.4,36.8,40.2,19.5
E00084783,11.1,39.6,31.9,17.4
E00084784,15.3,43.1,34.3,7.3
