areacd,heating_type_3a-001,heating_type_3a-002
E00084364,0.6,99.4
E00084380,3,97
E00084381,1.5,98.5
E00084382,0.8,99.2
E00084383,3.1,96.9
E00084384,0.8,99.2
E00084390,0.6,99.4
E00084568,0,100
E00084569,0.6,99.4
E00084570,0,100
E00084571,0,100
E00084572,1.4,98.6
E00084573,0.7,99.3
E00084575,0,100
E00084576,0,100
E00084577,1.9,98.1
E00084578,0.9,99.1
E00084579,0,100
E00084580,0,100
E00084582,0,100
E00084583,0.8,99.2
E00084584,2.2,97.8
E00084585,1.6,98.4
E00084586,0,100
E00084587,0,100
E00084588,0.7,99.3
E00084589,0,100
E00084590,0.8,99.2
E00084591,1.5,98.5
E00084592,0,100
E00084593,0.8,99.2
E00084594,0,100
E00084595,0,100
E00084596,0.7,99.3
E00084597,0,100
E00084598,1.6,98.4
E00084599,0,100
E00084600,0,100
E00084601,0,100
E00084602,0.8,99.2
E00084603,0,100
E00084604,0,100
E00084605,1.4,98.6
E00084606,0.8,99.2
E00084607,0,100
E00084608,0,100
E00084609,0.8,99.2
E00084610,2.3,97.7
E00084611,0,100
E00084612,0,100
E00084613,0,100
E00084615,0,100
E00084616,0,100
E00084617,0.6,99.4
E00084618,0.8,99.2
E00084619,0,100
E00084620,0.8,99.2
E00084621,1.6,98.4
E00084622,0.8,99.2
E00084623,2.5,97.5
E00084626,0,100
E00084627,0,100
E00084628,0,100
E00084629,0,100
E00084630,0.9,99.1
E00084631,0,100
E00084632,0,100
E00084633,0,100
E00084635,0.9,99.1
E00084691,0.7,99.3
E00084692,1.6,98.4
E00084693,0,100
E00084694,0,100
E00084695,0.8,99.2
E00084696,1.4,98.6
E00084697,0,100
E00084698,2,98
E00084699,1.2,98.8
E00084700,0.8,99.2
E00084701,0,100
E00084702,0,100
E00084703,0.9,99.1
E00084704,2,98
E00084705,0,100
E00084706,0,100
E00084707,0.8,99.2
E00084708,1.6,98.4
E00084709,0,100
E00084710,0.8,99.2
E00084711,2.3,97.7
E00084712,2.2,97.8
E00084713,0.7,99.3
E00084715,0.9,99.1
E00084716,0,100
E00084717,2.3,97.7
E00084718,2.4,97.6
E00084719,0,100
E00084720,0,100
E00084721,1.8,98.2
E00084722,0,100
E00084723,0,100
E00084724,1.7,98.3
E00084725,0.8,99.2
E00084726,1.5,98.5
E00084727,0,100
E00084728,0,100
E00084729,3,97
E00084730,0,100
E00084731,0,100
E00084732,1.9,98.1
E00084733,0.7,99.3
E00084734,1.3,98.7
E00084735,2.1,97.9
E00084736,2.3,97.7
E00084737,0,100
E00084745,0.8,99.2
E00084746,0.8,99.2
E00084747,0,100
E00084748,0,100
E00084751,0,100
E00084752,0.8,99.2
E00084756,1.3,98.7
E00084757,0.7,99.3
E00084758,0,100
E00084760,0,100
E00084763,0,100
E00084764,0,100
E00084765,0,100
E00084766,1,99
E00084769,0,100
E00084771,0,100
E00084772,2,98
E00084778,0,100
E00084780,2.3,97.7
E00084781,0.8,99.2
E00084782,0,100
E00084783,0,100
E00084784,2.2,97.8
E00084785,2.2,97.8
E00084786,0.8,99.2
E00084787,0.8,99.2
E00084788,1.5,98.5
E00084789,1.4,98.6
E00084790,0,100
E00084791,0.8,99.2
E00084792,0.7,99.3
E00084793,0.9,99.1
E00084794,0.8,99.2
E00084795,2.1,97.9
E00084796,0.8,99.2
E00084797,1,99
E00084798,2.2,97.8
E00084799,2.1,97.9
E00084800,4.2,95.8
E00084801,0,100
E00084802,7.6,92.4
E00084803,1.8,98.2
E00084804,0,100
E00084805,0.7,99.3
E00084806,0,100
E00084807,2.1,97.9
E00084808,2.3,97.7
E00084809,0,100
E00084810,0.9,99.1
E00084811,1.4,98.6
E00084815,0.8,99.2
E00084831,1.2,98.8
E00084832,2.2,97.8
E00084833,0,100
E00084836,1.6,98.4
E00084839,2.3,97.7
E00084847,0,100
E00084848,0,100
E00084849,0.7,99.3
E00084850,1.5,98.5
E00084851,1.3,98.7
E00084852,1.6,98.4
E00084853,1.6,98.4
E00084854,0.8,99.2
E00084855,0,100
E00084856,2.3,97.7
E00084857,0,100
E00084858,1.6,98.4
E00084859,0.7,99.3
E00084860,1.5,98.5
E00084932,1.5,98.5
E00084933,0.8,99.2
E00084934,0.7,99.3
E00084935,1.6,98.4
E00084936,0,100
E00084937,0.8,99.2
E00084938,1.7,98.3
E00084939,1.3,98.7
E00084940,2.1,97.9
E00084941,0.7,99.3
E00084942,0,100
E00084944,0.8,99.2
E00084945,1.7,98.3
E00084946,0,100
E00084947,2.5,97.5
E00084948,1.5,98.5
E00084949,3.3,96.7
E00084950,0.7,99.3
E00084954,2.8,97.2
E00084955,2.2,97.8
E00084957,0,100
E00084958,3.2,96.8
E00084959,2.1,97.9
E00084960,3.4,96.6
E00084961,2.7,97.3
E00084962,2.7,97.3
E00084963,2.6,97.4
E00084964,0,100
E00084965,0,100
E00084966,0.8,99.2
E00084967,1.6,98.4
E00138749,2.1,97.9
E00138750,0,100
E00138751,3.5,96.5
E00138752,2.2,97.8
E00138753,0,100
E00138754,1.3,98.7
E00138853,0,100
E00138854,2.3,97.7
E00138855,1.9,98.1
E00138856,0,100
E00138857,1.6,98.4
E00138858,2.7,97.3
E00169282,2.2,97.8
E00169283,2.4,97.6
E00169284,1.6,98.4
E00175374,0,100
E00175404,0.5,99.5
E00175405,0,100
E00175410,0,100
E00175411,1,99
E00175412,1.7,98.3
E00175455,0,100
E00175459,1,99
E00175460,0,100
E00175461,2.4,97.6
E00175462,1.2,98.8
E00175463,0.6,99.4
E00175464,1,99
E00175465,1,99
E00175466,2,98
E00183451,2.2,97.8
E00183452,2.5,97.5
