areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00084364,7.5,32.5,46.3,13.8
E00084380,9.8,28.6,42.1,19.5
E00084381,2.3,28.5,46.2,23.1
E00084382,14,33.9,37.2,14.9
E00084383,10.1,22.5,51.9,15.5
E00084384,16.3,27.6,51.2,4.9
E00084390,21.9,28.4,37.9,11.8
E00084568,8,18.2,41.6,32.1
E00084569,4.3,21.5,42.9,31.3
E00084570,2.7,36.3,33.6,27.4
E00084571,3.6,5.4,26.8,64.3
E00084572,1.4,22.5,50,26.1
E00084573,14.7,16.8,48.3,20.3
E00084575,14.7,26.5,39.7,19.1
E00084576,0.8,19.8,55,24.4
E00084577,3.9,15.6,35.7,44.8
E00084578,5.5,11.9,34.2,48.4
E00084579,1,5.7,62.9,30.5
E00084580,2.6,13.7,62.4,21.4
E00084582,0.8,27.2,56.8,15.2
E00084583,1.6,13.2,48.1,37.2
E00084584,25,6.6,61.8,6.6
E00084585,2.4,11.8,63.8,22
E00084586,27.7,30.8,26.2,15.4
E00084587,5.4,8.5,69,17.1
E00084588,0,9.6,44.9,45.6
E00084589,3.8,5.3,42,48.9
E00084590,45.9,6,36.8,11.3
E00084591,0,14.8,32.6,52.6
E00084592,4,13.6,30.4,52
E00084593,9.2,35.9,11.5,43.5
E00084594,0.8,13.2,48.8,37.2
E00084595,0,23.8,51.7,24.5
E00084596,1.4,14.5,39.1,44.9
E00084597,5.5,6.3,28.9,59.4
E00084598,16.2,39.2,35.4,9.2
E00084599,66.7,10.9,6.2,16.3
E00084600,6.6,16.9,59.6,16.9
E00084601,0.8,18.2,52.9,28.1
E00084602,0,27.5,54.2,18.3
E00084603,11.9,23,43.7,21.4
E00084604,0.8,2.3,10.8,86.2
E00084605,12.1,9.3,25,53.6
E00084606,7.4,48.8,37.2,6.6
E00084607,2.1,14.3,75.7,7.9
E00084608,0,7,57.8,35.2
E00084609,12.5,19.2,55.8,12.5
E00084610,14,19.4,49.6,17.1
E00084611,14.3,14.3,51.6,19.8
E00084612,0,0,48,52
E00084613,11.5,23.1,43.1,22.3
E00084615,4,29.6,55.2,11.2
E00084616,0.8,31.5,18.9,48.8
E00084617,23.3,20.9,36.8,19
E00084618,9.4,27.6,54.3,8.7
E00084619,0,2.2,29,68.8
E00084620,21.9,14.8,60.2,3.1
E00084621,8.3,28.1,57,6.6
E00084622,3.1,30.7,51.2,15
E00084623,34.2,18.4,46.5,0.9
E00084626,35,10.6,26,28.5
E00084627,14.9,20.8,47.5,16.8
E00084628,0,18.8,40.6,40.6
E00084629,8.1,36.9,11.4,43.6
E00084630,0,26.3,37.7,36
E00084631,5,25.8,28.3,40.8
E00084632,5.2,6.9,30.2,57.8
E00084633,7.8,23.5,20,48.7
E00084635,33,36.5,10.4,20
E00084691,0.7,25,37.2,37.2
E00084692,21.1,22.7,52.3,3.9
E00084693,5.2,14.7,44.8,35.3
E00084694,10.4,19.1,24.3,46.1
E00084695,0,17.3,59.8,22.8
E00084696,23.2,40.1,18.3,18.3
E00084697,1.7,3.4,78.8,16.1
E00084698,26.8,31.4,20.3,21.6
E00084699,8.9,16.6,51.5,23.1
E00084700,1.5,2.3,59.4,36.8
E00084701,1.6,18.5,64.5,15.3
E00084702,0,36.5,21.7,41.7
E00084703,10.3,29.1,54.7,6
E00084704,1.3,21.1,37.5,40.1
E00084705,2.9,29.4,46.3,21.3
E00084706,2.4,33.1,44.4,20.2
E00084707,2.3,21.7,59.7,16.3
E00084708,4,21.6,62.4,12
E00084709,1.6,10.9,68.8,18.8
E00084710,1.7,0,38.1,60.2
E00084711,1.6,26.4,36.4,35.7
E00084712,2.2,7.2,75.4,15.2
E00084713,2.9,5.8,44.2,47.1
E00084715,27.4,6.6,20.8,45.3
E00084716,25.5,29.2,5.7,39.6
E00084717,13.7,35.9,27.5,22.9
E00084718,1.6,38.1,52.4,7.9
E00084719,0,3,65.2,31.8
E00084720,0,12.1,66,22
E00084721,7.1,18.8,50.9,23.2
E00084722,0.7,33.6,21.2,44.5
E00084723,10.7,0,36.6,52.7
E00084724,3.3,9.9,53.7,33.1
E00084725,15.1,35.7,35.7,13.5
E00084726,9.5,43.8,27,19.7
E00084727,0,27.6,15.4,56.9
E00084728,14.5,43.5,30.5,11.5
E00084729,37,37,18.2,7.9
E00084730,0.7,4.5,61.2,33.6
E00084731,12.4,24.2,36,27.3
E00084732,7,24.7,38.6,29.8
E00084733,18.9,36.4,30.1,14.7
E00084734,1.9,42,41.4,14.6
E00084735,3.5,36.9,45.4,14.2
E00084736,3.1,15.4,60.8,20.8
E00084737,0,11.1,60,28.9
E00084745,0.9,10.3,27.4,61.5
E00084746,16.1,31.5,21,31.5
E00084747,5.4,1.5,53.8,39.2
E00084748,15.4,30.8,38.8,14.9
E00084751,0,2.7,24.1,73.2
E00084752,8.5,11.9,60.2,19.5
E00084756,10.3,17.2,31,41.4
E00084757,8.6,15,51.4,25
E00084758,0.8,6.5,34.1,58.5
E00084760,0,27.6,44,28.4
E00084763,0.8,6.7,32.8,59.7
E00084764,21.4,20.5,46.2,12
E00084765,3.1,17.3,35.7,43.9
E00084766,2.9,13.3,33.3,50.5
E00084769,3.8,11.3,37.6,47.4
E00084771,5.5,18.2,32.7,43.6
E00084772,3.9,15.7,31.4,49
E00084778,3.1,11,30.7,55.2
E00084780,5.4,11.6,27.1,55.8
E00084781,16.3,7.3,40.7,35.8
E00084782,4.5,9.1,45.5,40.9
E00084783,2.8,24.5,28,44.8
E00084784,7.2,17.4,46.4,29
E00084785,9.2,16.9,26.2,47.7
E00084786,1.6,7.2,42.4,48.8
E00084787,6.9,20,26.2,46.9
E00084788,3.8,2.3,47.4,46.6
E00084789,1.4,13.8,65.2,19.6
E00084790,0,14.5,71,14.5
E00084791,14.6,10.8,63.8,10.8
E00084792,36,27.3,26,10.7
E00084793,25,8,57.1,9.8
E00084794,12.6,15,61.4,11
E00084795,11.7,15.3,52.6,20.4
E00084796,47.4,37.9,12.9,1.7
E00084797,22.2,19.2,48.3,10.3
E00084798,4.4,27.2,58.8,9.6
E00084799,11.8,8.3,66.7,13.2
E00084800,17.2,35.9,40.7,6.2
E00084801,1.9,12.4,75.2,10.6
E00084802,12,83.8,3.4,0.9
E00084803,18.8,9.8,59.8,11.6
E00084804,8.2,40,27.3,24.5
E00084805,0,19.3,63.6,17.1
E00084806,8.9,41.1,27.4,22.6
E00084807,2.2,19.6,47.1,31.2
E00084808,14.8,35.9,39.8,9.4
E00084809,6.7,17.5,51.7,24.2
E00084810,2.6,22.8,27.2,47.4
E00084811,0.7,23.9,44.2,31.2
E00084815,94.4,2.4,3.2,0
E00084831,20.7,44.8,31,3.4
E00084832,18.8,3,75.2,3
E00084833,24.2,6.7,65.8,3.3
E00084836,12.9,19.4,41.1,26.6
E00084839,0.8,28.7,41.9,28.7
E00084847,0.8,7,60.9,31.3
E00084848,29.9,28.7,35.4,6.1
E00084849,19.9,47.5,24.8,7.8
E00084850,8.3,47.4,21.8,22.6
E00084851,11,14.9,59.7,14.3
E00084852,12.9,26.9,37.1,23.1
E00084853,6.3,43.3,41.7,8.7
E00084854,6.2,5.4,76.7,11.6
E00084855,24.8,16.5,48.9,9.8
E00084856,18.6,24.8,38.8,17.8
E00084857,1.5,34.4,48.1,16
E00084858,14.1,33.2,28.8,23.9
E00084859,8.9,4.8,66.4,19.9
E00084860,5.4,12.3,70.8,11.5
E00084932,14.5,31.9,46.4,7.2
E00084933,11,49.6,33.1,6.3
E00084934,3,47,47.8,2.2
E00084935,14.6,42.3,31.5,11.5
E00084936,2.3,29,58,10.7
E00084937,17.9,10.6,27.6,43.9
E00084938,8.8,46.4,36.5,8.3
E00084939,18.4,12.5,52,17.1
E00084940,9.6,48.4,33,9
E00084941,27.1,37.6,27.8,7.5
E00084942,5.6,27.8,60.2,6.5
E00084944,12,22.2,55.6,10.3
E00084945,0,0.9,84.2,14.9
E00084946,3.5,38.9,42.5,15
E00084947,3.3,5.8,68.3,22.5
E00084948,2.3,22,68.2,7.6
E00084949,11.2,30.4,46.4,12
E00084950,22.4,18.7,47.8,11.2
E00084954,21.1,21.1,44.6,13.1
E00084955,7.2,19.6,69.6,3.6
E00084957,10.7,11.5,59.8,18
E00084958,11,38.7,40,10.3
E00084959,6.2,10.3,66.2,17.2
E00084960,5,20.8,61.7,12.5
E00084961,6.8,27.2,57.1,8.8
E00084962,0,14.5,71.7,13.8
E00084963,6.8,23.7,57.6,11.9
E00084964,0.8,8.4,70.6,20.2
E00084965,0,16,70.6,13.4
E00084966,4.7,10.2,62.2,22.8
E00084967,2.5,16.8,42.9,37.8
E00138749,13.1,16.6,27.6,42.8
E00138750,1.4,32.4,44.6,21.6
E00138751,37.1,20.3,29.4,13.3
E00138752,2.7,11,44,42.3
E00138753,2.4,7.2,28.7,61.7
E00138754,5.1,29.2,44.1,21.6
E00138853,1.7,10.3,49.1,38.8
E00138854,0.8,15,60.2,24.1
E00138855,1.9,13.5,51.9,32.7
E00138856,1.4,16.6,38.4,43.6
E00138857,3.1,29.7,22.7,44.5
E00138858,0.9,25.7,63.3,10.1
E00169282,5.3,12,21.1,61.7
E00169283,1.2,17.9,35.7,45.2
E00169284,4.5,51.5,36.4,7.6
E00175374,0.9,4.6,22,72.5
E00175404,14.9,24.4,46.8,13.9
E00175405,4.6,24.1,30.5,40.8
E00175410,1.1,19.8,56,23.1
E00175411,9.9,68.3,12.9,8.9
E00175412,12.6,29.1,32,26.3
E00175455,4.2,24.3,24.9,46.6
E00175459,2.1,61.5,32.3,4.2
E00175460,7,44,45,4
E00175461,29.4,46,18.3,6.3
E00175462,13.9,39.2,20.3,26.6
E00175463,17.1,54.3,14,14.6
E00175464,3.2,16.8,18.9,61.1
E00175465,1.5,29.6,28.6,40.3
E00175466,0,14.3,68.4,17.3
E00183451,5.4,20.4,35.5,38.7
E00183452,10.1,17.1,43.7,29.1
E00183627,1.5,35.6,7.4,55.6
E00183669,35.2,61.5,3.3,0
E00183670,11.1,68.5,18.5,1.9
E00183671,4.8,24.2,20.4,50.5
E00183672,2.8,2.8,36.1,58.3
E00183673,9.3,34.2,32.1,24.4
E00183674,4.9,24.4,24.4,46.3
E00183675,7.8,30.7,28.3,33.1
E00183676,5.3,47.9,20.2,26.6
E00183677,1.2,9.3,79.1,10.5
E00183678,3.9,37.5,33.6,25
E00183679,0.6,36.9,48,14.5
E00183708,48.7,49.6,1.3,0.4
