areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00060255,0.3,1.9,1,96.8,0
E00060256,1.1,0,0,98.9,0
E00060257,3.8,0,0.7,95.5,0
E00060258,2.1,0.5,0.5,96.9,0
E00060259,0,0,0.9,99.1,0
E00060260,1.6,0,0,98.4,0
E00060261,0,4.6,2,91.8,1.5
E00060262,4.1,0,2.1,93.8,0
E00060263,0,0,0.5,98,1.5
E00060264,0,0,2,98,0
E00060265,2.1,4.9,0,84,9
E00060266,4.1,0,0,95.9,0
E00060267,5.5,3.9,0,90.6,0
E00060268,5.4,3.1,3.8,85.4,2.3
E00060269,0.5,1.4,4.3,93.8,0
E00060270,0.9,0,0,93.4,5.6
E00060271,0.3,0,0,97.7,2
E00060272,8.9,8,0,80.4,2.7
E00060273,0,1.2,1.5,97,0.3
E00060274,0,0,0.4,99.6,0
E00060275,0,0,0,99,1
E00060276,0.4,0,0.4,99.2,0
E00060277,2.5,0,0,95.7,1.8
E00060278,0,0,0.3,99.3,0.3
E00060279,0.4,0,0.7,98.9,0
E00060280,0,0,0.4,99.2,0.4
E00060281,1.5,2.5,0,96,0
E00060282,0,0,0,99.7,0.3
E00060283,0,0,0,99.4,0.6
E00060284,1.4,0,2.2,96.4,0
E00060285,1.6,0,0,98.4,0
E00060286,3.8,0,0,96.2,0
E00060287,1.1,0,2.2,96.6,0
E00060288,1.3,0,0.8,97.9,0
E00060289,0,0.4,2.1,97.5,0
E00060290,3.8,0,0,96.2,0
E00060291,2.6,2.6,2.1,92.7,0
E00060292,2,1.6,3.6,92.5,0.4
E00060293,0,0.3,0.3,97.1,2.3
E00060294,3.2,0,0.8,96,0
E00060295,2.8,0,1.6,94.3,1.3
E00060296,2.3,0,0.3,96,1.3
E00060297,2,0,0,96.7,1.2
E00060298,0,0,0,100,0
E00060299,5.9,0,1.3,92,0.8
E00060302,0,0,0,100,0
E00060303,7.7,2.2,0,86.3,3.8
E00060304,3.4,1.7,0,92.6,2.3
E00060305,0,0.3,0.3,99.4,0
E00060306,7.2,0,1.3,91.5,0
E00060307,0.4,0,0.4,98.8,0.4
E00060308,0.4,0,2.8,94.4,2.4
E00060309,4,0,0,95.3,0.7
E00060310,0,0,2,96.3,1.7
E00060311,0.6,0,0.3,99,0
E00060312,1.3,0,0.3,98.3,0
E00060313,2.6,0,0,97.4,0
E00060315,1.2,0,2.4,96.3,0
E00060316,2.1,0,1.8,95.7,0.4
E00060317,0.4,0.4,0,98.8,0.4
E00060318,0,0,1.5,98.5,0
E00060319,0,0,0.9,99.1,0
E00060320,0.4,0.4,0.8,98.5,0
E00060321,0,0.3,0.9,98.8,0
E00060322,1.4,0,0,98.6,0
E00060323,1.2,0,0.6,97.8,0.3
E00060324,0,0.4,0.7,98.9,0
E00060325,0,0,1.1,98.9,0
E00060326,0.4,0.4,0.4,98.9,0
E00060327,0,0,0.4,99.6,0
E00060328,0.4,0,2.7,96.9,0
E00060329,0,0,1.3,98.3,0.4
E00060330,0,0,0,100,0
E00060331,0.8,0,0.4,97.3,1.5
E00060332,0,0,0,100,0
E00060333,0,0,0,100,0
E00060334,0,0,0,100,0
E00060335,0,0,0.4,99.6,0
E00060336,0,0,0,100,0
E00060337,1.3,0.3,0,96.8,1.6
E00060338,2.4,0,0,96.4,1.2
E00060339,3.3,0,3.6,93,0
E00060340,0.3,0,0.3,99.4,0
E00060341,0.3,0,1,98.3,0.3
E00060342,0.7,1.1,0,98.2,0
E00060343,1.7,0,1.2,96.5,0.6
E00060344,3.3,0,0.7,95.4,0.7
E00060345,3.4,0.4,0.4,92.4,3.4
E00060346,32.6,0.3,0.3,64.1,2.7
E00060347,1.7,0,0,98,0.3
E00060348,7,0,0,92.7,0.3
E00060349,1,0,0.3,98.7,0
E00060350,14.8,0.3,4.2,80.1,0.6
E00060351,11.4,0,2.6,85.8,0.3
E00060352,2.9,0.3,0,96.9,0
E00060353,0.5,0.2,0.2,99.1,0
E00060354,1.2,0,0.6,98.2,0
E00060355,0,0,0,100,0
E00060356,0,1.1,0,98.9,0
E00060357,1,0,0,98.7,0.3
E00060358,1,0,0,99,0
E00060359,0.4,0.4,0,99.3,0
E00060360,0,0,0.4,99.6,0
E00060361,0,0.4,0,98.4,1.2
E00060362,2.2,0,0,97.8,0
E00060363,0,0,0,100,0
E00060364,0,0,0.4,99.6,0
E00060365,0,0,0,100,0
E00060366,0,0,1.4,98.6,0
E00060367,1.7,0,0,96.9,1.4
E00060368,0,0,1.8,98.2,0
E00060369,0.4,0,0,99.6,0
E00060370,1.2,0,0.9,97.6,0.3
E00060371,0,0,0,100,0
E00060372,0,0,0,100,0
E00060373,1.1,0.4,0.4,98.2,0
E00060374,0,0,0,100,0
E00060375,1.3,0,0.3,98.3,0
E00060376,0.3,0,0.7,98.6,0.3
E00060377,0,0,1.3,98.7,0
E00060379,2.4,5.2,1.9,88.7,1.9
E00060381,2.4,1.8,0,88.4,7.3
E00060382,6.3,0,2.8,90.8,0
E00060383,18.3,3.5,0,73.4,4.8
E00060384,27.3,2.7,2,67.6,0.4
E00060385,2.1,0,0,95.8,2.1
E00060386,0,0.7,2,89.1,8.2
E00060387,8,2.8,1.4,84,3.8
E00060388,6.4,0,0,92.4,1.3
E00060390,3.5,1,2.1,93.4,0
E00060391,1.2,2.3,5.2,89.5,1.7
E00060392,0,0,0.6,99.4,0
E00060393,2.1,0,0.5,95.8,1.6
E00060394,8.4,2.3,3.7,84.7,0.9
E00060395,14,3.3,0,76.9,5.8
E00060396,6.2,0,1.8,92.1,0
E00060397,0,4.5,1.3,94.2,0
E00060398,7.2,0,2.2,90,0.6
E00060399,11.8,5.7,1.9,79.6,0.9
E00060400,0,0,0.4,99.6,0
E00060401,1.3,0,1,97.7,0
E00060402,2.2,0,1.4,96,0.4
E00060403,0,0,0.4,98.1,1.5
E00060404,0.3,1,0.3,98.3,0
E00060405,0,0,2.3,96.1,1.6
E00060406,1.9,0,0,98.1,0
E00060407,0.4,0,0,99.6,0
E00060408,0.8,0,0,98.5,0.8
E00060409,1,0,1.3,97.8,0
E00060410,1.2,0,0,98.8,0
E00060411,0,0,0,99.7,0.3
E00060412,3.3,0,0,94.9,1.9
E00060413,1.6,0,3.2,95.2,0
E00060414,0,0,0.4,99.2,0.4
E00060415,0,0,3.9,96.1,0
E00060416,1,0,0,98.6,0.3
E00060417,0,1,1,97.6,0.3
E00060418,2.5,0.9,1.6,94.3,0.7
E00060419,1.6,0,1.3,97.1,0
E00060420,0.3,0,2.2,97.5,0
E00060421,0,0,0.8,99.2,0
E00060422,2,5.1,0,90.6,2.4
E00060423,0.7,1.1,0,98.2,0
E00060424,3.6,4,0,89.9,2.4
E00060426,0.6,0,0,99.4,0
E00060428,1.7,1.4,0,96.4,0.6
E00060429,0,0,1,99,0
E00060430,2.8,0,0,97.2,0
E00060431,0.2,0.2,0,98.9,0.7
E00060432,2.6,0.3,0,95.7,1.4
E00060433,1.4,0,0.3,95.9,2.5
E00060434,0,0,0,98.9,1.1
E00060435,0.3,1,0.7,97.9,0
E00060436,0,0,0.4,99.6,0
E00060437,0,0,0.4,97.2,2.5
E00060438,0.3,0,0,99.7,0
E00060439,0,0,0,100,0
E00060440,0,0,0.6,99.4,0
E00060441,0.3,0.3,0.3,98.6,0.3
E00060442,0,0,0.7,97.3,2
E00060443,0,0,0.8,99.2,0
E00060444,0.5,0.2,0,99.3,0
E00060445,0,0,0,97.6,2.4
E00060446,0.4,0,1.2,95.1,3.3
E00060447,0,0,0.4,99.6,0
E00060448,1.4,5.4,0.4,90.3,2.5
E00060449,0.7,0,0.3,99,0
E00060450,0.6,1.7,0,97.5,0.3
E00060451,0,0,0,99.7,0.3
E00060452,1.9,0,0.3,97.8,0
E00060453,0,0,0,100,0
E00060454,1.2,1.2,0.9,96.6,0
E00060455,0,0,0,100,0
E00060456,0.4,0,0.4,94.4,4.9
