areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00060255,97.7,1,0.3,1,0
E00060256,95.5,2.2,1.7,0.6,0
E00060257,96.9,2.8,0.3,0,0
E00060258,96.3,2.6,0.5,0,0.5
E00060259,96.1,2.2,0,0.9,0.9
E00060260,98.9,1.1,0,0,0
E00060261,87.7,0.5,3.6,4.6,3.6
E00060262,97.4,0.5,2.1,0,0
E00060263,94.6,3.4,1.5,0,0.5
E00060264,97.1,2.4,0,0,0.4
E00060265,85,2.7,2.7,1.4,8.2
E00060266,95.1,3.4,0.4,1.1,0
E00060267,89.8,7.1,0.8,0,2.4
E00060268,85.5,3.1,0.8,3.1,7.6
E00060269,95.3,1.9,0,1.4,1.4
E00060270,92.8,2.8,0,4,0.3
E00060271,96.5,1.5,0,2,0
E00060272,73,4.5,0,5.4,17.1
E00060273,97.9,1.8,0,0,0.3
E00060274,99.3,0.7,0,0,0
E00060275,97.6,0.7,1.4,0.2,0
E00060276,98.8,0.8,0.4,0,0
E00060277,95.3,4,0.7,0,0
E00060278,98.3,1.3,0,0.3,0
E00060279,97.8,0.7,1.4,0,0
E00060280,98.6,1,0.2,0.2,0
E00060281,95.4,1.5,1.2,1.5,0.3
E00060282,96.2,0.8,0.5,2.4,0
E00060283,99.4,0.3,0,0,0.3
E00060284,96.4,3.3,0.3,0,0
E00060285,97.8,1.3,0.8,0,0
E00060286,95.1,4.2,0.8,0,0
E00060287,95.9,3.4,0.7,0,0
E00060288,93.9,4,0.3,1.9,0
E00060289,98.9,1.1,0,0,0
E00060290,96.2,0.8,0,3,0
E00060291,90.6,3.1,2.1,1.6,2.6
E00060292,89.8,5.1,3.5,1.6,0
E00060293,95.5,1.3,0,1,2.3
E00060294,93.6,4.4,2,0,0
E00060295,94,1.3,1.6,0.6,2.5
E00060296,96,2.3,1,0.3,0.3
E00060297,93,7,0,0,0
E00060298,96.4,2.2,0.4,0,0.9
E00060299,91.6,6.7,0.4,1.3,0
E00060302,97.6,1.7,0,0,0.7
