areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00060255,31.6,40,27.7,0.6,0
E00060256,40,33.3,22.2,4.4,0
E00060257,38.1,34.9,25.4,1.6,0
E00060258,25.5,53.8,17,3.8,0
E00060259,35.2,47.2,14.8,2.8,0
E00060260,29.1,58.3,10.7,1.9,0
E00060261,21.9,46.7,28.6,2.9,0
E00060262,13.2,41.5,39.6,5.7,0
E00060263,25.9,54.5,18.8,0.9,0
E00060264,23.3,45.7,30.2,0.9,0
E00060265,20,40,34.7,4,1.3
E00060266,38.5,38.5,17.4,5.5,0
E00060267,28.9,47.4,23.7,0,0
E00060268,11.7,67.5,18.2,2.6,0
E00060269,46.9,35.7,16.3,1,0
E00060270,45.3,34.5,18,2.2,0
E00060271,34.4,38.9,23.7,3.1,0
E00060272,28.2,53.5,16.9,1.4,0
E00060273,18.7,34.7,43.3,3.3,0
E00060274,17.1,41.4,36.9,4.5,0
E00060275,38,36.7,21.5,1.9,1.9
E00060276,33.3,43.6,21.4,1.7,0
E00060277,22.3,35.5,40.5,1.7,0
E00060278,14.3,46,36.5,2.4,0.8
E00060279,35.5,39.7,23.1,1.7,0
E00060280,35.2,39.3,24.2,1.4,0
E00060281,23.9,41,32.8,1.5,0.7
E00060282,15,30,52.1,2.9,0
E00060283,52.5,25.4,17.2,4.1,0.8
E00060284,22.1,40.5,31.9,5.5,0
E00060285,15.2,37.2,43.4,4.1,0
E00060286,16.8,43.5,35.9,3.8,0
E00060287,3.1,47.3,49.6,0,0
E00060288,28.4,41,26.9,3,0.7
E00060289,45.7,35.3,14.7,4.3,0
E00060290,36.2,31.9,26.7,5.2,0
E00060291,16.8,36.8,44.2,2.1,0
E00060292,19.5,44.4,33.8,2.3,0
E00060293,35.7,28.7,34.1,0.8,0.8
E00060294,30.1,48.7,21.2,0,0
E00060295,10.6,42.6,44,2.8,0
E00060296,33.9,31.5,24.2,9.7,0.8
E00060297,36.9,40.5,22.5,0,0
E00060298,32.1,36.7,30.3,0.9,0
E00060299,34.3,39.4,23.2,3,0
E00060302,46.6,37.4,14.5,1.5,0
E00060303,21.4,41.7,33.3,3.6,0
E00060304,14.6,54.9,25.6,4.9,0
E00060305,15.6,35.1,47.4,1.3,0.6
E00060306,36.5,35.7,20.9,6.1,0.9
E00060307,23.2,40.2,36.6,0,0
E00060308,21,36,40,3,0
E00060309,33.3,33.3,30.9,2.4,0
E00060310,28,26.3,41.5,4.2,0
E00060311,61.8,22.8,13,1.6,0.8
E00060312,64.4,26.5,8.3,0.8,0
E00060313,36.2,39.4,24.5,0,0
E00060315,58.3,30.8,10.8,0,0
E00060316,71.6,21.1,6.9,0.4,0
E00060317,22,33.3,43.1,1.6,0
E00060318,19.2,32,41.6,7.2,0
E00060319,23.9,35.1,38.8,2.2,0
E00060320,49.6,40,10.4,0,0
E00060321,57.5,29.9,11.8,0.8,0
E00060322,42.5,33.1,22,1.6,0.8
E00060323,42.6,41.8,15.6,0,0
E00060324,53.1,39.2,7.7,0,0
E00060325,26.2,38.9,30.2,4.8,0
E00060326,58.7,36.5,4.8,0,0
E00060327,29.6,52.8,16,0.8,0.8
E00060328,19.6,26.2,50.5,3.7,0
E00060329,23,58.2,18,0.8,0
E00060330,58.3,30.3,9.1,2.3,0
E00060331,62.3,30.3,7.4,0,0
E00060332,50.8,36.9,10.8,1.5,0
E00060333,58,33.9,7.1,0,0.9
E00060334,45.9,42.6,10.7,0.8,0
E00060335,46.6,43.2,10.2,0,0
E00060336,18.9,38.5,36.1,6.6,0
E00060337,37,38.4,21,2.9,0.7
E00060338,59.7,27.9,10.1,1.6,0.8
E00060339,67.2,24.2,8.6,0,0
E00060340,55.1,27.5,16.7,0.7,0
E00060341,57.9,30.7,11.4,0,0
E00060342,62.8,30.6,6.6,0,0
E00060343,24,37.5,38.5,0,0
E00060344,52,35.4,10.2,2.4,0
E00060345,27.6,50.3,17.9,3.4,0.7
E00060346,45.3,32.5,17.9,3.4,0.9
E00060347,74.8,18.5,5.2,0,1.5
E00060348,59.7,21.5,18.8,0,0
E00060349,75.2,18.4,4.8,1.6,0
E00060350,49,23.5,24.5,2,1
E00060351,70.2,22.9,6.1,0.8,0
E00060352,72.3,21.2,5.1,1.5,0
E00060353,53.8,30,13.8,2.3,0
E00060354,54.8,28.2,15.3,1.6,0
E00060355,45,50.4,4.6,0,0
E00060356,45.9,41.5,11.1,1.5,0
E00060357,47,37.9,15.2,0,0
E00060358,32.9,39.5,26.3,1.3,0
E00060359,50.4,39,10.6,0,0
E00060360,42.7,38.9,16,2.3,0
E00060361,20.8,50.8,24.6,3.8,0
E00060362,56.8,34.5,7.9,0.7,0
E00060363,49.6,36.4,13.2,0.8,0
E00060364,55.4,29.8,14,0.8,0
E00060365,41.1,50.5,7.4,1.1,0
E00060366,60.3,29.8,9.1,0.8,0
E00060367,63,26.8,10.2,0,0
E00060368,52.1,34.5,13.4,0,0
E00060369,56.7,33.3,10,0,0
E00060370,51.5,36.2,10,2.3,0
E00060371,36,50.5,11.7,1.8,0
E00060372,45.8,40.5,13.7,0,0
