areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00060255,43.5,5.2,51.3
E00060256,49.6,4.5,45.8
E00060257,56.5,2.2,41.4
E00060258,60.1,8.5,31.4
E00060259,53.6,8.8,37.6
E00060260,43,3,53.9
E00060261,41.6,11.4,47
E00060262,45.6,5.9,48.5
E00060263,55.6,8.2,36.3
E00060264,53.4,2.9,43.6
E00060265,33.6,11.2,55.2
E00060266,42.6,6.2,51.2
E00060267,33.3,9.9,56.8
E00060268,36.8,7.5,55.7
E00060269,46.5,8.1,45.3
E00060270,56.3,2.2,41.5
E00060271,42.4,4.9,52.7
E00060272,30,14.4,55.6
E00060273,43.6,4.2,52.1
E00060274,41.7,7.8,50.5
E00060275,60.1,3,37
E00060276,44.7,2.7,52.5
E00060277,53.3,4.7,42
E00060278,42.9,9.2,47.9
E00060279,53.2,4.5,42.3
E00060280,62.7,3.5,33.8
E00060281,40.1,5.9,54
E00060282,46.6,7.1,46.3
E00060283,52.4,3.2,44.4
E00060284,41.5,8.1,50.4
E00060285,40,7.2,52.8
E00060286,24.3,7.3,68.4
E00060287,12.6,1.6,85.8
E00060288,46.6,6.4,47
E00060289,59.4,4.3,36.3
E00060290,53.8,2.9,43.3
E00060291,44.2,4.5,51.3
E00060292,30.9,7.2,61.9
E00060293,41.9,4.1,54.1
E00060294,54.4,4.4,41.2
E00060295,44,8.4,47.6
E00060296,46,6.2,47.8
E00060297,55.2,5.7,39.1
E00060298,40.6,5.3,54.1
E00060299,42.2,6.5,51.4
E00060302,48.9,3.4,47.6
E00060303,41.7,2.8,55.6
E00060304,35.6,7.4,57
E00060305,39.6,8,52.4
E00060306,44.6,6.1,49.4
E00060307,38.4,4.2,57.4
E00060308,45.6,10.5,43.9
E00060309,45.9,3.6,50.5
E00060310,45.3,3.7,50.9
E00060311,53.4,3,43.6
E00060312,54.2,2,43.9
E00060313,45.6,1.3,53.1
E00060315,51.4,0.9,47.7
E00060316,62.7,3.1,34.2
E00060317,41.8,2.2,56
E00060318,44.3,5.4,50.2
E00060319,45.1,5.1,49.8
E00060320,49.1,0,50.9
E00060321,60.4,2.6,37
E00060322,45.8,3,51.3
E00060323,52,3.2,44.8
E00060324,43.5,1.2,55.2
E00060325,49.6,4.5,46
E00060326,51.6,0.9,47.6
E00060327,48.1,4.7,47.2
E00060328,47.7,7.6,44.8
E00060329,52,1,47.1
E00060330,48.5,1.9,49.6
E00060331,48.1,0,51.9
E00060332,43.9,1.7,54.4
E00060333,49.1,3.3,47.7
E00060334,52.2,1.7,46.1
E00060335,37.4,1.9,60.7
E00060336,50,3.6,46.4
E00060337,52.7,5.4,41.9
E00060338,53.2,3.3,43.5
E00060339,48.8,1.2,50
E00060340,54.5,4,41.5
E00060341,64.8,4.2,30.9
E00060342,56.1,3.5,40.4
E00060343,45.9,5.5,48.6
E00060344,54.2,2.3,43.5
E00060345,50.4,5.8,43.8
E00060346,43.8,9.8,46.4
E00060347,59.2,2.7,38.1
E00060348,53.6,3.8,42.6
E00060349,54.7,0.8,44.5
E00060350,32.8,5.1,62
E00060351,52.7,2.5,44.9
E00060352,60.3,1,38.7
E00060353,54,2.4,43.7
E00060354,65.3,0.8,34
E00060355,58,2.5,39.5
E00060356,54.9,2.9,42.2
E00060357,56.6,5.4,38
E00060358,39.6,1.5,58.9
E00060359,37.4,2,60.6
E00060360,60.5,2.8,36.7
E00060361,41.6,3.2,55.2
E00060362,59.9,1.5,38.6
E00060363,62.6,4.3,33
E00060364,52.7,5.8,41.6
E00060365,48.6,1.1,50.3
E00060366,49.8,0,50.2
E00060367,38.1,2.8,59.1
E00060368,52.7,1.3,46
E00060369,55.5,3.3,41.2
E00060370,61.1,0.8,38.1
E00060371,42.3,1.6,56.1
E00060372,72.7,3.7,23.6
E00060373,52.4,1.7,45.9
E00060374,78.1,1.9,20
E00060375,52.9,4.1,43
E00060376,68.7,3.3,28
E00060377,27.5,3.6,68.8
E00060379,19.7,11.6,68.8
E00060381,49.6,3.6,46.7
E00060382,29.2,4.2,66.7
E00060383,43.7,12.6,43.7
E00060384,31.4,6.3,62.3
E00060385,48.8,3.9,47.3
E00060386,31.3,6.1,62.6
E00060387,37.9,8.8,53.3
E00060388,55.5,5.9,38.7
E00060390,37.8,6.6,55.6
E00060391,66.9,7.6,25.5
E00060392,55.7,1.5,42.7
E00060393,43.8,6.8,49.4
E00060394,62.7,3.6,33.7
E00060395,57.9,10.5,31.6
E00060396,52.6,7.3,40.1
E00060397,49.6,5.2,45.2
E00060398,37.4,10.3,52.3
E00060399,31.1,6,62.9
E00060400,48.8,2.4,48.8
E00060401,50.9,6.2,42.9
E00060402,34.8,6.4,58.8
E00060403,49,6.4,44.6
E00060404,45.5,5.6,48.8
E00060405,46.4,4.3,49.4
E00060406,41.7,5.3,53.1
E00060407,56.4,5.9,37.6
E00060408,44.9,5,50.2
E00060409,49.5,7.6,42.9
E00060410,39.7,6,54.3
E00060411,33.7,6.4,59.8
E00060412,27.8,10.2,61.9
E00060413,30.7,7.9,61.4
E00060414,50.3,5.1,44.6
E00060415,43.8,4.1,52.1
E00060416,53.1,4.5,42.4
E00060417,42.7,4.7,52.6
E00060418,57.5,1.4,41.1
E00060419,50.8,3.6,45.6
E00060420,54.3,3,42.7
E00060421,45.7,3.8,50.5
E00060422,49,4.8,46.2
E00060423,37.5,8,54.5
E00060424,54.7,3.9,41.4
E00060426,54,1.5,44.4
E00060428,56.2,2,41.8
E00060429,55.2,0,44.8
E00060430,43.9,1.3,54.9
E00060431,40.1,8.4,51.5
E00060432,47.1,3.4,49.4
E00060433,34.6,4.2,61.1
E00060434,29.3,2.8,67.9
E00060435,42.4,6.9,50.6
E00060436,47.9,2.9,49.2
E00060437,54.3,5.2,40.4
E00060438,42.7,3.7,53.6
E00060439,57,0.8,42.1
E00060440,17.6,1.3,81
E00060441,57.3,2.4,40.4
E00060442,49.8,1.2,49
E00060443,56.7,3.9,39.5
E00060444,51.9,2.2,45.9
E00060445,54,2.8,43.1
E00060446,46.7,3.6,49.7
E00060447,59.5,5.6,34.9
E00060448,45.3,6.5,48.3
E00060449,61.9,2.4,35.7
E00060450,48.6,7.6,43.8
E00060451,51.9,5.8,42.4
E00060452,54.3,4.1,41.6
E00060453,48,3.4,48.5
E00060454,32,3.6,64.4
E00060455,56.2,5.7,38.1
E00060456,48.2,2.3,49.5
E00060457,30.9,0.7,68.5
E00060458,56.5,5.1,38.3
E00060459,59.9,3.6,36.4
E00060460,48.6,1.6,49.8
E00060461,41.6,4.2,54.2
E00060463,62.2,2.8,35.1
E00060464,55,1.6,43.4
E00060465,49.8,4.9,45.4
E00060466,56.2,3.8,40
E00060467,45.4,1.7,52.8
E00060468,50.7,3.9,45.4
E00060469,47.5,2.5,50
E00060470,58.5,3.3,38.2
E00060471,49.3,6.8,44
E00060472,66.7,2.5,30.8
E00060473,26.6,4.8,68.6
E00060474,60.6,3.3,36.2
E00060475,35.2,7,57.8
E00060476,44.4,6.3,49.3
E00060478,30.4,7,62.6
E00060479,46.8,7.3,46
E00060480,35,8.3,56.7
E00060481,43.6,6.8,49.6
E00060482,38.7,8.8,52.5
E00060483,45.6,7.8,46.6
E00060484,61.2,4.1,34.7
E00060485,48.2,7.3,44.5
E00060486,49.6,4.5,45.9
E00060487,44.9,10.1,44.9
E00060488,27.5,6,66.4
E00060489,43.2,3.2,53.5
E00060490,47.5,4.1,48.3
E00060491,53.6,3.4,42.9
E00060492,37,3.2,59.8
E00060493,46.6,4.2,49.2
E00060494,35.2,1.4,63.3
E00060495,45,2.3,52.7
E00060496,42.3,1.8,55.9
E00060497,52.9,3.8,43.3
E00060498,59.9,2.2,37.9
E00060499,49.4,2.8,47.8
E00060500,44.1,3.5,52.4
E00060501,35,1.7,63.3
E00060502,58.7,0,41.3
E00060503,66.9,3.2,29.9
E00060504,67.8,2.2,30
E00060505,31.5,1,67.5
E00060507,54.2,0,45.8
E00060509,40.1,2.9,57
E00060512,49,3.7,47.3
E00060513,53.5,3,43.6
E00060514,32.1,3.3,64.6
E00060515,39.4,4.8,55.8
E00060516,39,7.5,53.5
E00060517,31.9,10,58.1
E00060518,28.9,2.1,68.9
E00060519,43.2,6.8,50
E00060521,34,3.9,62.1
E00060523,46.8,6.3,46.8
E00060524,48.2,3.5,48.2
E00060525,33.3,8.2,58.5
E00060526,26,5.6,68.4
E00060527,34.9,6.7,58.4
E00060528,36.5,11.4,52.1
E00060529,30,12.8,57.1
E00060530,32.3,5.5,62.2
E00060531,35.5,5.6,58.9
E00060532,34.5,3.9,61.6
E00060533,38.9,3.7,57.4
E00060534,53.6,6.1,40.3
E00060535,43.8,3.9,52.3
E00060536,52.6,3.1,44.3
E00060537,48.3,2.2,49.6
E00060540,61.8,3.8,34.4
E00060541,72.4,2,25.6
E00060542,43.4,2.6,54
E00060543,53.8,6.4,39.8
E00060544,62.6,0.8,36.6
E00060545,50.4,3.4,46.2
E00060546,38.7,3.2,58.1
E00060547,56.4,3.3,40.3
E00060548,50.2,4.8,45
E00060549,61.3,2.7,36
E00060550,51.4,4.9,43.8
E00060552,70,1.3,28.6
E00060553,66.3,2.5,31.2
E00060554,55.2,3.2,41.5
E00060555,29.8,5.7,64.5
E00060703,26,3,71
E00060722,24.5,7.4,68.1
E00060723,35.4,4,60.6
E00060725,32.8,3,64.2
E00060869,26.1,4.5,69.3
