geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00134325,96.7,3.3,0
E00134326,99.2,0.8,0
E00134327,99.1,0,0.9
E00134328,100,0,0
E00134658,98.1,1.9,0
E00134659,77.8,22.2,0
E00134661,100,0,0
E00134662,99.3,0.7,0
E00134663,100,0,0
E00134664,99.1,0,0.9
E00134665,96.8,3.2,0
E00134666,99.2,0.8,0
E00134668,100,0,0
E00134669,46.2,53,0.9
E00134670,85.9,13.3,0.7
E00134671,96.7,3.3,0
E00134672,100,0,0
E00134673,51.6,48.4,0
E00134674,80.5,19.5,0
E00134675,100,0,0
E00134676,99.5,0,0.5
E00134677,82.9,17.1,0
E00134678,92.5,5.7,1.9
E00134679,97.2,2.1,0.7
E00134680,98.5,1.5,0
E00134681,99.2,0.8,0
E00134682,89.4,10.6,0
E00134683,100,0,0
E00134730,100,0,0
E00134731,98.4,1.6,0
E00134732,100,0,0
E00134733,99.3,0,0.7
E00134734,92.2,7.1,0.6
E00134735,98.6,1.4,0
E00134736,95,4,1
E00134737,99.4,0.6,0
E00134738,92.3,3.1,4.6
E00134739,88.2,10.8,1
E00134740,79.5,20.5,0
E00134741,99,0,1
E00134742,94.7,4,1.3
E00134743,94.4,5.6,0
E00134744,99.2,0.8,0
E00134745,99.1,0.9,0
E00134746,100,0,0
E00134747,89.1,10.9,0
E00134767,96.2,3.2,0.5
E00134768,100,0,0
E00134769,98.6,1.4,0
E00134770,91,8,1
E00134771,98,1,1
E00134776,95.8,3.2,1.1
E00134777,100,0,0
E00134778,97.9,2.1,0
E00134779,95.6,0,4.4
E00134780,94.7,5.3,0
E00134781,97.4,1.7,0.9
E00134782,60,0.6,39.4
E00134785,97.7,2.3,0
E00134786,96.3,0.7,2.9
E00134826,98.8,1.2,0
E00134827,100,0,0
E00134828,98.1,1.3,0.6
E00134829,100,0,0
E00134830,100,0,0
E00134831,98.6,1.4,0
E00134832,100,0,0
E00134833,92.3,1.4,6.3
E00134834,9.9,8.4,81.7
E00134835,100,0,0
E00134836,100,0,0
E00134837,98.7,1.3,0
E00134838,100,0,0
E00134839,100,0,0
E00134840,100,0,0
E00134841,100,0,0
E00134842,100,0,0
E00134844,99.3,0.7,0
E00134845,93.2,6.8,0
E00134846,100,0,0
E00134847,100,0,0
E00134848,99.1,0.9,0
E00134893,100,0,0
E00134894,78.4,21.6,0
E00134895,97.6,2.4,0
E00134896,99,1,0
E00134897,99.3,0.7,0
E00134898,72.5,26.8,0.7
E00134899,100,0,0
E00134900,99.2,0,0.8
E00134901,100,0,0
E00135058,94,4.5,1.5
E00135059,75.8,24.2,0
E00135061,99.1,0.9,0
E00135062,85.2,14.8,0
E00135063,99.2,0.8,0
E00135064,92.8,5.6,1.7
E00135871,92.4,7.6,0
E00135872,98.6,1.4,0
E00135873,97,0.6,2.4
E00135876,95.3,4.7,0
E00135877,94.5,5.5,0
E00135882,99,1,0
E00135883,100,0,0
E00135884,98.9,1.1,0
E00135887,100,0,0
E00135889,96.3,3.7,0
E00135890,98.3,1.7,0
E00135891,100,0,0
E00135892,98.6,1.4,0
E00135893,100,0,0
E00135894,98.2,1.8,0
E00135895,98.2,1.8,0
E00135896,98.2,1.8,0
E00135912,97.9,1,1
E00135913,97.3,2.1,0.7
E00135914,100,0,0
E00135915,97,2,1
E00135916,91.9,3.6,4.5
E00135917,98.4,1.1,0.5
E00135918,100,0,0
E00135919,91.8,7.1,1.2
E00135920,98.2,1.8,0
E00135921,98,2,0
E00135922,95.3,2.1,2.6
E00135924,98.4,0.8,0.8
E00135925,98.6,1.4,0
E00135926,98.6,0.7,0.7
E00135927,99.4,0.6,0
E00135934,100,0,0
E00135935,100,0,0
E00135956,66.1,33.9,0
E00135957,87.4,12.2,0.5
E00135958,82.8,16.4,0.9
E00135959,100,0,0
E00135960,98.6,1.4,0
E00135961,85.7,14.3,0
E00135963,92.9,6.3,0.8
E00135965,92.5,7.5,0
E00135966,78.9,20.2,0.9
E00136017,84.6,15.4,0
E00136018,100,0,0
E00136020,100,0,0
E00136022,99.2,0.8,0
E00136023,99.1,0.9,0
E00136024,23.3,76.7,0
E00136025,100,0,0
E00136026,57.5,42.5,0
E00136027,40.5,59.5,0
E00136028,95.2,4.8,0
E00136029,99.2,0.8,0
E00136030,98.6,0.7,0.7
E00136031,88.6,11.4,0
E00136032,92.5,7.5,0
E00136033,82.7,17.3,0
E00136034,98.6,1.4,0
E00136035,86.4,13.6,0
E00136036,99.3,0.7,0
E00136037,92.8,7.2,0
E00136038,58.6,28.7,12.7
E00136039,73.1,26.9,0
E00136040,97.4,2.6,0
E00136041,48.6,51.4,0
E00136042,100,0,0
E00136043,99.3,0,0.7
E00136044,97.1,2.9,0
E00136045,88.3,11.7,0
E00136046,97,1.5,1.5
E00136047,90.9,9.1,0
E00136048,74,26,0
E00136049,94.4,5.6,0
E00136051,48.2,51.8,0
E00136052,83.1,16.9,0
E00136053,49.6,50.4,0
E00136054,99.2,0,0.8
E00136055,92.4,7.6,0
E00136056,95.7,4.3,0
E00136057,98.9,0.5,0.5
E00136058,100,0,0
E00136059,99.4,0.6,0
E00136060,96,3.4,0.6
E00136067,95.2,0,4.8
E00136068,91.6,5.6,2.8
E00136085,96.9,3.1,0
E00136086,95.4,4.6,0
E00136087,98.7,1.3,0
E00136089,96.3,0.9,2.8
E00136090,100,0,0
E00136091,100,0,0
E00136092,99.2,0.8,0
E00136093,97.7,2.3,0
E00136095,100,0,0
E00136096,82.2,17.8,0
E00136097,91.9,8.1,0
E00136101,96.8,2.6,0.6
E00136224,99.3,0.7,0
E00136225,97.8,2.2,0
E00136226,100,0,0
E00136227,100,0,0
E00136228,99.2,0.8,0
E00136229,100,0,0
E00169818,72.4,3.8,23.8
E00169872,100,0,0
E00169873,100,0,0
E00184648,91.6,1,7.4
E00184650,65.3,34.7,0
E00184651,100,0,0
E00184652,96.2,3.8,0
E00184663,90,10,0
E00184672,82,18,0
E00184674,100,0,0
E00184676,97.9,2.1,0
E00184678,97.3,2.7,0
E00184685,93.6,6.4,0
E00184690,98.2,1.8,0
E00184692,64.3,35.7,0
E00184694,98.9,1.1,0
E00184695,83,17,0
E00184697,100,0,0
E00184698,82.4,16.5,1.1
E00184703,97.9,2.1,0
