geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00134325,14.8,50.6,7.2,24.9,2.5
E00134326,18.8,37.2,4.7,36.3,3
E00134327,14.3,48.1,8.2,27.7,1.7
E00134328,19.2,37.6,4.4,36.7,2
E00134658,28.9,37.1,7.6,23.9,2.5
E00134659,28.6,48.3,6.4,12.8,3.9
E00134661,7.7,53.5,4.4,32.6,1.8
E00134662,16.5,40.6,6.9,33,3.1
E00134663,18.1,45.1,6.8,27.8,2.1
E00134664,27.1,43,7,18.7,4.2
E00134665,9.2,40.8,3.5,43.9,2.6
E00134666,19.6,38.2,5.3,32.9,4
E00134668,15.4,37.7,4.6,39.2,3.1
E00134669,33.3,39.3,8.3,14.3,4.8
E00134670,24.1,43.1,6.5,25,1.3
E00134671,15.3,46.5,6,28.4,3.7
E00134672,18.1,43,9.2,26.1,3.6
E00134673,14.5,46.5,7,28.9,3.1
E00134674,28.1,35.5,8,21.5,6.9
E00134675,28.1,45.2,6.9,18.4,1.4
E00134676,21.7,39.7,5.5,30.2,3
E00134677,24.6,39.6,6,24.2,5.6
E00134678,11,38,6,45,0
E00134679,13.8,41.5,8,35.6,1
E00134680,21.1,52.6,5.3,21.1,0
E00134681,18.1,49.1,6.4,23.8,2.6
E00134682,23.8,49.5,9.5,14.8,2.4
E00134683,16.7,42.9,3.8,34.6,1.9
E00134730,12.3,38,7.6,39.2,2.9
E00134731,9.6,44.4,11.2,31.6,3.2
E00134732,13.9,46.1,9.7,28.8,1.5
E00134733,11,50.2,8.5,30.4,0
E00134734,14.5,44.1,8.3,30.6,2.5
E00134735,23.1,50.4,7.1,16,3.4
E00134736,15,40.5,9.5,30,5
E00134737,19.2,44.7,7.1,27.1,1.9
E00134738,15.6,51.9,3.9,22.1,6.5
E00134739,12.2,44.7,6.6,34,2.5
E00134740,18.6,36.2,7.5,36.7,1
E00134741,12.6,39.3,6.3,36.6,5.2
E00134742,16.4,40.4,6.2,34.2,2.7
E00134743,24,50,6,20,0
E00134744,15,41.5,8.5,31.6,3.4
E00134745,28.5,37.1,8.6,24.2,1.6
E00134746,19.3,45.9,7.3,24.7,2.8
E00134747,21,39.8,7,29.4,2.8
E00134767,15.7,45,7.7,28.7,2.8
E00134768,23.6,39.9,8.2,24.5,3.8
E00134769,28.4,45.5,6.4,16.7,3
E00134770,24.3,40.8,6.8,25.2,2.9
E00134771,20.2,44.4,7.2,26.9,1.3
E00134776,13.6,42.4,3.4,36.7,4
E00134777,12.1,41.4,2.3,40.2,4
E00134778,19,42.7,7.6,28,2.8
