areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00048921,62,38
E00048932,51.6,48.4
E00048936,67.4,32.6
E00048938,59.9,40.1
E00048939,65.7,34.3
E00158772,49.7,50.3
E00158773,54.7,45.3
E00158938,55.8,44.2
E00158939,55.7,44.3
E00158940,46.4,53.6
E00158941,31.8,68.2
E00158942,55,45
E00159358,57.2,42.8
E00159359,35.3,64.7
E00159360,39.2,60.8
E00159362,50.6,49.4
E00159368,50,50
E00159369,37.2,62.8
E00159372,33.7,66.3
E00159373,27.9,72.1
E00159374,39.4,60.6
E00159375,46.6,53.4
E00159376,34.9,65.1
E00159377,44.4,55.6
E00159378,43.1,56.9
E00159390,17.4,82.6
E00159391,25.2,74.8
E00159392,30.5,69.5
E00159393,33,67
E00159394,33.3,66.7
E00159395,18.4,81.6
E00159396,24.7,75.3
E00159397,37.8,62.2
E00159398,31,69
E00159399,23.5,76.5
E00159400,30.5,69.5
E00159401,37.6,62.4
E00159402,34.2,65.8
E00159403,37.8,62.2
E00159404,32.3,67.7
E00159405,28.8,71.2
E00159406,46.9,53.1
E00159407,41.2,58.8
E00159408,37.4,62.6
E00159409,20.6,79.4
E00159410,11.9,88.1
E00159411,29.1,70.9
E00159413,51.8,48.2
E00159414,37,63
E00159415,31.2,68.8
E00159416,20.5,79.5
E00159417,28.7,71.3
E00159418,45.5,54.5
E00159419,22.9,77.1
E00159439,49.8,50.2
E00159440,25.4,74.6
E00159441,23.2,76.8
E00159442,46.2,53.8
E00159443,20,80
E00159444,34.5,65.5
E00159445,40.9,59.1
E00159446,15.3,84.7
E00159447,32.3,67.7
E00159449,42.9,57.1
E00159450,38.6,61.4
E00159451,27.5,72.5
E00159453,36.1,63.9
E00159454,31,69
E00159455,44.9,55.1
E00159456,28.4,71.6
E00159457,26.7,73.3
E00159458,21.6,78.4
E00159459,16,84
E00159460,60.9,39.1
E00159461,50,50
E00159462,30.8,69.2
E00159463,58.2,41.8
E00159464,42.3,57.7
E00159465,16.9,83.1
E00159466,38.4,61.6
E00159467,38.9,61.1
E00159468,32.1,67.9
E00159469,29.1,70.9
E00159470,53.3,46.7
E00159471,31.2,68.8
E00159472,39,61
E00159473,32.4,67.6
E00159474,45.6,54.4
E00159475,48,52
E00159476,59.1,40.9
E00159477,43.7,56.3
E00159478,44.2,55.8
E00159479,58.5,41.5
E00159480,66.2,33.8
E00159481,47.2,52.8
E00159482,50.7,49.3
E00159483,69.7,30.3
E00159484,44,56
E00159485,60.7,39.3
E00159486,49.8,50.2
E00159487,62.7,37.3
E00159488,54.4,45.6
E00159489,61.4,38.6
E00159490,42.5,57.5
E00159491,55.3,44.7
E00159492,52.1,47.9
E00159493,58.8,41.2
E00159494,71.5,28.5
E00159495,66.7,33.3
E00159496,48.2,51.8
E00159497,56.5,43.5
E00159510,65.7,34.3
E00159511,70.3,29.7
E00159512,60.1,39.9
