areacd,disability_3a-001,disability_3a-002
E00048921,8.9,91.1
E00048932,20.2,79.8
E00048936,13.8,86.2
E00048938,13.6,86.4
E00048939,18,82
E00158772,15.5,84.5
E00158773,17.4,82.6
E00158938,14.4,85.6
E00158939,16.5,83.5
E00158940,16,84
E00158941,17.3,82.7
E00158942,12.2,87.8
E00159358,15.3,84.7
E00159359,24.6,75.4
E00159360,14.9,85.1
E00159362,10.5,89.5
E00159368,12,88
E00159369,15.3,84.7
E00159372,18.7,81.3
E00159373,19,81
E00159374,13.6,86.4
E00159375,16.7,83.3
E00159376,24.9,75.1
E00159377,24.1,75.9
E00159378,19.6,80.4
E00159390,13.3,86.7
E00159391,18.6,81.4
E00159392,16.9,83.1
E00159393,16.1,83.9
E00159394,20.3,79.7
E00159395,14.2,85.8
E00159396,18.9,81.1
E00159397,17.2,82.8
E00159398,13.3,86.7
E00159399,10.6,89.4
E00159400,16.3,83.7
E00159401,12.5,87.5
E00159402,19.2,80.8
E00159403,15.4,84.6
E00159404,7.4,92.6
E00159405,23.4,76.6
E00159406,14.6,85.4
E00159407,21.9,78.1
E00159408,15.5,84.5
E00159409,14.9,85.1
E00159410,16.5,83.5
E00159411,18.4,81.6
E00159413,9.1,90.9
E00159414,19.8,80.2
E00159415,18.2,81.8
E00159416,8.5,91.5
E00159417,29.9,70.1
E00159418,12.6,87.4
E00159419,12.8,87.2
E00159439,9.1,90.9
E00159440,18.1,81.9
E00159441,13.4,86.6
E00159442,14,86
E00159443,14.9,85.1
E00159444,11.4,88.6
E00159445,13.1,86.9
E00159446,15.2,84.8
E00159447,20.4,79.6
E00159449,19.3,80.7
E00159450,15,85
E00159451,18.4,81.6
E00159453,8.3,91.7
E00159454,12.9,87.1
E00159455,12.1,87.9
E00159456,20.7,79.3
E00159457,22.8,77.2
E00159458,17.2,82.8
E00159459,20.5,79.5
E00159460,17.5,82.5
E00159461,16,84
E00159462,31.4,68.6
E00159463,14.1,85.9
E00159464,19.6,80.4
E00159465,20.3,79.7
E00159466,20.2,79.8
E00159467,18.7,81.3
E00159468,26.1,73.9
E00159469,21.9,78.1
E00159470,12.8,87.2
E00159471,23.2,76.8
E00159472,21.9,78.1
E00159473,16.9,83.1
E00159474,17.5,82.5
E00159475,18.6,81.4
E00159476,15.4,84.6
E00159477,17.9,82.1
E00159478,30.4,69.6
E00159479,16.2,83.8
E00159480,8.9,91.1
E00159481,16.7,83.3
E00159482,23.5,76.5
E00159483,14.2,85.8
E00159484,20.8,79.2
E00159485,14.6,85.4
E00159486,19,81
E00159487,15.5,84.5
E00159488,15.9,84.1
E00159489,13.7,86.3
E00159490,11.1,88.9
E00159491,15.9,84.1
E00159492,20.9,79.1
E00159493,14.9,85.1
E00159494,13.3,86.7
E00159495,17.5,82.5
E00159496,18.7,81.3
E00159497,11.5,88.5
E00159510,10.9,89.1
E00159511,12.2,87.8
E00159512,9.5,90.5
E00159517,35.1,64.9
E00159518,16.7,83.3
E00159519,11.4,88.6
E00159520,14.5,85.5
E00159521,25.3,74.7
E00159522,14,86
E00159523,17.1,82.9
E00159524,11.7,88.3
E00159525,8.2,91.8
E00159526,9.9,90.1
E00159527,13.4,86.6
E00159528,12.1,87.9
E00159529,8.4,91.6
E00159530,15.7,84.3
E00159531,11.1,88.9
E00159532,8.2,91.8
E00159533,11.4,88.6
E00159534,20.5,79.5
E00159535,11.1,88.9
E00159536,11.9,88.1
E00159537,14.3,85.7
E00159538,20.2,79.8
E00159539,15.7,84.3
E00159540,18.6,81.4
E00159541,35.7,64.3
E00159542,11.3,88.7
E00159543,20.4,79.6
E00159544,15.1,84.9
E00159545,27.1,72.9
E00159546,15.5,84.5
E00159547,15.5,84.5
E00159548,13.4,86.6
E00159549,18.2,81.8
E00159550,9.9,90.1
E00159551,20.3,79.7
E00159553,18.2,81.8
E00159554,11.7,88.3
E00159555,12.8,87.2
E00159556,12.7,87.3
E00159557,9.3,90.7
E00159558,13.9,86.1
E00159559,9.3,90.7
E00159560,15.3,84.7
E00159561,8.9,91.1
E00159562,9.9,90.1
E00159563,21.9,78.1
E00159564,11,89
E00159565,14.8,85.2
E00159566,14.7,85.3
E00159567,17.6,82.4
E00159568,19.5,80.5
E00159569,25.5,74.5
E00159570,10.8,89.2
E00159571,10.3,89.7
E00159572,20.7,79.3
E00159573,11.4,88.6
E00159574,19,81
E00159575,11.5,88.5
E00159576,13.4,86.6
E00159577,8.1,91.9
E00159578,10.8,89.2
E00159579,18.1,81.9
E00159580,17,83
E00159582,11.8,88.2
E00159583,16.7,83.3
E00159584,13,87
E00159585,16.3,83.7
E00159586,20.1,79.9
E00159587,16.3,83.7
E00159588,17.7,82.3
E00159589,17.7,82.3
E00159590,12.3,87.7
E00159591,16.1,83.9
E00159592,13,87
E00159593,9.1,90.9
E00159594,34.1,65.9
E00159595,19.5,80.5
E00159596,7.5,92.5
E00159597,13.7,86.3
E00159598,15,85
E00159599,15.2,84.8
E00159600,13.8,86.2
E00159601,14.1,85.9
E00159602,13.7,86.3
E00159603,10.4,89.6
E00159604,9.1,90.9
E00159605,14.1,85.9
E00159606,17.6,82.4
E00159607,12.9,87.1
E00159609,12.3,87.7
E00159611,13.1,86.9
E00159612,17.1,82.9
E00159613,16.3,83.7
E00159614,18.4,81.6
E00159615,20.7,79.3
