areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00048921,17.6,25.2,20.2,37
E00048932,43.1,25.5,13.9,17.5
E00048936,19.8,39.6,12.5,28.1
E00048938,15.7,33.9,14,36.4
E00048939,13,35.2,22.2,29.6
E00158772,44.9,32.6,3.4,19.1
E00158773,23,36,13,28
E00158938,16.4,39.4,23.6,20.6
E00158939,27.5,40.5,16.8,15.3
E00158940,38.5,32.6,12.6,16.3
E00158941,29.5,38.8,11.5,20.1
E00158942,26.4,36.3,19.3,17.9
E00159358,32.2,35.6,17.8,14.4
E00159359,55.5,29.4,4.2,10.9
E00159360,42.8,31.1,12.2,13.9
E00159362,32.5,36.1,12.4,18.9
E00159368,38.4,37,9.4,15.2
E00159369,45.9,28.1,9.6,16.3
E00159372,28.8,29.5,18.7,23
E00159373,36.7,29.7,14.8,18.8
E00159374,35.7,41.3,11.2,11.9
E00159375,38.5,40,8.9,12.6
E00159376,34.4,40.8,11.2,13.6
E00159377,53.8,31.5,5.6,9.1
E00159378,42.9,38.1,11.9,7.1
E00159390,39.8,29.2,14.2,16.8
E00159391,36.5,29.8,13.5,20.2
E00159392,36.2,21.9,15.2,26.7
E00159393,23.9,21.1,17.4,37.6
E00159394,45.4,25.2,19.3,10.1
E00159395,31.9,25.5,14.2,28.4
E00159396,57.1,25.2,5.9,11.8
E00159397,23,19,26.2,31.7
E00159398,16.7,26.1,20,37.2
E00159399,22,26.3,22.9,28.8
E00159400,12.5,38.3,20,29.2
E00159401,23.2,27.2,17.6,32
E00159402,20.6,27.9,22.1,29.4
E00159403,24.6,35.1,20.1,20.1
E00159404,25,32,17.2,25.8
E00159405,45.5,11.6,20.7,22.3
E00159406,23.1,33.1,19,24.8
E00159407,24.8,38.5,22,14.7
E00159408,27.3,22.7,15.9,34.1
E00159409,21.1,25.9,19.3,33.7
E00159410,35.5,29.6,15.8,19.1
E00159411,19.9,28.7,21.3,30.1
E00159413,40.7,35.9,17.9,5.5
E00159414,14.4,34.4,24.8,26.4
E00159415,46.3,26.4,14,13.2
E00159416,46.6,27.1,6,20.3
E00159417,55.2,18.4,13.8,12.6
E00159418,21.4,16.4,21.4,40.7
E00159419,25.8,23.5,25.8,25
E00159439,33.3,31.7,15.8,19.2
E00159440,37.6,26.8,14.1,21.5
E00159441,33.3,33.3,14.7,18.6
E00159442,32.5,38.9,11.9,16.7
E00159443,62.1,28.9,5.3,3.7
E00159444,42.7,34.2,13.7,9.4
E00159445,45.5,37.4,10.6,6.5
E00159446,49.8,26.9,7.6,15.7
E00159447,59.7,34.1,4.7,1.6
E00159449,22.6,34.8,20,22.6
E00159450,35,43,13,9
E00159451,37.1,37.1,15.2,10.6
E00159453,33.9,41,13.1,12
E00159454,29.3,35.8,17.1,17.9
E00159455,39.8,37.2,11.5,11.5
E00159456,44,26.7,13.8,15.5
E00159457,58.2,21.8,8.2,11.8
E00159458,49.6,29.2,9.5,11.7
E00159459,52.1,16.8,21.8,9.2
E00159460,12.8,50.4,16.2,20.5
E00159461,34.2,35,18.3,12.5
E00159462,30.2,36.5,19.8,13.5
E00159463,18.9,33.6,20.5,27
E00159464,31.7,35.6,8.7,24
E00159465,38.5,33,17.4,11
E00159466,24,36.4,19,20.7
E00159467,24.8,39.1,15,21.1
E00159468,37.3,27,17.5,18.3
E00159469,39.8,29.7,14.8,15.6
E00159470,19.5,47.7,19.5,13.3
E00159471,32.5,26.2,19,22.2
