geography_code,in_full_time_education-001,in_full_time_education-002
E00003252,25.8,74.2
E00003280,28.9,71.1
E00003283,21.5,78.5
E00003378,11.3,88.7
E00003379,14.4,85.6
E00003380,6.3,93.7
E00003381,21,79
E00003382,22.1,77.9
E00003383,16,84
E00003384,23.6,76.4
E00003385,19.3,80.7
E00003386,19.3,80.7
E00003387,18.2,81.8
E00003388,13.7,86.3
E00003389,19.8,80.2
E00003390,29.5,70.5
E00003391,13.1,86.9
E00003392,18.6,81.4
E00003393,14.6,85.4
E00003394,17.5,82.5
E00003395,21.3,78.7
E00003396,27.4,72.6
E00003397,26.8,73.2
E00003398,17.4,82.6
E00003399,15.6,84.4
E00003400,15.2,84.8
E00003401,17.2,82.8
E00003402,18.8,81.2
E00003403,17,83
E00003404,18.5,81.5
E00003405,25.5,74.5
E00003406,17,83
E00003407,21.4,78.6
E00003408,14.3,85.7
E00003409,13.8,86.2
E00003410,22.7,77.3
E00003411,20.9,79.1
E00003412,20.8,79.2
E00003413,20.2,79.8
E00003414,19.7,80.3
E00003415,13.2,86.8
E00003416,21.1,78.9
E00003417,12.7,87.3
E00003418,13,87
E00003419,20,80
E00003420,13.2,86.8
E00003421,16.3,83.7
E00003422,10.3,89.7
E00003423,32.6,67.4
E00003424,19.5,80.5
E00003425,18.1,81.9
E00003426,14.5,85.5
E00003427,23.9,76.1
E00003428,18.4,81.6
E00003429,20.4,79.6
E00003430,25.7,74.3
E00003431,20,80
E00003432,12.8,87.2
E00003433,12,88
E00003434,7,93
E00003435,23.6,76.4
E00003436,8.2,91.8
E00003437,16.1,83.9
E00003438,11.9,88.1
E00003439,8.1,91.9
E00003440,14.5,85.5
E00003441,15.6,84.4
E00003442,13.8,86.2
E00003443,11.9,88.1
E00003444,7.8,92.2
E00003445,11.9,88.1
E00003446,8.9,91.1
E00003447,15,85
E00003448,9,91
E00003449,9.5,90.5
E00003450,10.4,89.6
E00003451,12.4,87.6
E00003452,13.4,86.6
E00003453,14,86
E00003454,12.1,87.9
E00003455,19.5,80.5
E00003456,11.9,88.1
E00003457,15.5,84.5
E00003458,16.8,83.2
E00003459,12.1,87.9
E00003460,28,72
E00003461,22.5,77.5
E00003462,26.4,73.6
E00003463,10.1,89.9
E00003465,12.1,87.9
E00003466,11.5,88.5
E00003467,10.1,89.9
E00003468,15.5,84.5
E00003469,9.1,90.9
E00003470,12.3,87.7
E00003471,8.3,91.7
E00003472,15.5,84.5
E00003474,17.9,82.1
E00003475,18.7,81.3
E00003476,12.8,87.2
E00003477,12.8,87.2
E00003478,18.8,81.3
E00003479,10.9,89.1
E00003480,20.9,79.1
E00003481,4.2,95.8
E00003482,8.2,91.8
E00003483,17,83
E00003484,19.9,80.1
E00003485,20.8,79.2
E00003486,14.5,85.5
E00003487,17.5,82.5
E00003488,22.3,77.7
E00003489,11.9,88.1
E00003490,29.7,70.3
E00003491,19.2,80.8
E00003492,13.5,86.5
E00003599,18.6,81.4
E00003600,13.2,86.8
E00003601,13.7,86.3
E00003602,12.1,87.9
E00003603,18.3,81.7
E00003604,14.4,85.6
E00003605,12.6,87.4
E00003606,17.5,82.5
E00003607,22.1,77.9
E00003608,13.5,86.5
E00003609,18.8,81.2
E00003610,28.5,71.5
E00003611,15.4,84.6
E00003612,25.7,74.3
E00003613,21.5,78.5
E00003614,22.5,77.5
E00003615,19.7,80.3
E00003616,13.8,86.3
E00003617,16.5,83.5
E00003618,23.6,76.4
E00003619,2,98
E00003620,15.9,84.1
E00003621,20.6,79.4
E00003622,7.6,92.4
E00003623,11.3,88.8
E00003624,9.1,90.9
E00003625,23.8,76.2
E00003626,15.6,84.4
E00003628,13.9,86.1
E00003629,15.7,84.3
E00003630,16.8,83.2
E00003631,14.7,85.3
E00003632,17.4,82.6
E00003633,28,72
E00003634,21.1,78.9
E00003635,14,86
E00003636,17.9,82.1
E00003637,11,89
E00003638,23.2,76.8
E00003639,24.3,75.7
E00003640,11.9,88.1
E00003641,16,84
E00003642,13.9,86.1
E00003643,16,84
E00003759,18.1,81.9
E00003765,2.1,97.9
E00003766,15.1,84.9
E00003767,10.5,89.5
E00003768,17.1,82.9
E00003769,18.8,81.2
E00003770,21.2,78.8
E00003771,12.4,87.6
E00003773,23.2,76.8
E00003774,17.3,82.7
E00003775,9,91
E00003776,23.2,76.8
E00003777,29.8,70.2
E00003778,7.9,92.1
E00003779,22.5,77.5
E00003780,22,78
E00003889,15.1,84.9
E00003890,22.9,77.1
E00003891,20,80
E00003892,21.7,78.3
E00003893,31,69
E00003894,21,79
E00003895,13.1,86.9
E00003896,10.9,89.1
E00003897,21.6,78.4
E00003898,16.3,83.7
E00003899,12.7,87.3
E00003900,13.2,86.8
E00003901,18.6,81.4
E00003902,21,79
E00003903,11.2,88.8
E00003904,24.1,75.9
E00003905,13.3,86.7
E00003906,13.1,86.9
E00003907,18.8,81.2
E00003908,15.5,84.5
E00003909,16.6,83.4
E00003910,12.3,87.7
E00003911,22.6,77.4
E00003912,20.6,79.4
E00003913,27.3,72.7
E00003914,24.5,75.5
E00003915,20.6,79.4
E00003916,35.5,64.5
E00003917,17,83
E00003918,24.1,75.9
E00003919,21.3,78.7
E00003920,9.6,90.4
E00003921,21.3,78.7
E00003922,14.6,85.4
E00003923,14.7,85.3
E00003924,23.4,76.6
E00003925,20.7,79.3
E00003926,21.5,78.5
E00003927,20.1,79.9
E00003928,24.8,75.2
E00003929,25.2,74.8
E00003930,17.5,82.5
E00003931,28.9,71.1
E00003932,22.9,77.1
E00003933,18.8,81.2
E00003934,20.2,79.8
E00003935,14.8,85.2
E00003936,15.7,84.3
E00003937,20.5,79.5
E00003938,17.4,82.6
E00003939,17.1,82.9
E00003940,15,85
E00003941,24.6,75.4
E00003942,18.3,81.7
E00003943,17.1,82.9
E00003944,14.2,85.8
E00003945,15.9,84.1
E00003946,21.8,78.2
E00003947,17.7,82.3
E00004044,12.6,87.4
E00004045,10.5,89.5
E00004046,15.5,84.5
E00005655,24,76
E00005656,12.8,87.2
E00005657,20.2,79.8
E00005658,10.8,89.2
E00005659,23.1,76.9
E00005660,22.4,77.6
E00005661,21.6,78.4
E00005662,16.1,83.9
E00005663,40.7,59.3
E00005664,23.8,76.2
E00005665,23.3,76.7
E00005667,16.6,83.4
E00005668,18,82
E00005669,23.9,76.1
E00005670,9.6,90.4
E00005671,17.4,82.6
E00005672,16.9,83.1
E00005673,19.1,80.9
E00005675,20.4,79.6
E00005682,23.1,76.9
E00005684,11.1,88.9
E00005685,11.1,88.9
E00005686,14.5,85.5
E00005687,10.2,89.8
E00005688,22.1,77.9
E00005689,26.6,73.4
E00005690,30.1,69.9
E00005691,18.8,81.2
E00005692,18,82
E00005693,14.1,85.9
E00005694,5.4,94.6
E00005695,15.7,84.3
E00005696,25.2,74.8
E00005697,16.6,83.4
E00005698,21.4,78.6
E00005699,22.2,77.8
E00005700,19.2,80.8
E00005701,22.1,77.9
E00005702,20.6,79.4
E00005703,19.9,80.1
E00005704,20.5,79.5
E00005705,21.6,78.4
E00005706,23.7,76.3
E00005708,21.7,78.3
E00005709,13,87
E00005710,14.2,85.8
E00005711,17.8,82.2
E00005712,22.9,77.1
E00005720,16.4,83.6
E00005736,19.2,80.8
E00005740,19.6,80.4
E00005759,24.8,75.2
E00005761,19.2,80.8
E00005769,16,84
E00005770,13.6,86.4
