geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00003252,87.8,0,11.7,0.4
E00003280,88.4,0.3,10.3,1
E00003283,87,0,12.3,0.7
E00003378,89.9,1,7.5,1.6
E00003379,88.7,0,11.3,0
E00003380,85.6,0,14.4,0
E00003381,83.8,0.3,14.7,1.2
E00003382,95.6,0,4.4,0
E00003383,86.2,0,13.1,0.8
E00003384,95,0,5,0
E00003385,92.3,0.4,6.9,0.4
E00003386,92.7,0,7.3,0
E00003387,85.1,0,14.9,0
E00003388,87.1,0,12.9,0
E00003389,93,0.3,5.1,1.6
E00003390,94.5,0.5,3.8,1.3
E00003391,89.5,0,10.5,0
E00003392,90.8,0.3,8.9,0
E00003393,91.4,0.3,8.3,0
E00003394,90.3,0,9,0.7
E00003395,92,0.4,6.5,1.1
E00003396,91.2,0,8.8,0
E00003397,90,0.4,8.4,1.2
E00003398,90,0,8.9,1.1
E00003399,86.2,0.5,11.9,1.4
E00003400,95.2,0,4.8,0
E00003401,94,0,6,0
E00003402,94.8,0,4.8,0.4
E00003403,83.6,0.3,14.8,1.3
E00003404,87,0,13,0
E00003405,90.5,0.3,7.7,1.5
E00003406,91.9,0.4,7.8,0
E00003407,93.8,0,5.8,0.3
E00003408,90.9,0,6.5,2.6
E00003409,88.6,0,11.1,0.3
E00003410,94.7,0.8,3.9,0.6
E00003411,93.9,0.3,5.8,0
E00003412,95.8,0.3,3.9,0
E00003413,89.7,0,9.6,0.8
E00003414,92.2,0,7.8,0
E00003415,89.6,0,10.4,0
E00003416,91.1,0,8.9,0
E00003417,86,0,14,0
E00003418,89.5,0.5,9.8,0.2
E00003419,89.5,0,10.3,0.2
E00003420,91.6,0,7.9,0.4
E00003421,93.1,0,6.5,0.4
E00003422,89.6,0,9.1,1.2
E00003423,81.9,0.3,16.4,1.4
E00003424,90.4,0.3,9.2,0
E00003425,86.8,0,13.2,0
E00003426,83.6,0,13.9,2.5
E00003427,88.5,0,10.2,1.2
E00003428,89.4,0,9.4,1.3
E00003429,90.1,0.4,8.5,1.1
E00003430,91.7,0,7.5,0.8
E00003431,88.9,0,10.4,0.6
E00003432,85.6,0,14.4,0
E00003433,85.9,0.6,12.3,1.2
E00003434,78.7,0,20.3,1
E00003435,87.2,0.2,11.4,1.1
E00003436,84.1,0,14.6,1.3
E00003437,86.3,0.7,12.3,0.7
E00003438,87.2,0,12.8,0
E00003439,87.7,0,11.8,0.5
E00003440,83.2,1,15.8,0
E00003441,86.9,0,11.1,2
E00003442,84.8,1.1,13.5,0.6
E00003443,86.5,0,13.5,0
E00003444,90.5,0.3,9.2,0
E00003445,90.1,0,9.9,0
E00003446,85,0,14.7,0.3
E00003447,86.9,0,13.1,0
E00003448,82.3,1,12.8,3.8
E00003449,85.1,0,13.6,1.3
E00003450,82.9,0.6,15.2,1.4
E00003451,91.9,0,7.5,0.6
E00003452,88.8,0.3,10.9,0
