areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00012149,58.5,5.5,36
E00012150,63.8,1.2,35
E00012151,57.8,1.8,40.4
E00012152,54.9,5.5,39.6
E00012153,61.9,3.4,34.7
E00012154,61.6,3.7,34.7
E00012155,52.5,5,42.4
E00012156,62.5,2.7,34.7
E00012157,52.4,6.7,40.9
E00012158,57.7,5.3,37
E00012159,51.4,1.9,46.6
E00012160,58.9,4.2,37
E00012161,68.8,5.4,25.8
E00012162,54.7,5.9,39.5
E00012163,64.1,3.3,32.6
E00012164,62.2,4.1,33.7
E00012165,69.9,0.8,29.3
E00012166,60.6,2.5,36.9
E00012167,68.8,2.3,28.9
E00012168,37.5,4.7,57.8
E00012169,67.4,1.8,30.8
E00012170,61.7,4.2,34.2
E00012171,64.4,4.3,31.3
E00012172,66.4,3.1,30.6
E00012173,63.2,2.7,34.1
E00012245,61.1,2.3,36.6
E00012246,57.7,5,37.2
E00012247,58.5,2.8,38.7
E00012248,57.6,1.2,41.2
E00012249,55.9,3,41.1
E00012250,49.7,3.8,46.5
E00012251,60.1,3.1,36.8
E00012253,58.3,2.2,39.4
E00012254,61.4,4.1,34.5
E00012255,63.6,2.3,34.1
E00012257,54.7,2.5,42.8
E00012261,59.8,2.8,37.4
E00012311,51.6,3.3,45.1
E00012315,54.1,2.8,43.1
E00012329,58.6,2.8,38.6
E00012336,59.1,1.6,39.3
E00012337,48.1,6.3,45.5
E00012609,51.5,2.4,46.1
E00012610,61.4,3.7,34.9
E00012618,54.3,3,42.7
E00012622,56.7,2.1,41.2
E00012624,59.9,5.3,34.7
E00012627,61,1.8,37.2
E00012628,80.2,0.5,19.3
E00012630,58.2,2.9,38.8
E00089864,58.6,3.9,37.5
E00089865,58.7,2.3,39
E00089866,56.1,3.1,40.8
E00089867,66.4,3.3,30.3
E00089868,57.4,2,40.6
E00089869,60.8,2.1,37.1
E00089870,54,2.2,43.8
E00089871,37.5,0,62.5
E00089872,54.6,2.6,42.9
E00089875,66.7,2.1,31.3
E00089876,64.8,1.5,33.7
E00089877,62.7,1.6,35.7
E00089878,69.6,3.2,27.2
E00089879,64.1,1.7,34.2
E00089882,64.8,2.1,33.1
E00089883,63.6,3.4,33
E00089905,61.7,2.5,35.8
E00121041,64.7,3.4,31.9
E00178360,79.9,3,17.2
E00178429,13,1,86
E00178439,69.2,1.4,29.3
E00184487,34.4,2.5,63.2
