areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00012149,20.8,42,5.2,29.7,2.2
E00012150,18.4,37.3,5.7,36.1,2.5
E00012151,17.1,38.2,9.4,31.7,3.6
E00012152,17.8,38.8,6.7,33,3.6
E00012153,11.3,39.1,4.6,40.8,4.2
E00012154,26.4,45.5,7.3,19.1,1.6
E00012155,27.3,33.1,0,38.8,0.7
E00012156,21.8,32.4,4.5,37.9,3.3
E00012157,16.5,40.2,9.8,31.7,1.8
E00012158,14.8,38.8,7.2,34.9,4.3
E00012159,28,33.8,5.8,31.9,0.5
E00012160,26.1,42.4,4.7,24.1,2.7
E00012161,17,40.2,5.8,34.4,2.7
E00012162,21,42.8,5.1,28.4,2.7
E00012163,18,52.5,5.8,20.5,3.2
E00012164,23.1,41,6.6,25.2,4.1
E00012165,10,39.4,9.6,38.2,2.8
E00012166,7.5,40,5,47.5,0
E00012167,9.8,35.3,4.9,47.4,2.6
E00012168,31.1,35.2,6.7,22.3,4.7
E00012169,20.6,44.3,4.8,28.9,1.3
E00012170,23.8,41.8,4.9,26.6,2.9
E00012171,15.6,57.1,3.9,22.7,0.7
E00012172,23.6,39.3,6.6,27.9,2.6
E00012173,17,39,8.1,32,3.9
E00012245,10.6,41.4,5.7,40.3,1.9
E00012246,8.7,37.1,6,45.8,2.3
E00012247,11,36.5,5.7,45,1.8
E00012248,14.6,40.3,5.9,37.9,1.2
E00012249,9.1,36.7,6.1,45.5,2.7
E00012250,12.5,26,5.9,52.1,3.5
E00012251,12.1,31.8,6.2,48.4,1.4
E00012253,12.7,30.6,4.8,47.8,4.1
E00012254,17.7,32.8,9.1,37.4,3
E00012255,10.9,33.4,5.5,46.3,3.9
E00012257,10.2,32.6,6.3,49.5,1.4
E00012261,13.1,26.7,3.7,51.1,5.4
E00012311,8.6,31.7,2.5,53.9,3.3
E00012315,11.3,26.3,3.7,56.8,2
E00012329,9.8,28.1,1.6,59,1.6
E00012336,10.3,28.6,1.6,56.7,2.8
E00012337,25.1,34,3.1,34,3.7
E00012609,23.3,31.1,8.3,33.5,3.9
E00012610,19.2,40.7,4.7,32.2,3.3
E00012618,16.1,34.8,6.5,38.4,4.2
E00012622,13.4,35.1,4.6,44.8,2.1
E00012624,16.7,41.4,4.2,35.7,1.9
E00012627,21,48.9,7.3,20.5,2.3
E00012628,9.2,43.4,4.6,40.8,2
E00012630,10.9,37.2,5.1,43.8,2.9
E00089864,18.8,40.6,5.1,32.1,3.4
E00089865,20.2,41.5,6.6,30.2,1.6
E00089866,13.3,35,3.4,42.2,6.1
E00089867,8.3,37.2,6.6,45,2.9
E00089868,23,29.4,4.8,39.7,3.2
E00089869,23.5,45.8,5.9,23.1,1.7
E00089870,14.2,43.6,3.3,36.4,2.5
E00089871,30.9,28.9,8.2,27.8,4.1
E00089872,22.3,36.3,6.2,30.8,4.4
E00089875,15.8,44.2,5,32.9,2.1
E00089876,7.7,46.9,3.7,40.6,1.1
E00089877,10.6,35.1,7.3,44.5,2.4
E00089878,12.6,42.7,4.5,37.8,2.4
E00089879,22.8,42.7,7.3,25,2.2
E00089882,11.5,37.3,5.6,44.9,0.7
E00089883,8.9,31.7,3.5,54.1,1.9
E00089905,14.8,34.7,4.7,42.9,2.8
E00121041,18.5,32.8,0,47.1,1.7
E00178360,5.8,31.4,0,61.3,1.5
E00178429,38.8,26.3,8.2,19.4,7.2
E00178439,6.7,41.6,3.3,45.9,2.4
E00184487,22.1,23.3,3.1,45.4,6.1
