areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00012149,86.4,13.6,0
E00012150,81.1,18.9,0
E00012151,94.4,5.6,0
E00012152,73.1,25.7,1.1
E00012153,68.8,31.2,0
E00012154,59.1,40.9,0
E00012155,84.4,12.5,3.1
E00012156,71.3,28.7,0
E00012157,35.8,64.2,0
E00012158,77.8,22.2,0
E00012159,63.7,35.4,0.9
E00012160,98.4,1.6,0
E00012161,75,25,0
E00012162,69.5,28.1,2.3
E00012163,83.6,16.4,0
E00012164,89.9,9.3,0.8
E00012165,53.7,35.3,11
E00012166,93.8,6.2,0
E00012167,70.6,28.8,0.6
E00012168,66.1,33.9,0
E00012169,82.4,17.6,0
E00012170,52.5,47.5,0
E00012171,87.7,12.3,0
E00012172,66.4,33.6,0
E00012173,88.1,11.9,0
E00012245,100,0,0
E00012246,100,0,0
E00012247,100,0,0
E00012248,99.1,0.9,0
E00012249,100,0,0
E00012250,100,0,0
E00012251,99.2,0.8,0
E00012253,100,0,0
E00012254,14.9,85.1,0
E00012255,79.6,19.7,0.6
E00012257,85.6,13.6,0.8
E00012261,87.6,12.4,0
E00012311,48,52,0
E00012315,42.6,57.4,0
E00012329,96.9,3.1,0
E00012336,24.6,75.4,0
E00012337,62.3,37.7,0
E00012609,66.1,33.9,0
E00012610,72.9,27.1,0
E00012618,84.3,15.7,0
E00012622,99.1,0.9,0
E00012624,98.4,1.6,0
E00012627,62.9,37.1,0
E00012628,96.4,3.6,0
E00012630,98.4,1.6,0
E00089864,8.8,91.2,0
E00089865,86,14,0
E00089866,62.9,37.1,0
E00089867,77.3,22.7,0
E00089868,97.5,2.5,0
E00089869,16.9,83.1,0
E00089870,86.5,13.5,0
E00089871,45.1,2.5,52.5
E00089872,24.4,75.6,0
E00089875,80.5,19.5,0
E00089876,96,4,0
E00089877,84.7,15.3,0
E00089878,98.2,1.8,0
E00089879,92.7,7.3,0
E00089882,98.3,1.7,0
E00089883,91.8,8.2,0
E00089905,99.2,0.8,0
E00121041,90,8.3,1.7
E00178360,96.9,3.1,0
E00178429,41.4,58.6,0
E00178439,0.7,99.3,0
E00184487,18.9,81.1,0
