areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00086108,6.7,24.7,68.7
E00086109,9,39.6,51.4
E00086111,5.7,26.1,68.2
E00086112,7.7,30.3,62
E00086113,10.1,26.1,63.8
E00086114,8.1,13.4,78.5
E00086115,5.9,21.5,72.6
E00086117,5.7,38.6,55.7
E00086143,17.3,17.3,65.3
E00086144,7.8,19.4,72.8
E00086145,4.8,36.8,58.4
E00086161,6.7,24.2,69.2
E00086168,1.7,22.4,75.9
E00086413,4.6,14.5,80.9
E00086414,11.3,19,69.7
E00086415,7,23.4,69.5
E00086416,14.4,23.3,62.3
E00086417,11.5,14.8,73.8
E00086420,10.9,24.4,64.7
E00086421,2.5,19,78.5
E00086422,15.2,9.8,75
E00086423,2.4,26.6,71
E00086424,10,6,84
E00086425,7.7,23.1,69.2
E00086426,6.9,21.6,71.6
E00086427,7.6,26,66.4
E00086428,8.9,20.2,71
E00086429,5.2,19.8,75
E00086430,11.1,18.8,70.1
E00086431,16.1,11.6,72.3
E00086432,9,23.8,67.2
E00086433,12.1,24.1,63.8
E00086434,13.1,20.6,66.4
E00086435,10,22.5,67.5
E00086436,7.8,46.6,45.7
E00086437,5,28.6,66.4
E00086438,14.7,15.5,69.8
E00086439,15.5,20.9,63.6
E00086440,5.9,24.4,69.7
E00086441,14.1,19.5,66.4
E00086442,7.1,42.9,50
E00086443,10.5,16.8,72.7
E00086444,6.8,29.9,63.3
E00086445,4,22.6,73.4
E00086446,5.7,38,56.3
E00086447,9.9,16.8,73.3
E00086448,6.2,38.9,54.9
E00086449,5,43.6,51.4
E00086450,7.6,44.9,47.5
E00086451,9.8,25.9,64.3
E00086452,13,17.4,69.6
E00086453,8,21,71
E00086454,7.2,21.7,71
E00115488,2.6,27.2,70.2
E00115489,5.5,24.4,70.1
E00115490,4.5,15.3,80.2
E00115491,6.1,11.3,82.6
E00115492,5.3,31.3,63.4
E00115493,2.4,28.6,69
E00115494,2.7,28.7,68.7
E00115495,4.9,41.7,53.4
E00115496,1.6,48,50.4
E00115497,1.4,54.4,44.2
E00115498,7.8,31.2,61
E00115499,3.1,55.6,41.4
E00115500,9.6,46.2,44.2
E00115501,4.9,40.7,54.5
E00115509,4.4,22.2,73.3
E00115510,2.9,35.3,61.8
E00115511,3.6,24.5,71.9
E00115512,7.1,9.8,83
E00115513,13.2,21.7,65.1
E00115514,4,30.4,65.6
E00115515,6.3,22.8,70.9
E00115516,4.1,46.3,49.6
E00115517,4.3,31.7,64
E00115518,3,52.6,44.4
E00115519,2.5,47.8,49.8
E00115520,6.3,26.8,66.9
E00115521,3.6,13.6,82.7
E00115522,12.4,14,73.6
E00115523,1.9,22.1,76
E00115524,6.3,25,68.8
E00115525,0.9,44.9,54.2
E00115526,6.4,20,73.6
E00115527,4,18.4,77.6
E00115528,3.2,20,76.8
E00115529,6.5,19.5,74
E00115530,3.3,20.3,76.4
E00115531,3.3,28.3,68.3
E00115532,1.7,16.5,81.8
E00115533,2.5,17.5,80
E00115534,6.2,28.7,65.1
E00115535,4.1,26.8,69.1
E00115536,4.8,20.5,74.7
E00115537,6.5,20.2,73.4
E00115538,9.5,38.9,51.6
E00115539,9.6,18.5,71.9
E00115540,8.5,23.4,68.1
E00115541,1,23.5,75.5
E00115542,4.3,34.2,61.5
E00115543,4.2,34.2,61.7
E00115544,3.6,14.5,81.9
E00115545,7,28.7,64.3
E00115546,4.8,14.3,81
E00115547,3.1,29.7,67.2
E00115548,4.7,27.1,68.2
E00115549,5.6,23.8,70.6
E00115550,4.8,25.6,69.6
E00115551,7.1,38.9,54
E00115552,7,41.7,51.3
E00115553,6.7,26.9,66.4
E00115554,2.9,28.5,68.6
E00115555,7.7,24.5,67.8
E00115556,7.1,29.1,63.8
E00115557,3.4,38.7,58
E00115558,4.2,21.7,74.1
E00115559,3.7,26.1,70.1
E00115560,7.1,33.5,59.4
E00115572,4.4,18,77.6
E00115573,6.8,20,73.2
E00115574,2.6,30.4,67
E00115575,6,43.7,50.3
E00115576,4.8,35.6,59.6
E00115577,4.6,40.8,54.6
E00115579,8.4,16,75.6
E00115580,3.9,34.1,62
E00115582,0.9,26.3,72.8
E00115583,3.3,31.7,65
E00115584,5.1,28.2,66.7
E00115585,5.5,30.7,63.8
E00115586,3,30.1,66.9
E00115587,4.7,28.7,66.7
E00115588,4.8,29.6,65.6
E00115589,6.3,23.9,69.7
E00115590,2.2,41.9,55.9
E00115591,2.6,2.6,94.8
E00115592,4.3,36.8,59
E00115593,3.6,28.8,67.6
E00115599,6.5,23.9,69.6
E00115600,3.5,40,56.5
E00115601,4.5,44.4,51.1
E00115602,1.6,33.6,64.8
E00115603,1.6,40.3,58.1
E00115604,8.3,15.8,75.8
E00115685,4.7,31.3,64.1
E00115686,7.4,18,74.6
E00115687,5.9,17.7,76.3
E00115688,3.9,35.2,60.9
E00115689,6,25,69
E00115690,4.7,22.8,72.4
E00115691,7.9,49.1,43
E00115693,6.9,30.5,62.6
E00115694,3.2,29.8,66.9
E00115710,7.1,26,66.9
E00115711,6.2,10.8,83.1
E00115712,3.9,23.4,72.7
E00115713,4.2,24.1,71.7
E00115714,0.7,16.8,82.5
E00115715,3.4,31.9,64.7
E00115716,8.5,16.3,75.2
E00115717,3.9,39.4,56.7
E00115718,4.9,17.1,78
E00115720,5.9,16,78.2
E00115722,0.8,27.1,72
E00115723,2.5,38.7,58.8
E00115724,0,19,81
E00115725,3.8,18.9,77.3
E00115726,4.8,24,71.2
E00115727,4.7,17.8,77.5
E00115728,3.6,20.9,75.5
E00115729,2.7,20.4,77
E00115730,3.7,45,51.3
E00115731,4.8,29.6,65.6
E00115786,9.6,26.1,64.3
E00115789,4,26.2,69.8
E00115790,3.6,27.5,68.8
E00115791,6,33.8,60.2
E00115792,2.3,18.8,78.9
E00115794,7.3,24.8,67.9
E00115795,5.6,16.1,78.2
E00115796,4.7,15.7,79.5
E00117973,2.6,26.3,71.1
E00117975,2.7,46.8,50.5
E00117977,6.3,20.4,73.2
E00117978,4.2,25.2,70.6
E00117979,3.6,50.5,45.9
E00117980,2.2,23,74.8
E00117981,4.1,29.4,66.5
E00117982,3.3,37.3,59.5
E00117983,1.6,41.6,56.8
E00117984,4.2,41.7,54.2
E00117985,3.8,28.3,67.9
E00117987,2,23.8,74.2
E00117988,0,41.9,58.1
E00117989,5.2,33,61.9
E00117990,1.7,57.9,40.5
E00117991,13.5,21.2,65.4
E00117992,5.4,27.9,66.7
E00117993,1.3,37.3,61.3
E00117994,3.8,26.2,70
E00117995,7.9,19,73
E00117997,0,22.7,77.3
E00117998,4.6,35.8,59.6
E00118036,3.4,31.7,64.8
E00118037,5.2,32.9,61.9
E00118038,0.8,34.1,65
E00118039,4.6,12.4,83
E00118040,6.1,22.9,70.9
E00118041,5.2,14.9,79.9
E00118043,14,14,72.1
E00118044,10.1,13.2,76.7
E00118045,2.2,14.2,83.6
E00118046,5.1,38.9,56.1
E00118047,4.5,27.2,68.3
E00118048,6.8,21.1,72
E00118050,5.5,29.8,64.6
E00118051,4.4,39.5,56.1
E00118052,2.9,32.1,65
E00118053,1.9,27.3,70.8
E00118054,0.8,50.8,48.5
E00118055,1.4,17.4,81.2
E00118058,0.6,29.2,70.1
E00118059,4.5,23.6,71.8
E00118060,2.2,22.6,75.3
E00118061,7.9,16.6,75.5
E00118232,3.2,24.1,72.7
E00118233,6,16.7,77.4
E00118234,4.3,21.8,73.9
E00118235,4,23.4,72.6
E00118236,4.8,21.4,73.8
E00118237,12.4,21.2,66.4
E00118238,5.2,19.5,75.3
E00118239,3.8,19.5,76.7
E00118240,3.4,23.8,72.8
E00118241,6.7,28.6,64.8
E00118242,4,24.2,71.8
E00118243,3.3,27.5,69.2
E00118252,5,16,79
E00118253,5.4,24.8,69.8
E00118254,7.6,10.7,81.7
E00118255,6.4,12.8,80.8
E00118256,1.8,28.7,69.5
E00118257,4.2,21.2,74.5
E00118258,2.4,17,80.6
E00118259,4,19,77
E00118260,8.9,23.2,67.9
E00118261,4.8,15.5,79.8
E00118262,2.6,24.5,72.8
E00118263,4.3,16.7,78.9
E00118264,2.7,17.8,79.5
E00118300,0.7,29.1,70.1
E00118301,6.5,23.9,69.6
E00118302,6.7,27.5,65.8
E00118304,2.8,39.4,57.8
E00118305,8.3,45.1,46.5
E00118306,4.8,36.1,59.2
E00118307,3.1,46.9,50
E00118308,3.2,24.8,72
E00167962,0,24.5,75.5
E00167966,4.6,19.2,76.2
