areacd,disability_3a-001,disability_3a-002
E00086108,21,79
E00086109,20.6,79.4
E00086111,24.3,75.7
E00086112,24.2,75.8
E00086113,24.2,75.8
E00086114,13.8,86.2
E00086115,13.5,86.5
E00086117,26.1,73.9
E00086143,21.1,78.9
E00086144,17.7,82.3
E00086145,13.2,86.8
E00086161,16.7,83.3
E00086168,9.2,90.8
E00086413,13.7,86.3
E00086414,24.3,75.7
E00086415,21.5,78.5
E00086416,22.6,77.4
E00086417,18.2,81.8
E00086420,17.8,82.2
E00086421,26.2,73.8
E00086422,24.4,75.6
E00086423,28.7,71.3
E00086424,13.4,86.6
E00086425,20.5,79.5
E00086426,18.5,81.5
E00086427,26,74
E00086428,20.7,79.3
E00086429,20.3,79.7
E00086430,20.4,79.6
E00086431,18.9,81.1
E00086432,18.5,81.5
E00086433,20.7,79.3
E00086434,22.1,77.9
E00086435,26.1,73.9
E00086436,27.8,72.2
E00086437,19.3,80.7
E00086438,21.4,78.6
E00086439,25.8,74.2
E00086440,23,77
E00086441,21.6,78.4
E00086442,23.5,76.5
E00086443,26.4,73.6
E00086444,18.5,81.5
E00086445,15.1,84.9
E00086446,26.3,73.7
E00086447,17.4,82.6
E00086448,22.7,77.3
E00086449,30.4,69.6
E00086450,27.4,72.6
E00086451,18.2,81.8
E00086452,22.9,77.1
E00086453,16.5,83.5
E00086454,17.6,82.4
E00115488,10,90
E00115489,17.6,82.4
E00115490,14.4,85.6
E00115491,16.3,83.7
E00115492,9.8,90.2
E00115493,13.9,86.1
E00115494,12.3,87.7
E00115495,24.4,75.6
E00115496,30.1,69.9
E00115497,30.1,69.9
E00115498,12.9,87.1
E00115499,23.6,76.4
E00115500,17.3,82.7
E00115501,11.3,88.8
E00115509,15.4,84.6
E00115510,7.7,92.3
E00115511,9.1,90.9
E00115512,11.6,88.4
E00115513,13.6,86.4
E00115514,19.9,80.1
E00115515,19.8,80.2
E00115516,19.6,80.4
E00115517,19.7,80.3
E00115518,24.1,75.9
E00115519,23.3,76.7
E00115520,17.9,82.1
E00115521,10.6,89.4
E00115522,12.9,87.1
E00115523,15.8,84.2
E00115524,13.7,86.3
E00115525,25.9,74.1
E00115526,16.4,83.6
E00115527,19.2,80.8
E00115528,22.9,77.1
E00115529,11.7,88.3
E00115530,31,69
E00115531,17.2,82.8
E00115532,14.9,85.1
E00115533,11.7,88.3
E00115534,14.2,85.8
E00115535,13.5,86.5
E00115536,30.4,69.6
E00115537,17.4,82.6
E00115538,26.5,73.5
E00115539,17.5,82.5
E00115540,22.7,77.3
E00115541,18.8,81.3
E00115542,20.9,79.1
E00115543,29.6,70.4
E00115544,15.7,84.3
E00115545,12.2,87.8
E00115546,14.7,85.3
E00115547,24.1,75.9
E00115548,13.8,86.2
E00115549,14.4,85.6
E00115550,16,84
E00115551,28,72
E00115552,20,80
E00115553,20.6,79.4
E00115554,23.5,76.5
E00115555,18.5,81.5
E00115556,26.2,73.8
E00115557,22.3,77.7
E00115558,13.3,86.7
E00115559,20.7,79.3
E00115560,17.9,82.1
E00115572,15.2,84.8
E00115573,14.2,85.8
E00115574,19.5,80.5
E00115575,22.8,77.2
E00115576,20.5,79.5
E00115577,28.5,71.5
E00115579,18.5,81.5
E00115580,22.9,77.1
E00115582,19.4,80.6
E00115583,20.3,79.7
E00115584,16,84
E00115585,17.3,82.7
E00115586,26.1,73.9
E00115587,16.5,83.5
E00115588,21,79
E00115589,21.4,78.6
E00115590,21.5,78.5
E00115591,7.9,92.1
E00115592,25,75
E00115593,15.5,84.5
E00115599,19.1,80.9
E00115600,22.1,77.9
E00115601,16.9,83.1
E00115602,26.1,73.9
E00115603,22.9,77.1
E00115604,17.7,82.3
E00115685,17.3,82.7
E00115686,19,81
E00115687,14.8,85.2
E00115688,20,80
E00115689,20.1,79.9
E00115690,15,85
E00115691,23.5,76.5
E00115693,18,82
E00115694,13,87
E00115710,24.8,75.2
E00115711,10.8,89.2
E00115712,16.2,83.8
E00115713,20.9,79.1
E00115714,12.1,87.9
E00115715,14.1,85.9
E00115716,12.7,87.3
