geography_code,disability_3a-001,disability_3a-002
E00127329,19.5,80.5
E00127330,17.2,82.8
E00127331,16.2,83.8
E00127332,20.1,79.9
E00127333,20.9,79.1
E00127334,22.6,77.4
E00127335,18.3,81.7
E00127336,24.5,75.5
E00127337,15.1,84.9
E00127338,17.4,82.6
E00127339,17,83
E00127340,16.2,83.8
E00127341,11.5,88.5
E00127342,19.6,80.4
E00127343,19.7,80.3
E00127344,27.9,72.1
E00127345,20.2,79.8
E00127346,20.5,79.5
E00127347,25.9,74.1
E00127348,29.2,70.8
E00127349,24.2,75.8
E00127350,18.5,81.5
E00127351,24.7,75.3
E00127352,23.8,76.2
E00127354,28.1,71.9
E00127355,17.5,82.5
E00127357,16.8,83.2
E00127358,26.4,73.6
E00127359,19.2,80.8
E00127360,14.8,85.2
E00127361,27.6,72.4
E00127362,16.9,83.1
E00127363,12.9,87.1
E00127364,21.5,78.5
E00127365,17.7,82.3
E00127366,29.7,70.3
E00127367,20.6,79.4
E00127368,17.3,82.7
E00127369,17.1,82.9
E00127370,14.7,85.3
E00127371,16.4,83.6
E00127372,24.8,75.2
E00127373,17.7,82.3
E00127374,29.8,70.2
E00127375,18.1,81.9
E00127376,18.4,81.6
E00127377,21.5,78.5
E00127378,16.7,83.3
E00127379,17.5,82.5
E00127380,18.1,81.9
E00127381,17.9,82.1
E00127384,19,81
E00127391,16.4,83.6
E00127392,17.9,82.1
E00127396,20.7,79.3
E00127399,17,83
E00127400,18.8,81.2
E00127402,19.3,80.7
E00127403,25.7,74.3
E00127406,18.5,81.5
E00127407,22.3,77.7
E00127408,16.5,83.5
E00127409,14.5,85.5
E00127410,16.8,83.2
E00127413,14.3,85.7
E00127415,15.8,84.2
E00127416,15.4,84.6
E00127417,12.6,87.4
E00127419,17.8,82.2
E00127420,21.5,78.5
E00127421,21.3,78.7
E00127422,8.8,91.2
E00127423,13.4,86.6
E00127426,19,81
E00127427,15.5,84.5
E00127428,22.6,77.4
E00127429,17.7,82.3
E00127431,14.2,85.8
E00127433,22.9,77.1
E00127515,26.5,73.5
E00127516,19.2,80.8
E00127517,9.8,90.2
E00127518,16.9,83.1
E00127519,17.5,82.5
E00127520,15,85
E00127521,18.1,81.9
E00127522,18.1,81.9
E00127524,19.6,80.4
E00127525,14.8,85.2
E00127527,13.7,86.3
E00127528,17,83
E00127529,16.7,83.3
E00127530,18.2,81.8
E00127531,17.4,82.6
E00127532,16.4,83.6
E00127533,16.2,83.8
E00127534,17.9,82.1
E00127535,20.7,79.3
E00127536,18.5,81.5
E00127537,10.9,89.1
E00127538,14.9,85.1
E00127539,21.3,78.7
E00127540,14.7,85.3
E00127541,18.2,81.8
E00127542,18.2,81.8
E00127543,17.6,82.4
E00127544,19,81
E00127545,16.2,83.8
E00127546,24.6,75.4
E00127547,17,83
E00127548,24.8,75.2
E00127549,13.6,86.4
E00127550,17.3,82.7
E00127551,14.1,85.9
E00127552,16.5,83.5
E00127553,18.1,81.9
E00127554,19,81
E00127555,17.2,82.8
E00127556,18.9,81.1
E00127557,15.5,84.5
E00127558,14.9,85.1
E00127559,15.9,84.1
E00127597,19.4,80.6
E00127598,21,79
E00127599,20.1,79.9
E00127600,20.7,79.3
E00127601,26,74
E00127602,13.3,86.7
E00127603,12.2,87.8
E00127604,12.8,87.2
E00127605,10.3,89.7
E00127606,20,80
E00127607,16.9,83.1
E00127608,28.6,71.4
E00127609,31.5,68.5
E00127610,17.8,82.2
E00127611,15.1,84.9
E00127612,13.4,86.6
E00127613,24.5,75.5
E00127614,14.6,85.4
E00127615,18,82
E00127616,11.8,88.2
E00127618,17.6,82.4
E00127619,14.6,85.4
E00127620,13.1,86.9
E00127621,22,78
E00127622,23.9,76.1
E00127623,20.9,79.1
E00127624,13.3,86.7
E00127625,19.4,80.6
E00127626,17.8,82.2
E00127627,16.5,83.5
E00127628,13.9,86.1
E00127629,13.5,86.5
E00127630,30.2,69.8
E00127631,14.7,85.3
E00127632,21.2,78.8
E00127633,16.7,83.3
E00127642,25.4,74.6
E00127643,14.7,85.3
E00127644,20.4,79.6
E00127645,16.6,83.4
E00127646,24.5,75.5
E00127647,13.3,86.7
E00127648,13.1,86.9
E00127649,20,80
E00127650,28.9,71.1
E00127651,18.8,81.3
E00127652,45.2,54.8
E00127653,22,78
E00127654,20.4,79.6
E00127655,14.4,85.6
E00127656,33.3,66.7
E00127657,20.7,79.3
E00127658,15.5,84.5
E00127659,21.8,78.2
E00127660,23.2,76.8
E00127661,21.5,78.5
E00127662,26.9,73.1
E00127663,19.6,80.4
E00127664,22,78
E00127665,25.6,74.4
E00127670,24,76
E00127672,27.8,72.2
E00127676,25.8,74.2
E00127680,21.7,78.3
E00127682,21,79
E00127683,43.4,56.6
E00127684,34.1,65.9
E00127685,24.6,75.4
E00127687,17.6,82.4
E00127688,16.7,83.3
E00127689,18,82
E00127690,13.1,86.9
E00127691,13.9,86.1
E00127692,15.6,84.4
E00127693,15.2,84.8
E00127695,27.6,72.4
E00127696,13.6,86.4
E00127698,18.6,81.4
E00127699,21.3,78.7
E00127700,25.7,74.3
E00127701,19.4,80.6
E00127728,21.1,78.9
E00127729,20.8,79.2
E00127730,21.6,78.4
E00127731,20.8,79.2
E00127733,11.1,88.9
E00127734,10.6,89.4
E00127735,15.8,84.2
E00127737,23.4,76.6
E00127738,29.2,70.8
E00127739,20.7,79.3
E00127740,19.8,80.2
E00127741,17.9,82.1
E00127742,20.6,79.4
E00127743,17.7,82.3
E00127744,15.7,84.3
E00129963,11.5,88.5
E00140271,15.4,84.6
E00140272,20.3,79.7
E00140273,18.4,81.6
E00140274,19.4,80.6
E00140275,23.6,76.4
E00140276,20.2,79.8
E00140277,15.6,84.4
E00140278,25.5,74.5
E00140279,21.4,78.6
E00140280,19.6,80.4
E00140281,14.4,85.6
E00140282,17.6,82.4
E00140338,19.2,80.8
E00140339,24,76
E00140341,14,86
E00140342,31.8,68.2
E00140343,19,81
E00140344,15.9,84.1
E00140346,15.6,84.4
E00170158,6.3,93.7
E00170159,12.7,87.3
E00170160,20,80
E00170161,10.9,89.1
E00170162,24.6,75.4
E00170163,14.1,85.9
E00170165,19.9,80.1
E00170168,14.3,85.7
E00170169,14.2,85.8
E00170170,11.4,88.6
E00170171,9.7,90.3
E00185570,10.4,89.6
E00185582,8.3,91.7
E00185587,12.5,87.5
E00185589,13.5,86.5
E00185590,16.3,83.7
E00185594,16,84
E00185602,13.3,86.7
E00185618,42,58
E00185621,16.5,83.5
E00185623,14,86
E00185629,21.1,78.9
E00185635,11.5,88.5
E00185636,12.2,87.8
E00185643,9.3,90.7
E00185646,19.9,80.1
E00185647,18.3,81.7
E00185653,14,86
E00185659,23,77
E00185661,13.6,86.4
E00185664,14.7,85.3
