geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00127329,7.6,20.2,59.7,12.6
E00127330,12.1,24.2,54.8,8.9
E00127331,12.6,19.9,55,12.6
E00127332,9.9,22.8,53.7,13.6
E00127333,12,24,57.6,6.4
E00127334,10.5,21.9,55.3,12.3
E00127335,7.8,21.7,55.8,14.7
E00127336,15,19.6,52.3,13.1
E00127337,13.6,22.7,55.8,7.8
E00127338,3.8,23.1,61.5,11.5
E00127339,9.3,21.4,57.1,12.1
E00127340,9.4,21.5,57,12.1
E00127341,7.4,20.7,61.7,10.1
E00127342,11.5,25,56.3,7.3
E00127343,14.6,18.4,56.3,10.7
E00127344,6.3,23.2,59.2,11.3
E00127345,19.4,12.9,52.7,15.1
E00127346,9.3,21.3,59.3,10
E00127347,8.3,22.6,62.4,6.8
E00127348,13.2,22.5,52.7,11.6
E00127349,12.1,24.2,55.6,8.1
E00127350,9.8,25,58.2,7.1
E00127351,12.8,19.2,62.4,5.6
E00127352,7.3,29.6,57,6.1
E00127354,17.3,23.6,50.4,8.7
E00127355,15.4,13.4,57.7,13.4
E00127357,21.3,18.9,55.1,4.7
E00127358,32.9,13.4,41.6,12.1
E00127359,11.1,25,59,4.9
E00127360,9.6,20.8,56.8,12.8
E00127361,17,15.9,55.7,11.4
E00127362,14.4,19.4,59.7,6.5
E00127363,12.5,19.4,56.3,11.9
E00127364,16.8,17.4,56.3,9.6
E00127365,18.2,25.6,51.2,5
E00127366,7.7,24.6,54.6,13.1
E00127367,12.7,21.8,58.2,7.3
E00127368,9.7,26.1,54.5,9.7
E00127369,10.8,21.1,56.2,11.9
E00127370,10.1,25.9,55.1,8.9
E00127371,12.5,22.5,58.8,6.3
E00127372,8.8,17.6,62.1,11.5
E00127373,7.5,22,58.5,11.9
E00127374,11.9,22,54.2,11.9
E00127375,11.6,18.6,58.1,11.6
E00127376,15.3,24.8,52.6,7.3
E00127377,9.3,23.6,55,12.1
E00127378,7.3,23.6,63.6,5.5
E00127379,6.3,20.8,63.5,9.4
E00127380,14.6,23.2,55.6,6.6
E00127381,19.1,19.9,53.2,7.8
E00127384,16.8,32.1,45,6.1
E00127391,24,15.8,50.7,9.6
E00127392,20,23.5,52.2,4.3
E00127396,13.7,25.8,56.5,4
E00127399,14,20.2,51.8,14
E00127400,20.1,17.3,58.3,4.3
E00127402,17.6,23.5,54.9,3.9
E00127403,13.9,18.1,65.3,2.8
E00127406,19.1,14.7,57.4,8.8
E00127407,17.5,16.7,58.8,7
E00127408,34,18,38.7,9.3
E00127409,26.8,17.6,44.4,11.3
E00127410,22.8,16.3,47.8,13
E00127413,10.5,15.6,59.5,14.3
E00127415,11.6,22.1,61.1,5.3
E00127416,14.4,18.1,51.1,16.5
E00127417,12.2,22.3,49.6,15.8
E00127419,12.8,20.8,50.4,16
E00127420,10.4,24.5,54.6,10.4
E00127421,8,25.4,58.7,8
E00127422,10.3,16.6,44,29.1
E00127423,13.6,16,50,20.4
E00127426,8.2,24,59.6,8.2
E00127427,6.4,22.4,63.5,7.7
E00127428,5.1,22.8,62.5,9.6
E00127429,11.8,22,60.6,5.5
E00127431,15.5,18.6,45,20.9
E00127433,7.6,26.5,50.8,15.2
E00127515,17,22.7,48.9,11.4
E00127516,14.3,20.6,61.9,3.2
E00127517,12.3,15.8,57,14.9
E00127518,28,22.7,45.3,4
E00127519,18.6,17.6,57.8,5.9
E00127520,8.5,28.4,56.7,6.4
E00127521,9.3,19.4,68.5,2.8
E00127522,15.6,20,56.3,8.1
E00127524,26.8,18.8,50,4.3
E00127525,30.3,22.9,41.3,5.5
E00127527,14.7,24.8,52.7,7.8
E00127528,14,19.8,61.2,5
E00127529,7.9,23,59.9,9.2
E00127530,4.6,25.9,61.1,8.3
E00127531,12.7,20.9,57.3,9.1
E00127532,7,26.9,55.6,10.5
E00127533,8.5,20.2,61.2,10.1
E00127534,14.6,24.3,52.1,9
E00127535,15.6,21.1,57.8,5.4
E00127536,12.8,19.6,57.4,10.1
E00127537,10.2,24.7,39.8,25.3
E00127538,12.8,26.9,41,19.2
E00127539,17.2,25.2,45.7,11.9
E00127540,13.7,20.5,54.2,11.6
E00127541,13.8,20.2,47.7,18.3
E00127542,13.6,15.2,53.8,17.4
E00127543,10.6,20.5,55.3,13.6
E00127544,15.4,18.5,52.3,13.8
E00127545,12.8,26.2,53,7.9
E00127546,17.4,18.8,36.1,27.8
E00127547,8.6,20.5,59.6,11.3
E00127548,7.6,23.5,60.6,8.3
E00127549,12.6,23.4,52.3,11.7
E00127550,15.7,19.3,50,15.1
E00127551,14.2,20.6,55.3,9.9
E00127552,9.6,17.1,61,12.3
E00127553,6.4,19.1,63.8,10.6
E00127554,15.5,16.4,41.4,26.7
E00127555,9.6,21.8,42.3,26.3
E00127556,11.1,19.6,51,18.3
E00127557,16.1,22.1,33.7,28.1
E00127558,16.8,23.2,49.5,10.5
E00127559,6.6,27.2,39.7,26.5
E00127597,8.5,26.2,54.6,10.8
E00127598,13.1,23.4,52.6,10.9
E00127599,13.2,19.8,53.7,13.2
E00127600,10.4,16,60.8,12.8
E00127601,13.8,19.5,54,12.6
E00127602,8.7,18.8,62.4,10.1
E00127603,4.9,21.1,64.2,9.8
E00127604,14.6,18.5,58.9,7.9
E00127605,12.3,23.9,57.4,6.5
E00127606,10.9,24.5,55.1,9.5
E00127607,12,15,61,12
E00127608,7.3,23.2,58.5,11
E00127609,4.4,20.9,65.9,8.8
E00127610,17.2,18.7,58.2,6
E00127611,13.7,24.2,52.9,9.2
E00127612,10.8,21.5,53.2,14.6
E00127613,10.6,21.2,55.3,12.9
E00127614,19.1,17.4,50.4,13
E00127615,11,26,50,13
E00127616,11.9,20.5,51.5,16
E00127618,20,20,49.3,10.7
E00127619,3.6,22.5,66.7,7.2
E00127620,9.6,15.4,65.4,9.6
E00127621,14.9,22.7,55.3,7.1
E00127622,11.1,15.9,58.7,14.3
E00127623,5.9,26.8,61.4,5.9
E00127624,13.1,21.6,54.2,11.1
E00127625,15.3,13.2,61.1,10.4
E00127626,11,18.1,63.9,7.1
E00127627,13.1,24.6,54.6,7.7
E00127628,19,15.7,55.4,9.9
E00127629,10.8,23,62.2,4.1
E00127630,8.5,27.1,58.5,5.9
E00127631,10.1,19.6,58.1,12.2
E00127632,17.6,15.7,63.9,2.8
E00127633,5.2,20.7,65.2,8.9
E00127642,8.6,24.1,55.6,11.7
E00127643,12.3,16.4,63.7,7.6
E00127644,10.5,27,54.6,7.9
E00127645,7.9,22.3,62.6,7.2
E00127646,9.8,23.2,58.5,8.5
E00127647,7.6,28.7,57.3,6.4
E00127648,7.5,20.5,62.5,9.5
E00127649,11,27.3,54.5,7.1
E00127650,10.8,25.8,48.3,15
E00127651,6.4,27.9,61.4,4.3
E00127652,2.8,11.1,69.4,16.7
E00127653,14.1,20,57.8,8.1
E00127654,12.1,24.8,50,13.1
E00127655,7.5,24.2,61.5,6.8
E00127656,14.3,28.6,55.6,1.6
E00127657,12.6,21.8,57.1,8.4
E00127658,9.9,17,61.7,11.3
E00127659,9.8,20.9,62.1,7.2
E00127660,10.2,16.8,59.9,13.1
E00127661,9.7,25.7,54.2,10.4
E00127662,12.3,25.4,58,4.3
E00127663,10.6,21.9,60.6,6.9
E00127664,13.5,18,55.6,12.8
E00127665,10.9,31.9,47.8,9.4
E00127670,14.3,22.1,55,8.6
E00127672,4.9,28.4,51.9,14.8
E00127676,11.2,34.4,47.2,7.2
E00127680,18.8,29.7,43.8,7.8
E00127682,6.9,22.1,63.4,7.6
E00127683,20.5,23.1,38.5,17.9
E00127684,11,26.4,41.8,20.9
E00127685,8.9,25.2,50.4,15.4
E00127687,10.1,22,58.7,9.2
E00127688,10.8,25.2,48.2,15.8
E00127689,16.8,15.8,44.2,23.2
E00127690,11.4,17.6,58.5,12.4
E00127691,13.3,27.7,44.6,14.5
E00127692,16,21.3,56.4,6.4
E00127693,11.7,32,43,13.3
E00127695,24.4,17.4,41.9,16.3
E00127696,15.1,20.1,49.6,15.1
E00127698,10.6,23.5,54.1,11.8
E00127699,7.5,19.2,55.8,17.5
E00127700,10.9,19.5,60.2,9.4
E00127701,14.2,20,50.8,15
E00127728,3.9,19.7,55.3,21.1
E00127729,11.8,20,51.8,16.5
E00127730,19.5,25.6,39,15.9
E00127731,10.7,20,45.7,23.6
E00127733,16.6,20.4,40.1,22.9
E00127734,15.4,17.3,41.3,26
E00127735,11.3,21,46.8,21
E00127737,11.6,20.5,57.1,10.7
E00127738,9,17.9,60.4,12.7
E00127739,9.1,17.5,61.7,11.7
E00127740,15.3,28.2,49.6,6.9
E00127741,11.9,27.1,49.2,11.9
E00127742,14.3,24.3,48.6,12.9
E00127743,13.3,23.7,51.1,11.9
E00127744,13.3,14.8,56.3,15.6
E00129963,9.7,21.8,51.5,17
E00140271,18,18.5,46,17.5
E00140272,13.8,16.5,53.2,16.5
E00140273,9.8,22.3,56,12
E00140274,12.6,21.6,50.5,15.3
E00140275,11.1,25,50,13.9
E00140276,17.6,21.2,48.5,12.7
E00140277,13.5,18.8,54.1,13.5
E00140278,18.2,26.4,42.1,13.2
E00140279,12.5,24.4,55,8.1
E00140280,18,21.1,44.4,16.5
E00140281,19.9,19.9,39,21.3
E00140282,11.3,25.4,46.5,16.9
E00140338,10.7,18.1,55.7,15.4
E00140339,13.8,21.1,43.1,22
E00140341,16.1,22.3,52.7,8.9
E00140342,14.2,17.7,54.9,13.3
E00140343,14.4,16.4,51.4,17.8
E00140344,12.4,25.9,48.8,12.9
E00140346,17.3,19.1,42,21.6
E00170158,7.9,28.7,55.4,7.9
E00170159,8.6,22.3,61.2,7.9
E00170160,15,15,63.3,6.7
E00170161,31.2,10.1,54.1,4.6
E00170162,8.7,25,55.4,10.9
E00170163,29.7,12.2,56.8,1.4
E00170165,20.3,17.6,55.4,6.8
E00170168,65.4,15.1,13.8,5.7
E00170169,5.9,5.9,77.1,11.2
E00170170,63.7,16.4,14.2,5.8
E00170171,9.2,21.5,53.8,15.4
E00185570,3.9,22.2,60.9,13
E00185582,8.4,15,66.1,10.5
E00185587,26.9,15.1,53.8,4.2
E00185589,8.6,12.1,69.5,9.8
E00185590,36.6,12.2,39,12.2
E00185594,11.4,16.7,59.6,12.3
E00185602,36.4,13.6,43.9,6.1
E00185618,11.9,25.7,44,18.3
E00185621,5.5,17.8,63.2,13.5
E00185623,28.4,19.8,50.6,1.2
E00185629,26.9,26.9,37.9,8.3
E00185635,11.8,15.9,56.4,15.9
E00185636,6.3,20.5,63.4,9.8
E00185643,8.3,18.6,60.3,12.7
E00185646,16.8,20.5,50.4,12.3
E00185647,18.2,13.3,62.2,6.3
E00185653,9.2,25.7,47.7,17.4
E00185659,9.3,24.4,58.1,8.1
E00185661,3.4,17,71.6,8
E00185664,7.7,22.4,61.5,8.4
