areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00004172,29.7,70.3
E00004174,34.1,65.9
E00004185,24.7,75.3
E00004187,22,78
E00004188,7.8,92.2
E00004189,23.2,76.8
E00004194,23.1,76.9
E00004196,21.6,78.4
E00004198,24.1,75.9
E00004199,26.3,73.7
E00004200,20.9,79.1
E00004681,13.9,86.1
E00004682,49.3,50.7
E00004683,41.1,58.9
E00004684,30,70
E00004685,43.6,56.4
E00004686,26.4,73.6
E00004687,26.2,73.8
E00004688,38,62
E00004689,40.2,59.8
E00004690,27.2,72.8
E00004691,23.9,76.1
E00004692,34.7,65.3
E00004693,33.3,66.7
E00004694,44.7,55.3
E00004695,29.6,70.4
E00004696,39.8,60.2
E00004697,36.8,63.2
E00004699,36.8,63.2
E00004700,41.6,58.4
E00004701,36.5,63.5
E00004705,25.6,74.4
E00004706,31.1,68.9
E00004707,27.6,72.4
E00004708,26.1,73.9
E00004709,30.2,69.8
E00004710,34.4,65.6
E00004711,26.6,73.4
E00004712,28.9,71.1
E00004713,23.8,76.2
E00004714,10.4,89.6
E00004715,24.5,75.5
E00004717,20.8,79.2
E00004719,39.9,60.1
E00004720,23.1,76.9
E00004721,45.8,54.2
E00004725,36.1,63.9
E00004726,31.5,68.5
E00004747,33.8,66.2
E00004748,36.4,63.6
E00004749,49.8,50.2
E00004750,31.6,68.4
E00004752,34.5,65.5
E00004753,38.3,61.7
E00004754,30.3,69.7
E00004755,35.5,64.5
E00004756,40,60
E00004757,47.7,52.3
E00004758,58.1,41.9
E00004759,38.6,61.4
E00004760,43.4,56.6
E00004761,42.1,57.9
E00004762,45.5,54.5
E00004764,33.3,66.7
E00023418,15.8,84.2
E00023440,24.5,75.5
E00023442,20.5,79.5
E00023443,35.2,64.8
E00023444,18.3,81.7
E00023446,21.1,78.9
E00023449,17.2,82.8
E00023486,18.4,81.6
E00023487,22.5,77.5
E00023488,16.6,83.4
E00023489,12.7,87.3
E00023490,29.6,70.4
E00023491,21.6,78.4
E00023492,16.7,83.3
E00023493,29.5,70.5
E00023494,20.1,79.9
E00023495,19.1,80.9
E00023496,19.2,80.8
E00023497,22,78
E00023498,19.1,80.9
E00023499,21.7,78.3
E00023500,15.8,84.2
E00023501,25.3,74.7
E00023502,20.1,79.9
E00023503,11.8,88.2
E00023504,21.5,78.5
E00023505,25.7,74.3
E00023506,18.4,81.6
E00023507,24.7,75.3
E00023508,15.9,84.1
E00023509,18.6,81.4
E00023510,20,80
E00023511,11.5,88.5
E00023512,10.8,89.2
E00023513,16.7,83.3
E00023514,18.4,81.6
E00023515,29.8,70.2
E00023516,20.8,79.2
E00023517,24.9,75.1
E00023518,23.3,76.7
E00023519,24.8,75.2
E00023520,14.6,85.4
E00023521,13.5,86.5
E00023522,25.6,74.4
E00023523,23.9,76.1
E00023524,16.2,83.8
E00023525,26.2,73.8
E00023526,28.1,71.9
E00023527,12,88
E00023528,14.9,85.1
E00023529,25.2,74.8
E00023564,47.4,52.6
E00023565,31.8,68.2
E00023566,29,71
E00023567,30.9,69.1
E00023569,50.6,49.4
E00023570,18.4,81.6
E00023571,36,64
E00023572,38.9,61.1
E00023573,35,65
E00023574,32.6,67.4
E00023575,35.7,64.3
E00023576,36,64
E00023577,23,77
E00023578,25.6,74.4
E00023579,53.4,46.6
E00023580,43.4,56.6
E00023581,46.4,53.6
E00023617,24.7,75.3
E00023620,24.3,75.7
E00023622,16,84
E00023623,25.5,74.5
E00023624,18.5,81.5
E00023625,22.1,77.9
E00023627,25.9,74.1
