areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00004172,57.4,42.1,0.5
E00004174,67.5,27.8,4.6
E00004185,69.6,28.8,1.6
E00004187,56.3,41.6,2.2
E00004188,48.6,49.5,1.8
E00004189,50.9,47.8,1.3
E00004194,53.7,45.1,1.1
E00004196,63.7,33.3,3
E00004198,46.8,50.6,2.6
E00004199,51.1,48.5,0.4
E00004200,52.5,44.6,2.8
E00004681,63.1,34.5,2.5
E00004682,81.4,15.5,3.1
E00004683,79.1,14.1,6.8
E00004684,67.8,23.9,8.3
E00004685,77.5,20.4,2.1
E00004686,72,23.6,4.4
E00004687,66,30.9,3.1
E00004688,77.5,16.6,5.9
E00004689,70.9,24.5,4.6
E00004690,72.6,23.9,3.5
E00004691,73.5,21.8,4.6
E00004692,67.3,28.8,3.9
E00004693,71,25.2,3.7
E00004694,63.3,34.8,1.9
E00004695,64.1,34.2,1.7
E00004696,74.6,21.6,3.8
E00004697,67.3,31.6,1
E00004699,70.5,21.4,8.1
E00004700,77.6,16.8,5.6
E00004701,81.4,14.5,4.1
E00004705,75.3,23.1,1.7
E00004706,63.9,31.1,5
E00004707,47.2,50.4,2.4
E00004708,62.1,29.4,8.5
E00004709,73.5,20.8,5.7
E00004710,76.3,20.9,2.8
E00004711,75.9,20.4,3.7
E00004712,78.5,21.1,0.4
E00004713,79.9,14.8,5.3
E00004714,67.6,31.3,1.2
E00004715,67.8,27,5.2
E00004717,69.6,25.3,5.2
E00004719,80.1,15.2,4.7
E00004720,75.7,18,6.3
E00004721,77.7,19.5,2.8
E00004725,80,14.4,5.6
E00004726,73.3,21.5,5.3
E00004747,69.2,27.7,3.1
E00004748,74.9,19.2,6
E00004749,79.7,16.7,3.6
E00004750,68,27.1,4.8
E00004752,80.8,14.1,5.1
E00004753,75.9,18.8,5.3
E00004754,66.7,28.8,4.5
E00004755,75.2,17.8,7
E00004756,70.3,20.5,9.2
E00004757,83.4,13.2,3.4
E00004758,81.9,14.5,3.6
E00004759,76.1,14.2,9.7
E00004760,85.9,9.7,4.4
E00004761,79.6,10.8,9.6
E00004762,67.8,27.1,5.1
E00004764,78.6,17,4.5
E00023418,46.7,52.4,0.9
E00023440,59.8,36.5,3.7
E00023442,53.7,41.4,4.9
E00023443,71.8,24.9,3.3
E00023444,56.8,42.1,1.1
E00023446,67.4,27.8,4.8
E00023449,67.3,31.6,1.1
E00023486,44.6,51.3,4.1
E00023487,52.9,44.1,2.9
E00023488,50.4,48.6,1.1
E00023489,38.8,60.3,0.9
E00023490,65.1,32.7,2.2
E00023491,72.1,26,1.9
E00023492,41.5,57.1,1.4
E00023493,63.9,35.3,0.8
E00023494,44.4,51,4.7
E00023495,46.8,51.1,2.1
E00023496,61.9,35.5,2.6
E00023497,72.2,27.2,0.6
E00023498,59.5,38.4,2.1
E00023499,72,26.9,1.1
E00023500,40.8,56.5,2.6
E00023501,53.4,45.5,1.2
E00023502,50.5,48.6,0.9
E00023503,39.1,55.7,5.2
E00023504,35.7,54.4,9.9
E00023505,61.5,38,0.6
E00023506,37,62,0.9
E00023507,56.1,39.2,4.7
E00023508,37.8,57.3,4.9
E00023509,39.5,58,2.5
E00023510,41.6,54.6,3.8
E00023511,39.6,57.9,2.5
E00023512,51.3,48.7,0
E00023513,41.8,56.6,1.6
E00023514,56.7,42.4,0.9
E00023515,48.1,49.4,2.5
