areacd,disability_3a-001,disability_3a-002
E00004172,16.4,83.6
E00004174,26.2,73.8
E00004185,18.4,81.6
E00004187,11,89
E00004188,12.1,87.9
E00004189,15.6,84.4
E00004194,10.7,89.3
E00004196,12.1,87.9
E00004198,12.2,87.8
E00004199,10.6,89.4
E00004200,11.8,88.2
E00004681,8.8,91.2
E00004682,17.7,82.3
E00004683,19.5,80.5
E00004684,16.2,83.8
E00004685,13.3,86.7
E00004686,13.8,86.2
E00004687,6.8,93.2
E00004688,17.6,82.4
E00004689,14,86
E00004690,11.9,88.1
E00004691,14.5,85.5
E00004692,19.1,80.9
E00004693,14.3,85.7
E00004694,15.5,84.5
E00004695,13.7,86.3
E00004696,16.3,83.7
E00004697,21,79
E00004699,17.8,82.2
E00004700,29,71
E00004701,11.9,88.1
E00004705,10.2,89.8
E00004706,18.1,81.9
E00004707,9.8,90.2
E00004708,24.4,75.6
E00004709,15.3,84.7
E00004710,17.9,82.1
E00004711,14,86
E00004712,11.3,88.7
E00004713,19.4,80.6
E00004714,8,92
E00004715,20.2,79.8
E00004717,12.1,87.9
E00004719,19.1,80.9
E00004720,20,80
E00004721,12.8,87.2
E00004725,19.4,80.6
E00004726,23.7,76.3
E00004747,16.4,83.6
E00004748,17.7,82.3
E00004749,18.3,81.7
E00004750,20.3,79.7
E00004752,22.4,77.6
E00004753,23.8,76.2
E00004754,19.6,80.4
E00004755,22.3,77.7
E00004756,15.7,84.3
E00004757,14.2,85.8
E00004758,13,87
E00004759,21.9,78.1
E00004760,28.6,71.4
E00004761,15.5,84.5
E00004762,15.5,84.5
E00004764,21,79
E00023418,9.6,90.4
E00023440,15.5,84.5
E00023442,9.3,90.7
E00023443,24.8,75.2
E00023444,8.9,91.1
E00023446,23.3,76.7
E00023449,10.9,89.1
E00023486,11.9,88.1
E00023487,12.5,87.5
E00023488,5.9,94.1
E00023489,7.5,92.5
E00023490,14.3,85.7
E00023491,24,76
E00023492,14.8,85.2
E00023493,10,90
E00023494,9,91
E00023495,6.5,93.5
E00023496,7,93
E00023497,11.2,88.8
E00023498,7,93
E00023499,35.1,64.9
E00023500,7.9,92.1
E00023501,7.1,92.9
E00023502,5.6,94.4
E00023503,10.6,89.4
E00023504,7,93
E00023505,9.4,90.6
E00023506,3.2,96.8
E00023507,10.4,89.6
E00023508,9.2,90.8
E00023509,6.9,93.1
E00023510,4.3,95.7
E00023511,8.8,91.3
E00023512,13,87
E00023513,9.3,90.7
E00023514,8.3,91.7
E00023515,13.3,86.7
E00023516,7.8,92.2
E00023517,9.9,90.1
E00023518,11,89
E00023519,10.8,89.2
E00023520,4.6,95.4
E00023521,6.6,93.4
E00023522,12.4,87.6
E00023523,5.8,94.2
E00023524,6.8,93.2
E00023525,11.2,88.8
E00023526,6.2,93.8
E00023527,9.8,90.2
E00023528,11.5,88.5
E00023529,13.8,86.2
E00023564,27.5,72.5
E00023565,18.1,81.9
E00023566,17.5,82.5
E00023567,27.3,72.7
E00023569,20.2,79.8
E00023570,15.4,84.6
E00023571,22.8,77.2
E00023572,14.2,85.8
E00023573,28.6,71.4
E00023574,29.9,70.1
E00023575,21.2,78.8
E00023576,24.4,75.6
E00023577,12.6,87.4
E00023578,24.3,75.7
E00023579,17.7,82.3
E00023580,22.6,77.4
E00023581,27.1,72.9
E00023617,16.1,83.9
E00023620,8.1,91.9
E00023622,6.2,93.8
E00023623,2.2,97.8
E00023624,12.2,87.8
E00023625,5.3,94.7
E00023627,7.8,92.2
E00023628,4.5,95.5
E00023629,11.7,88.3
E00023631,7.2,92.8
E00023632,11.6,88.4
E00023633,9,91
E00023634,5.7,94.3
E00023637,6.9,93.1
E00023639,19.3,80.7
E00023640,6.9,93.1
E00023641,7.5,92.5
E00023644,17.2,82.8
E00023646,24,76
E00023647,11.7,88.3
E00023648,15.3,84.7
E00023649,23.7,76.3
E00023650,11.2,88.8
E00023651,5.9,94.1
E00023652,6.9,93.1
E00023656,22.8,77.2
E00023754,20.1,79.9
E00023757,27.7,72.3
E00023760,23.5,76.5
E00023762,22.8,77.2
E00023811,5.2,94.8
E00023812,4.1,95.9
E00023813,10.9,89.1
E00023814,18.9,81.1
E00023815,22.4,77.6
E00023816,10.9,89.1
E00023817,9.6,90.4
E00023818,12.1,87.9
E00023819,9.1,90.9
E00023820,8.7,91.3
E00023821,5.7,94.3
E00023822,9.6,90.4
E00023823,14.8,85.2
E00023824,9.4,90.6
E00023825,5.5,94.5
E00023826,4.5,95.5
E00023827,8.6,91.4
E00023828,4.9,95.1
E00023829,7.2,92.8
E00023830,7.6,92.4
E00023831,10.3,89.7
E00023832,7.7,92.3
E00023833,4,96
E00023834,11.7,88.3
E00023835,6.3,93.8
E00023836,5.3,94.7
E00023837,9.5,90.5
E00023838,10.5,89.5
E00023839,6.3,93.7
E00023840,8,92
E00023841,7.6,92.4
E00023842,4.3,95.7
E00023843,18.5,81.5
E00023844,5.5,94.5
E00023845,6.4,93.6
E00023846,20.3,79.7
E00023847,14.7,85.3
E00023848,4.3,95.7
E00023880,12.2,87.8
E00023881,6.2,93.8
E00023883,21.1,78.9
E00023884,11.7,88.3
E00023885,11.5,88.5
E00023886,20.8,79.2
E00023887,10.4,89.6
E00023888,8.5,91.5
E00023889,14.2,85.8
E00023890,4.9,95.1
E00023891,6.7,93.3
E00023892,20.5,79.5
E00023893,7.9,92.1
E00023894,10.4,89.6
E00023895,6.8,93.2
E00023896,4.1,95.9
E00023899,9.6,90.4
E00023902,18.9,81.1
E00023903,8.2,91.8
E00023904,10.3,89.7
E00023907,13.6,86.4
E00023909,10.3,89.7
E00023910,13,87
E00023912,21.1,78.9
E00023916,6.7,93.3
E00023917,21,79
E00023919,8.6,91.4
E00023920,4.4,95.6
E00023921,7.9,92.1
E00023924,10,90
E00023925,7.8,92.2
E00024108,19.2,80.8
E00024112,8.6,91.4
E00024115,15.4,84.6
E00024116,9.8,90.2
E00024117,8.4,91.6
E00024121,12.6,87.4
E00024122,17.1,82.9
E00024123,18.5,81.5
E00024124,6.2,93.8
E00024125,8.6,91.4
E00024126,17.8,82.2
E00024128,7,93
E00024129,5.4,94.6
E00024134,14.8,85.2
E00024135,30.1,69.9
E00024136,14.7,85.3
E00024137,17.8,82.2
E00024138,18.3,81.7
E00024140,5.4,94.6
E00174650,11.5,88.5
E00174651,11.6,88.4
E00174652,18.9,81.1
E00174653,15.6,84.4
E00174654,15.4,84.6
E00174680,15.2,84.8
E00175187,7.4,92.6
E00175192,14.2,85.8
E00175193,23.1,76.9
E00175194,6.4,93.6
E00175196,12,88
E00175207,15.9,84.1
E00175210,6.7,93.3
E00175211,5.3,94.7
E00175215,10.7,89.3
E00175218,17.6,82.4
E00175219,5.8,94.2
E00175220,24.9,75.1
E00175221,18.9,81.1
E00175263,18.3,81.7
E00175265,19.6,80.4
E00175266,18.6,81.4
E00175268,21.6,78.4
E00175269,20.7,79.3
E00175270,19.7,80.3
E00175271,27.9,72.1
E00175272,22.2,77.8
E00175273,22.9,77.1
E00175274,22,78
E00190358,16.8,83.2
E00190383,6.5,93.5
E00190391,15.6,84.4
E00190392,8.5,91.5
E00190393,17.2,82.8
E00190397,16.2,83.8
E00190400,11.3,88.7
E00190423,23,77
E00190427,9,91
E00190435,13.5,86.5
E00190438,17.4,82.6
E00190450,16.5,83.5
E00190455,14.2,85.8
E00190465,3.7,96.3
