areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00004172,83.1,16.1,0.8,0
E00004174,85.4,14.6,0,0
E00004185,81.7,18.3,0,0
E00004187,80.4,16.5,1.9,1.3
E00004188,82.7,17.3,0,0
E00004189,85.6,10,4.4,0
E00004194,73.3,21,3.8,1.9
E00004196,73.1,18.3,7.5,1.1
E00004198,83.9,12.6,2.1,1.4
E00004199,79.3,18,2,0.7
E00004200,81,14,5,0
E00004681,58.6,30.3,9.1,2
E00004682,76.1,22.5,1.4,0
E00004683,65.8,26,8.2,0
E00004684,74.4,21.7,3.9,0
E00004685,69.9,29.1,1,0
E00004686,67.2,28.6,4.2,0
E00004687,44.8,26,24,5.2
E00004688,71.5,25.3,1.9,1.3
E00004689,65.8,28.8,5.4,0
E00004690,60.2,34.4,5.4,0
E00004691,70,27.8,1.1,1.1
E00004692,82.2,17.8,0,0
E00004693,63.9,31.6,3,1.5
E00004694,84,12,2,2
E00004695,80.8,16.7,2.5,0
E00004696,64.5,30.6,2.5,2.5
E00004697,79.4,18.6,1,1
E00004699,79.7,16.9,2.9,0.6
E00004700,73.3,25,1.7,0
E00004701,68.1,28.6,2.5,0.8
E00004705,54,35.3,8.6,2.2
E00004706,75.8,21.4,2.7,0
E00004707,90.8,9.2,0,0
E00004708,78,21,1,0
E00004709,66,28.4,4.3,1.4
E00004710,67.5,28.9,3.5,0
E00004711,65.2,31.2,3.5,0
E00004712,40.7,38.9,19.5,0.9
E00004713,77.2,21.7,1.1,0
E00004714,58.1,34.3,4.8,2.9
E00004715,72.7,25,2.3,0
E00004717,67.4,27.4,4.4,0.7
E00004719,67.8,30.3,1.3,0.7
E00004720,78.2,20,1.8,0
E00004721,74.4,25.6,0,0
E00004725,64.2,30.8,5,0
E00004726,72.3,25,2.7,0
E00004747,79,21,0,0
E00004748,77.3,22,0.8,0
E00004749,65.8,28.8,5.4,0
E00004750,72.5,25.9,1,0.5
E00004752,57.6,36.8,4.8,0.8
E00004753,71.6,22.4,6,0
E00004754,77.3,22,0.7,0
E00004755,77.4,22.6,0,0
E00004756,78,21,1,0
E00004757,68.7,27,4.3,0
E00004758,72.6,26,1.4,0
E00004759,76.4,22.2,1.4,0
E00004760,77.9,21.1,1.1,0
E00004761,69.1,29.4,1.5,0
E00004762,74,22,4,0
E00004764,70.5,23.9,5.7,0
E00023418,62.3,34.9,2.8,0
E00023440,48.6,34.6,15.9,0.9
