areacd,in_full_time_education-001,in_full_time_education-002
E00088379,21.6,78.4
E00088381,26.8,73.2
E00088546,17,83
E00088547,12.7,87.3
E00088552,12.5,87.5
E00088562,18.3,81.7
E00091447,16.8,83.2
E00091449,18.7,81.3
E00091450,15.3,84.7
E00091454,13.8,86.2
E00091455,17.2,82.8
E00091458,14,86
E00091583,16.9,83.1
E00091584,28.6,71.4
E00091585,15.5,84.5
E00091586,20.2,79.8
E00091587,15.9,84.1
E00091588,11.8,88.2
E00091770,12.4,87.6
E00091771,10.8,89.2
E00137078,18.5,81.5
E00137079,23,77
E00137080,27.4,72.6
E00137081,19.4,80.6
E00137082,19,81
E00137206,10.5,89.5
E00137207,8.2,91.8
E00137486,15.2,84.8
E00137489,16.8,83.2
E00137491,14.7,85.3
E00137492,16.1,83.9
E00137493,17.1,82.9
E00137494,18.1,81.9
E00137495,16.8,83.2
E00137496,16.7,83.3
E00137497,14.2,85.8
E00137498,19,81
E00137499,14,86
E00137500,15.9,84.1
E00137506,16,84
E00137507,12.4,87.6
E00137508,12.1,87.9
E00137509,15.6,84.4
E00137510,17.7,82.3
E00137511,18.1,81.9
E00137512,20.4,79.6
E00137513,16.2,83.8
E00137514,22.7,77.3
E00137515,12.9,87.1
E00137517,26.9,73.1
E00137518,20,80
E00137519,24.7,75.3
E00137521,15,85
E00137522,14.4,85.6
E00137523,15,85
E00137524,20.7,79.3
E00137525,12.8,87.2
E00137526,14.5,85.5
E00137527,14.4,85.6
E00137528,14.5,85.5
E00137529,20.4,79.6
E00137530,15.9,84.1
E00137531,22.3,77.7
E00137533,21,79
E00137534,22.8,77.2
E00137535,19.9,80.1
E00137536,17.4,82.6
E00137537,13.4,86.6
E00137538,13,87
E00137539,19,81
E00137540,12.9,87.1
E00137541,18.1,81.9
E00137542,10.4,89.6
E00137543,8.1,91.9
E00137544,30.4,69.6
E00137545,27,73
E00137546,18.8,81.2
E00137547,20,80
E00137548,21.4,78.6
E00137549,23.6,76.4
E00137550,11.8,88.2
E00137563,22.8,77.2
E00137570,13,87
E00137571,16.6,83.4
E00137572,20.3,79.7
E00137573,15.1,84.9
E00137574,18,82
E00137575,11.9,88.1
E00137577,12.5,87.5
E00137583,15.7,84.3
E00137598,21.5,78.5
E00137599,14.1,85.9
E00137600,25.6,74.4
E00137601,16.3,83.7
E00137602,20,80
E00137603,13.8,86.2
E00137606,16.5,83.5
E00137607,14,86
E00137608,12.9,87.1
E00137609,14.3,85.7
E00137610,3.3,96.7
E00137611,18,82
E00137612,19.1,80.9
E00137613,14,86
E00137614,14.7,85.3
E00137615,14.9,85.1
E00137616,8.9,91.1
E00137617,14.1,85.9
E00137618,18.5,81.5
E00137619,27,73
E00137620,21.6,78.4
E00137621,17.8,82.2
E00137622,14.7,85.3
E00137623,17.6,82.4
E00137624,11,89
E00137625,13.1,86.9
E00137626,17.6,82.4
E00137627,15,85
E00137628,15.2,84.8
E00137630,20.3,79.7
E00137631,26,74
E00137632,8.8,91.2
E00137634,11.1,88.9
E00137635,25.7,74.3
E00137636,22.1,77.9
E00137637,20.7,79.3
E00137638,19,81
E00137639,13.6,86.4
E00137640,18.7,81.3
E00137641,28.9,71.1
E00137642,15.3,84.7
E00137643,15,85
E00137644,15.7,84.3
E00137645,17.7,82.3
E00137646,12,88
E00137647,13.1,86.9
E00137648,16.7,83.3
E00137649,22,78
E00137650,15.9,84.1
E00137651,18.6,81.4
E00137652,16.1,83.9
E00137653,14.8,85.2
E00137654,14.3,85.7
E00137657,15.6,84.4
E00137658,14.4,85.6
E00137659,12,88
E00137660,9.6,90.4
E00137661,15.4,84.6
E00137662,14.1,85.9
E00137663,20.1,79.9
E00137664,16.4,83.6
E00137665,18.2,81.8
E00137666,18.4,81.6
E00137667,15.1,84.9
E00137668,16.4,83.6
E00137669,13.9,86.1
E00137670,10.7,89.3
E00137671,15.5,84.5
E00137672,22.9,77.1
E00137673,17.7,82.3
E00137674,16.3,83.7
E00137675,20.5,79.5
E00137676,14,86
E00137677,13.3,86.7
E00137678,11,89
E00137679,10.4,89.6
E00137680,19.6,80.4
E00137681,6.9,93.1
E00137682,24,76
E00137683,9.9,90.1
E00137684,21.4,78.6
E00137686,10.3,89.7
E00137687,12,88
E00137688,16.1,83.9
E00137689,13.5,86.5
E00137690,16.3,83.7
E00137692,17.6,82.4
E00137693,19.5,80.5
E00137695,12.6,87.4
E00137696,16.5,83.5
E00137697,18.8,81.2
E00137698,18.9,81.1
E00137699,15.2,84.8
E00137700,16,84
E00137701,14.7,85.3
E00137702,12.1,87.9
E00137703,25.8,74.2
E00137704,17.1,82.9
E00137705,26.1,73.9
E00137706,17,83
E00137707,9.4,90.6
E00137708,29.5,70.5
E00137709,11.7,88.3
E00137710,30.8,69.2
E00137711,21.8,78.2
E00137712,20,80
E00137713,30.5,69.5
E00137714,5.6,94.4
E00137715,17.4,82.6
E00137716,19.5,80.5
E00137717,14.5,85.5
E00137718,16.1,83.9
E00137719,14.4,85.6
E00137720,19.2,80.8
E00137721,19.7,80.3
E00137722,17.3,82.7
E00137723,10.6,89.4
E00137724,14.1,85.9
E00137725,25,75
E00137726,20.1,79.9
E00137727,20,80
E00137729,17.1,82.9
E00137730,24.8,75.2
E00137731,14.5,85.5
E00137733,18.4,81.6
E00137734,11.5,88.5
E00137735,13.2,86.8
E00137736,13.5,86.5
E00137737,18.6,81.4
E00137738,25,75
E00137739,19.7,80.3
E00137741,14.6,85.4
E00137742,19.8,80.2
E00137743,15.8,84.2
E00137744,10.7,89.3
E00137745,11.8,88.2
E00137746,20.1,79.9
E00137747,6,94
E00137774,8.2,91.8
E00137776,12.3,87.7
E00137777,8.6,91.4
E00137778,17,83
E00137779,13.1,86.9
E00137780,22.8,77.2
E00137781,25.5,74.5
E00137782,19.1,80.9
E00137783,19.5,80.5
E00137784,17.4,82.6
E00137786,22.5,77.5
E00137787,22,78
E00137802,14.1,85.9
E00137804,6.5,93.5
E00137805,15.4,84.6
E00137806,23.5,76.5
E00137808,13.8,86.3
E00137809,18.8,81.2
E00137810,20.5,79.5
E00137811,14.6,85.4
E00137812,11.4,88.6
E00137813,25.1,74.9
E00137814,25.5,74.5
E00137815,9.3,90.7
E00137816,15.7,84.3
E00137831,22.5,77.5
E00137832,22.7,77.3
E00137834,22.4,77.6
E00137836,20.4,79.6
E00137837,13.9,86.1
E00137838,23.3,76.7
E00137839,24,76
E00137840,22.3,77.7
E00137841,17.1,82.9
E00137842,15.6,84.4
E00137853,10,90
E00137856,13.4,86.6
E00137857,12.5,87.5
E00137860,15.1,84.9
E00137861,17.7,82.3
E00137862,20.4,79.6
E00137863,18,82
E00137864,11.6,88.4
E00137865,17.7,82.3
E00137866,19.3,80.7
E00137867,17.3,82.7
E00137868,15.4,84.6
E00137869,4.3,95.7
E00137960,21.5,78.5
E00137961,12.7,87.3
E00137962,18.4,81.6
E00137963,21.1,78.9
E00137964,18,82
E00137965,20.2,79.8
E00137966,14.7,85.3
E00137968,16.6,83.4
E00137969,19.6,80.4
E00137970,13.7,86.3
E00137971,18.4,81.6
E00137998,19.9,80.1
E00138000,24.9,75.1
E00138953,15.5,84.5
E00138954,18.6,81.4
E00138955,23.7,76.3
E00138956,15.9,84.1
E00138957,14.3,85.7
E00138958,13.9,86.1
E00138959,18.5,81.5
E00138960,15.1,84.9
E00138961,15.3,84.7
E00138962,20.5,79.5
E00138963,14.9,85.1
E00138965,18.8,81.2
E00138966,12.6,87.4
E00138967,15.9,84.1
E00138971,12.9,87.1
E00138972,19.1,80.9
E00138973,15.1,84.9
E00138974,19,81
E00138975,30,70
E00138977,35.3,64.7
E00138980,28.9,71.1
E00138982,12.2,87.8
E00138985,23.3,76.8
E00138990,25.4,74.6
E00138991,30.6,69.4
E00138993,29.3,70.7
E00138994,16.3,83.7
E00138995,9,91
E00138996,32.5,67.5
E00138997,30.5,69.5
E00139016,14.5,85.5
E00139017,16.9,83.1
E00139018,19,81
E00139019,13.2,86.8
E00139020,14.4,85.6
E00139021,9.8,90.2
E00139022,18.4,81.6
E00139023,15.8,84.2
E00139024,12.5,87.5
E00139025,10.9,89.1
E00139026,17.8,82.2
E00139027,16.1,83.9
E00139028,19.4,80.6
E00139029,13.1,86.9
E00139030,15.1,84.9
E00139037,9,91
E00139038,19.4,80.6
E00139039,17.4,82.6
E00139040,37.4,62.6
E00139042,17,83
E00139045,35,65
E00139046,30.3,69.7
E00139047,27.3,72.7
E00139048,21.3,78.7
E00139049,28.8,71.2
E00139050,29.2,70.8
E00139051,22.3,77.7
E00139052,19,81
E00139053,26.4,73.6
E00139054,24.1,75.9
E00139055,28.9,71.1
E00139056,9.9,90.1
E00139057,16.4,83.6
E00139058,19.4,80.6
E00139059,11.9,88.1
E00139060,24.4,75.6
E00139061,15.2,84.8
E00139062,20.6,79.4
E00139063,13.5,86.5
E00139064,18.1,81.9
E00139065,14.7,85.3
E00139066,24.4,75.6
E00139067,15.2,84.8
E00139068,16.6,83.4
E00139069,13.1,86.9
E00139070,15.2,84.8
E00139071,18.5,81.5
E00139072,18.5,81.5
E00139073,9.9,90.1
E00139074,9.7,90.3
E00139077,18,82
E00139102,16.2,83.8
E00139105,13.5,86.5
E00139112,11.3,88.7
E00139135,17.7,82.3
E00139136,13.7,86.3
E00139137,13.9,86.1
E00139139,11.6,88.4
E00139140,16.5,83.5
E00139141,11.6,88.4
E00139142,12,88
E00139146,17.1,82.9
E00139147,21.2,78.8
E00139148,15.5,84.5
E00139149,14.8,85.2
E00139150,15.5,84.5
E00139151,11.8,88.2
E00139152,15.1,84.9
E00139153,16.9,83.1
E00169168,28.9,71.1
E00169169,23.5,76.5
E00169170,21.8,78.2
E00169171,33.4,66.6
E00169172,27.1,72.9
E00169173,26.9,73.1
E00169187,12.8,87.2
E00169310,24,76
E00169311,26,74
E00169312,19,81
E00169313,25.4,74.6
E00169314,27,73
E00169315,22,78
E00169317,22.7,77.3
E00169318,22.8,77.2
E00169321,20.4,79.6
E00172233,17,83
E00172234,19.9,80.1
E00172235,22,78
E00172236,18.8,81.2
E00172237,13,87
E00172238,25.1,74.9
E00172242,25.1,74.9
E00172243,28.3,71.7
E00172244,20.3,79.7
E00172245,21.6,78.4
E00172246,82.1,17.9
E00172247,15,85
E00172248,7.5,92.5
E00172249,22.9,77.1
E00172250,23.2,76.8
E00172251,30.9,69.1
E00172252,16.9,83.1
E00188946,22.8,77.2
E00188948,22.9,77.1
E00188949,26.3,73.7
E00188952,22.2,77.8
E00188955,19.5,80.5
E00188959,13.7,86.3
E00188969,19.5,80.5
E00188973,25.8,74.2
E00188976,21.3,78.7
E00188977,13.8,86.2
E00188978,21.7,78.3
E00188980,23.4,76.6
E00188984,19.4,80.6
E00188988,17.3,82.7
E00188990,31.1,68.9
E00188993,28.8,71.2
E00188998,22,78
E00188999,20.4,79.6
E00189001,26.9,73.1
E00189003,14.1,85.9
E00189004,31.2,68.8
E00189007,27,73
E00189008,24.5,75.5
E00189009,19.6,80.4
E00189015,13.3,86.7
E00189018,16,84
E00189022,18.8,81.2
E00189028,22.9,77.1
E00189030,29.1,70.9
E00189031,24.5,75.5
E00189040,24.7,75.3
E00189041,18.5,81.5
E00189042,11.7,88.3
E00189044,22.1,77.9
E00189046,21.1,78.9
E00189047,16.2,83.8
E00189054,20.7,79.3
E00189056,21.9,78.1
E00189059,25.2,74.8
E00189061,20,80
E00189065,15.4,84.6
E00189070,35.2,64.8
E00189076,25.1,74.9
E00189077,20.5,79.5
E00189078,13.7,86.3
E00189079,27.4,72.6
E00189082,21.1,78.9
E00189083,21.9,78.1
E00189087,28.4,71.6
E00189093,28.6,71.4
E00189100,14.8,85.2
E00189103,23,77
E00189106,12.7,87.3
E00189107,21.1,78.9
E00189108,20,80
E00189113,19.9,80.1
E00189124,28.1,71.9
E00189125,24.4,75.6
E00189129,21.4,78.6
E00189130,15,85
E00189131,19.6,80.4
E00189146,24.4,75.6
E00189147,26.8,73.2
E00189149,26.2,73.8
E00189151,21.5,78.5
E00189152,24,76
E00189159,24.3,75.7
E00189164,33.8,66.2
E00189165,25.4,74.6
E00189167,26.4,73.6
E00189168,12,88
E00189173,27.9,72.1
E00189175,19.2,80.8
E00189179,11.5,88.5
E00189182,17.4,82.6
E00189183,18,82
E00189184,16,84
E00189186,25.7,74.3
E00189188,26.5,73.5
E00189193,21.8,78.2
