areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00088379,16.3,58.7,25
E00088381,11,70,19
E00088546,12.6,80.1,7.3
E00088547,10.5,78.9,10.5
E00088552,16.7,70.8,12.5
E00088562,11.7,80.5,7.8
E00091447,10.5,74.6,14.9
E00091449,12.9,76.2,10.9
E00091450,10.9,71.5,17.5
E00091454,15.9,58,26.1
E00091455,18.3,65.9,15.9
E00091458,17.8,55.6,26.7
E00091583,9,79.3,11.7
E00091584,9.2,67.3,23.5
E00091585,10.3,74.4,15.4
E00091586,8,75,17
E00091587,11.5,65.5,23
E00091588,13.6,73.5,12.9
E00091770,11.9,67.5,20.6
E00091771,14.9,77,8
E00137078,13.6,53.6,32.7
E00137079,17.7,50,32.3
E00137080,14.6,41.7,43.8
E00137081,23.9,44.6,31.5
E00137082,16.2,48.6,35.2
E00137206,4.2,84.9,10.9
E00137207,10.4,76.3,13.3
E00137486,13.1,75.4,11.5
E00137489,8.5,79.4,12.2
E00137491,11.3,73.8,15
E00137492,15.7,69.6,14.7
E00137493,10.8,72.5,16.7
E00137494,15.6,74.2,10.2
E00137495,7.1,77.8,15.1
E00137496,6.1,73.2,20.7
E00137497,9.4,71.7,18.9
E00137498,11,67,22
E00137499,16.1,74.2,9.7
E00137500,17.8,58.9,23.3
E00137506,13.8,72.5,13.8
E00137507,10.2,71.3,18.5
E00137508,16.2,62.6,21.2
E00137509,14.3,64.8,20.9
E00137510,6.8,69.3,23.9
E00137511,17.4,69.7,12.8
E00137512,9.8,71.7,18.5
E00137513,8.5,75.6,15.9
E00137514,14.5,64.5,20.9
E00137515,13.7,61.1,25.2
E00137517,2.2,66.7,31.1
E00137518,19.8,62.4,17.8
E00137519,12.2,58.5,29.3
E00137521,7.4,77.2,15.4
E00137522,13.7,68.4,17.9
E00137523,10,74.6,15.4
E00137524,6.9,83.2,9.9
E00137525,5.3,66.3,28.4
E00137526,12.3,75.4,12.3
E00137527,14.7,74.3,11
E00137528,6,71.4,22.6
E00137529,13.8,64.9,21.3
E00137530,6.2,57.5,36.3
E00137531,14.4,65.6,20
E00137533,9.4,68.8,21.9
E00137534,9.8,59.8,30.3
E00137535,5.6,69.2,25.2
E00137536,23.3,65.6,11.1
E00137537,8.2,77.4,14.4
E00137538,10.5,71.1,18.4
E00137539,18.1,59,22.9
E00137540,9.9,73.6,16.5
E00137541,14.1,70.6,15.3
E00137542,6.7,67.6,25.7
E00137543,11.6,76.7,11.6
E00137544,10.8,57.8,31.4
E00137545,16.8,54,29.2
E00137546,14.3,67.5,18.2
E00137547,19.3,62.1,18.6
E00137548,19.4,62.8,17.8
E00137549,9.4,57.6,33.1
E00137550,17.3,57.3,25.5
E00137563,8.9,77.8,13.3
E00137570,10.4,69.8,19.8
E00137571,14.6,74.8,10.6
E00137572,6.3,76,17.7
E00137573,13.4,74.2,12.4
E00137574,8,68,24
E00137575,15.4,73.8,10.8
E00137577,7.9,76.2,15.9
E00137583,12.8,76.9,10.3
E00137598,18.5,64.2,17.3
E00137599,17.3,65.3,17.3
E00137600,11.4,64.8,23.9
E00137601,13,70,17
E00137602,24.7,58.8,16.5
E00137603,7.6,68.1,24.3
E00137606,11,72,17
E00137607,13.6,70.3,16.1
E00137608,6.2,81.4,12.4
E00137609,12.4,66,21.6
E00137610,10.1,76.1,13.8
E00137611,12.3,70,17.7
E00137612,12.2,74.4,13.4
E00137613,5.5,73.4,21.1
E00137614,11.5,63.1,25.4
E00137615,13.2,74.5,12.3
E00137616,5.9,81.7,12.4
E00137617,9,69.4,21.6
E00137618,9.5,52.4,38.1
E00137619,13,54.6,32.4
E00137620,10.7,73.8,15.5
E00137621,8.8,72.3,19
E00137622,2.9,83.5,13.6
E00137623,7.7,68.4,23.9
E00137624,8.3,78.9,12.8
E00137625,11.4,81,7.6
E00137626,9.1,66.4,24.5
E00137627,10.1,72.3,17.6
E00137628,12.3,76,11.6
E00137630,12.9,62.1,25
E00137631,17.4,48.7,33.9
E00137632,10.8,70.8,18.5
E00137634,12.8,72.1,15.1
E00137635,13.4,59.8,26.8
E00137636,14.6,63.1,22.3
E00137637,12.4,58.6,29
E00137638,21,55,24
