areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00106132,36.9,28,17.8,17.2
E00106133,24.8,36.4,20.2,18.6
E00106134,65,19.2,5.8,10
E00106135,31.9,35.6,17.8,14.8
E00106136,51.5,29.1,9.1,10.3
E00106137,39.1,31.4,13.5,16
E00106138,24.6,22.4,26.9,26.1
E00106139,42.9,32.1,12.9,12.1
E00106140,39.4,29.5,18.2,12.9
E00106141,60.5,19.3,9.6,10.5
E00106142,59,23.8,8.4,8.8
E00106143,29,33.9,12.9,24.2
E00106144,30,32.3,23.8,13.8
E00106145,38.2,25.1,14.7,22
E00106146,25.4,37.7,24.6,12.3
E00106147,49.2,31.7,11.7,7.5
E00106148,49.6,19.2,13.6,17.6
E00106149,43.6,25.5,17.4,13.4
E00106150,32.8,21.1,25,21.1
E00106151,38.2,28.7,15.4,17.6
E00106152,35.6,30.7,12.9,20.9
E00106153,40.8,31.3,13.6,14.3
E00106154,40.6,32.4,12.6,14.5
E00106155,69.5,18.5,9.3,2.6
E00106156,44.4,34.7,14.6,6.3
E00106157,52.3,22.3,13.8,11.5
E00106158,42.1,33.1,12.4,12.4
E00106159,41.6,37.6,10.9,9.9
E00106162,47.7,30.8,12.1,9.3
E00106163,16.3,35.7,24.5,23.5
E00106164,21.3,34.8,23.6,20.2
E00106165,37.2,30.3,18.6,13.8
E00106166,32.7,26.5,17,23.8
E00106167,21.4,47.6,18.3,12.7
E00106168,52.8,28,9.6,9.6
E00106169,35.5,40.6,12.3,11.6
E00106170,42.9,32.9,11.4,12.9
E00106171,30.8,26.3,24.1,18.8
E00106172,25.4,26.9,26.9,20.9
E00106173,36,36.7,18,9.4
E00106174,23.4,29.8,18.4,28.4
E00106175,31.4,38.5,13.5,16.7
E00106176,30.9,36,16.2,16.9
E00106177,27.5,25.6,16.3,30.6
E00106178,42.9,26.7,14.3,16.1
E00106179,17.6,31.9,21,29.4
E00106180,40.8,38.8,11.7,8.7
E00106181,28.8,25.8,22,23.5
E00106182,23.7,47.5,15.3,13.6
E00106183,17.2,35.2,20.5,27
E00106184,17.4,39.4,16.5,26.6
E00106185,61.8,23.5,9.8,4.9
E00106186,41.5,31.1,17.9,9.4
E00106187,31.5,33.9,18.1,16.5
E00106188,29.9,28.3,20.5,21.3
E00106189,23,33.6,18.9,24.6
E00106190,32.5,41.5,13,13
E00106191,29,34,25,12
E00106192,19.4,45.7,14,20.9
E00106193,30.1,32.3,14.3,23.3
E00106194,50.4,26.9,11.8,10.9
E00106195,20.5,27.4,25.6,26.5
E00106196,25.3,33,12.1,29.7
E00106197,19.7,33.1,19,28.2
E00106198,22.9,30.2,22.9,24
E00106199,32,27.2,24.3,16.5
E00106200,25.2,35.1,19.1,20.6
E00106201,39.7,25.7,18.4,16.2
E00106202,14,33.3,21.7,31
E00106203,20.6,26.2,19,34.1
E00106204,21.2,30.3,20.5,28
E00106205,17.3,36.2,21.3,25.2
E00106206,16.2,31.5,20.7,31.5
E00106207,27.9,34.1,19.4,18.6
E00106208,50,30.2,9.5,10.3
E00106209,20.5,28.7,19.7,31.1
E00106210,27.5,30.4,18.6,23.5
E00106211,37.2,38.8,13.2,10.9
E00106212,25.2,31.7,22.5,20.6
E00106213,18.7,32,22,27.3
E00106214,9.9,35.9,25.4,28.9
E00106217,24.7,26,20.5,28.8
E00106218,23.6,31,18.5,26.9
E00106219,15.6,43.4,22.1,18.9
E00106220,33.1,32.2,11.9,22.9
E00106221,41.1,31.5,8.2,19.2
E00106222,12.8,29.5,25.6,32.1
E00106223,23.8,22.1,24.6,29.5
E00106224,12.2,43.5,16,28.2
E00106225,20.2,39.5,16.3,24
E00106226,28.2,32.3,16.9,22.6
E00106227,22.1,50.5,12.6,14.7
E00106228,19,35,18,28
E00106229,30.5,41.9,13.3,14.3
E00106230,16.5,42.9,18.7,22
E00106231,18.2,27.3,27.3,27.3
E00106232,35,38.2,14.6,12.2
E00106233,26.7,38.3,16.7,18.3
E00106234,54.4,27.2,10.5,7.9
E00106235,27.7,29.7,18.8,23.8
E00106236,30.1,32.9,17.8,19.2
E00106237,37.8,23.5,11.8,26.9
E00106238,31,22.6,16.7,29.8
E00106239,53.4,40.8,5.8,0
E00106240,29.7,43.2,12.7,14.4
E00106241,41.7,30.9,9.4,18
E00106242,34.8,44.6,8,12.5
E00106243,26,29.2,22.9,21.9
E00106244,20.2,38.3,16,25.5
E00106245,52.5,26.5,11.1,9.9
E00106246,51,28.6,11.2,9.2
E00106247,53.2,29.7,10.8,6.3
E00106248,58.9,32.6,6.2,2.3
E00106249,72.6,23.1,1.7,2.6
E00106250,55.6,27.5,6.9,10
E00106251,24.5,51,12.2,12.2
E00106252,34.2,41.8,13,11
E00106253,44.4,35,11.9,8.8
E00106254,57.2,37.3,5,0.5
E00106255,38,38.8,14,9.1
E00106256,47.1,40.5,8.3,4.1
E00106257,31.7,41,15.1,12.2
E00106258,40.9,46.2,7.5,5.4
E00106259,45.8,30.7,12,11.4
E00106260,45.7,31,10.9,12.4
E00106261,46.2,32.8,12.3,8.7
E00106262,49.6,47,2.6,0.9
E00106263,73.7,20.4,4.4,1.5
E00106264,51.2,36,6.1,6.7
E00106265,59.4,29.7,9.4,1.6
E00106266,55.8,33.1,8.4,2.6
E00106267,42.3,37.2,11.7,8.8
E00106268,50,39.2,5.9,4.9
E00106269,67.3,28.7,2,2
E00106270,57.9,26.3,8.3,7.5
E00106271,60.3,33.6,2.6,3.4
E00106272,50.4,36.8,9.4,3.4
E00106273,47.5,25.9,15.1,11.5
E00106274,45.9,43.4,9,1.6
E00106276,43.1,35.9,11.1,9.8
E00106277,49,39.3,6.2,5.5
E00106278,54.3,32.8,5.2,7.8
E00106280,53.4,32.8,6.1,7.6
E00106281,39.8,47.6,9.7,2.9
E00106282,48.3,34.5,11.2,6
E00106283,52.3,32.8,7.8,7
E00106284,49.1,48.2,1.8,0.9
E00106285,59.6,29.1,7.8,3.5
E00106286,44.1,41.2,8.8,5.9
E00106287,39.6,37.6,14.8,8.1
E00106288,34.4,24.6,11.5,29.5
E00106289,15.7,32.3,12.6,39.4
E00106290,37,31.5,15,16.5
E00106291,24.6,28.9,19.7,26.8
E00106292,35.3,18.5,14.3,31.9
E00106293,26.6,26.6,14.5,32.3
E00106294,23.8,36.4,14,25.9
E00106295,33.6,23,13.1,30.3
E00106296,23.8,35.2,20.5,20.5
E00106297,24.8,31.2,16,28
E00106298,20.5,28.7,16.4,34.4
E00106299,21.3,37,12.6,29.1
E00106300,34.6,28.3,18.1,18.9
E00106301,24.4,42,14.3,19.3
E00106302,50.4,24.4,13.4,11.8
E00106303,36.3,22.1,23.9,17.7
E00106304,41.3,35.6,16.3,6.7
E00106305,26.4,32.2,17.4,24
E00106306,32.1,29.2,21.2,17.5
E00106307,29.7,33.6,13.3,23.4
E00106308,38.7,27.9,13.5,19.8
E00106309,26.6,36.3,16.1,21
E00106310,14.6,30.9,25.2,29.3
E00106311,30.1,38.1,13.3,18.6
E00106312,11.9,46,18.3,23.8
E00106313,28.2,43.5,9.7,18.5
E00106314,18.5,47.1,13.4,21
E00106315,22,39.4,23.5,15.2
E00106316,33.3,33.3,7.1,26.2
E00106317,19,29.3,16.4,35.3
E00106318,18.7,45.5,13,22.8
E00106319,16.4,38.5,16.4,28.7
E00106320,21.9,23.4,21.9,32.8
E00106321,21,30.4,22.5,26.1
E00106322,25.4,20,18.5,36.2
E00106323,11.7,44.1,22.5,21.6
E00106324,35.2,39.8,14.1,10.9
E00106325,24.1,41.4,17.3,17.3
E00106326,38.6,28.1,19.3,14
E00106327,48.8,33.7,11.6,5.8
