geography_code,in_full_time_education-001,in_full_time_education-002
E00081778,13.4,86.6
E00081790,14.5,85.5
E00081791,17.9,82.1
E00081792,21.2,78.8
E00081793,23.3,76.7
E00081795,15.3,84.7
E00081796,13,87
E00081797,21.7,78.3
E00081798,19.6,80.4
E00081799,18.5,81.5
E00081801,21.3,78.7
E00081802,19.8,80.2
E00081803,11.5,88.5
E00081804,10.9,89.1
E00081806,15.7,84.3
E00081807,15.5,84.5
E00081808,8.6,91.4
E00081809,19.6,80.4
E00081810,16.3,83.7
E00081811,20.1,79.9
E00081812,17.8,82.2
E00081815,18.4,81.6
E00081816,18,82
E00081817,24.8,75.2
E00081818,16.6,83.4
E00081819,24.1,75.9
E00081820,10.2,89.8
E00081821,24,76
E00081822,12.8,87.2
E00081823,24.1,75.9
E00081824,17.7,82.3
E00081825,15.8,84.2
E00081826,14.6,85.4
E00081828,12.8,87.2
E00081830,21.2,78.8
E00081831,21.9,78.1
E00081832,22.3,77.7
E00081867,21.3,78.7
E00081868,23.5,76.5
E00081869,17.8,82.2
E00081870,11.7,88.3
E00081871,20,80
E00081881,10.9,89.1
E00081882,13.7,86.3
E00081883,8.8,91.2
E00081887,8.2,91.8
E00081888,10,90
E00081889,9.5,90.5
E00081909,25.1,74.9
E00081914,21.5,78.5
E00081915,12.6,87.4
E00081916,23.1,76.9
E00081917,24.4,75.6
E00081918,23.2,76.8
E00081920,21.5,78.5
E00081968,18.7,81.3
E00081969,17.6,82.4
E00081970,20.1,79.9
E00081971,21.8,78.2
E00081972,19.4,80.6
E00081973,11.4,88.6
E00081974,12.9,87.1
E00081975,30.5,69.5
E00081977,19.8,80.2
E00081979,18.5,81.5
E00081982,22.2,77.8
E00081984,13.3,86.7
E00081986,17.3,82.7
E00081987,14.6,85.4
E00081988,15.9,84.1
E00081989,15.3,84.7
E00081990,15.4,84.6
E00081991,14.9,85.1
E00082012,18,82
E00082013,20.3,79.7
E00082014,24.5,75.5
E00082015,15.4,84.6
E00082016,20.2,79.8
E00082017,24.3,75.7
E00082021,26,74
E00082022,8.2,91.8
E00082041,21.9,78.1
E00082042,21.9,78.1
E00082043,18.9,81.1
E00082044,18.7,81.3
E00082045,15.2,84.8
E00082046,25.7,74.3
E00082048,25.3,74.7
E00082049,21.2,78.8
E00082051,22.6,77.4
E00082052,25.8,74.2
E00082053,20.6,79.4
E00082054,19.8,80.2
E00082055,18.8,81.2
E00082056,17.3,82.7
E00082057,18.5,81.5
E00082058,22.5,77.5
E00082059,23.4,76.6
E00082060,19.6,80.4
E00082061,23.7,76.3
E00082062,20.6,79.4
E00082063,20.4,79.6
E00082064,11,89
E00082065,25.6,74.4
E00082066,20.2,79.8
E00082067,12.6,87.4
E00082068,15.6,84.4
E00082069,18.4,81.6
E00082070,25.1,74.9
E00082071,18.1,81.9
E00082072,19.3,80.7
E00082073,21.7,78.3
E00082074,15.7,84.3
E00082075,22.3,77.7
E00082076,16.8,83.2
E00082077,19.9,80.1
E00082078,29.1,70.9
E00082079,29.1,70.9
E00082080,24.1,75.9
E00082081,19.7,80.3
E00082082,19,81
E00082083,21.1,78.9
E00082084,20.4,79.6
E00082086,15.3,84.7
E00082087,18.1,81.9
E00082089,17.8,82.2
E00082090,21.5,78.5
E00082093,16.8,83.2
E00082094,5.2,94.8
E00082096,24.2,75.8
E00082097,12.2,87.8
E00082099,15.9,84.1
E00082100,12.6,87.4
E00082101,20.7,79.3
E00082102,14.9,85.1
E00082103,22.7,77.3
E00082104,24.3,75.7
E00082105,7.7,92.3
E00082106,18,82
E00082107,19.9,80.1
E00082108,28.4,71.6
E00082112,25.1,74.9
E00082116,13.8,86.2
E00082119,17.9,82.1
E00082120,21.7,78.3
E00082121,17.7,82.3
E00082122,21.6,78.4
E00083501,21.6,78.4
E00083503,11.5,88.5
E00083504,21.4,78.6
E00083505,17.9,82.1
E00083507,15.8,84.2
E00083508,21.3,78.7
E00083509,22.3,77.7
E00083510,22.5,77.5
E00083511,17.3,82.7
E00083515,16.9,83.1
E00083517,18.1,81.9
E00083519,20.1,79.9
E00083520,16.5,83.5
E00083521,48.7,51.3
E00083605,23,77
E00083606,22,78
E00083607,21.9,78.1
E00083608,16.8,83.2
E00083612,24,76
E00083613,17.2,82.8
E00083615,23,77
E00083616,19.5,80.5
E00083617,18.5,81.5
E00083618,26.8,73.2
E00083619,17.3,82.7
E00083620,19.2,80.8
E00083625,20.7,79.3
E00083626,16.9,83.1
E00083697,14.5,85.5
E00083702,18.5,81.5
E00083703,17.6,82.4
E00083704,15.7,84.3
E00083705,22.4,77.6
E00083706,17,83
E00083707,22.3,77.7
E00083709,20.6,79.4
E00083710,21.3,78.7
E00083711,17.3,82.7
E00083712,21.6,78.4
E00083713,18.9,81.1
E00083714,18.4,81.6
E00083715,14.5,85.5
E00083764,16.9,83.1
E00083865,20.9,79.1
E00083866,16.4,83.6
E00083867,21.4,78.6
E00083868,20.7,79.3
E00083870,18.4,81.6
