areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00072967,96.4,1.3,2.3
E00072968,91.4,1.6,7
E00072970,96.5,0.5,2.9
E00073224,86.8,3.6,9.5
E00073225,83.3,2.7,14
E00073226,87.8,3.3,9
E00073227,78.9,3.8,17.2
E00073228,80.6,4.9,14.6
E00073229,97.5,0,2.5
E00073230,84.5,4.3,11.2
E00073231,88,4.8,7.3
E00073232,86.4,3.6,10.1
E00073233,95.2,2.2,2.5
E00073234,94.3,3,2.7
E00073236,95.4,2.1,2.5
E00073237,87,2.5,10.6
E00073238,91.8,3.4,4.8
E00073239,82.8,1.7,15.5
E00073240,87.3,3.7,8.9
E00073241,91.3,1.8,6.9
E00073242,89.6,1.5,8.9
E00073243,88.8,4.5,6.7
E00073245,96.7,0.5,2.7
E00073246,94.5,0.3,5.2
E00073247,95.4,0.6,4
E00073248,89.3,2.9,7.8
E00073249,91.6,0.8,7.6
E00073250,79,3.8,17.1
E00073251,85.5,5.1,9.4
E00073252,79.6,2.4,18
E00073253,88.5,1.3,10.1
E00073254,82.6,1.5,15.9
E00073255,84.2,3,12.8
E00073256,86,2.7,11.2
E00073257,92,2.6,5.4
E00073258,84.3,0.7,14.9
E00073259,95.8,0,4.2
E00073260,92.5,1.3,6.2
E00073261,93,3.2,3.8
E00073262,91.3,1.7,7.1
E00073301,91.7,0.5,7.8
E00073302,93.5,1.1,5.4
E00073303,95.1,1.9,3.1
E00073304,90.1,0.6,9.2
E00073305,92.1,2,5.9
E00073306,96.2,0.8,3
E00073307,90.2,2.4,7.3
E00073308,94.9,1.2,3.9
E00073309,91.5,0.3,8.2
E00073310,93.2,0.8,6
E00073311,90.1,2.2,7.7
E00073312,91.8,0,8.2
E00073313,92.7,1,6.3
E00073314,89.5,0.4,10.2
E00073315,90.9,1,8.1
E00073316,90.4,0,9.6
E00073317,92,2.4,5.6
E00073318,94.7,0.5,4.8
E00073319,90.3,2,7.7
E00073320,92.3,2.5,5.2
E00073321,89.6,0.3,10.1
E00073322,98.4,1.2,0.3
E00073323,94.2,2.9,2.9
E00073324,94.9,3.2,1.9
E00073325,91.2,3.5,5.3
E00073326,92.3,0,7.7
E00073327,93,0.3,6.7
