areacd,disability_3a-001,disability_3a-002
E00072967,19.2,80.8
E00072968,22.2,77.8
E00072970,15.4,84.6
E00073224,17,83
E00073225,13.2,86.8
E00073226,32.8,67.2
E00073227,17.4,82.6
E00073228,15.4,84.6
E00073229,18.2,81.8
E00073230,11.7,88.3
E00073231,13.2,86.8
E00073232,12.9,87.1
E00073233,7.4,92.6
E00073234,11.7,88.3
E00073236,12.6,87.4
E00073237,11.3,88.8
E00073238,10.2,89.8
E00073239,12.5,87.5
E00073240,13.7,86.3
E00073241,15.2,84.8
E00073242,18.9,81.1
E00073243,13.1,86.9
E00073245,17.5,82.5
E00073246,14.5,85.5
E00073247,12.5,87.5
E00073248,15.9,84.1
E00073249,44.4,55.6
E00073250,13,87
E00073251,23.2,76.8
E00073252,17,83
E00073253,16.5,83.5
E00073254,15.5,84.5
E00073255,17.7,82.3
E00073256,19.3,80.7
E00073257,13.3,86.7
E00073258,13.6,86.4
E00073259,18.5,81.5
E00073260,16.6,83.4
E00073261,26.7,73.3
E00073262,37.2,62.8
E00073301,22.7,77.3
E00073302,20.9,79.1
E00073303,17.6,82.4
E00073304,23.8,76.2
E00073305,22,78
E00073306,21.3,78.7
E00073307,22,78
E00073308,21.9,78.1
E00073309,20.3,79.7
E00073310,23.8,76.2
E00073311,26.7,73.3
E00073312,24.5,75.5
E00073313,17.2,82.8
E00073314,19.6,80.4
E00073315,22,78
E00073316,23.8,76.2
E00073317,21.1,78.9
E00073318,24.4,75.6
E00073319,16,84
E00073320,13.7,86.3
E00073321,19.9,80.1
E00073322,14.9,85.1
E00073323,15.3,84.7
E00073324,13.1,86.9
E00073325,18.4,81.6
E00073326,32,68
E00073327,18.8,81.2
E00073328,18.6,81.4
E00073329,21.5,78.5
E00073330,18.3,81.7
E00073331,17.3,82.7
E00073332,14.4,85.6
E00073333,18,82
E00073334,16.8,83.2
E00073335,24.1,75.9
E00073336,15.9,84.1
E00073337,17.3,82.7
E00073339,15,85
E00073350,20.5,79.5
E00073353,8.4,91.6
E00073361,32.5,67.5
E00073366,18.7,81.3
E00073373,14.1,85.9
E00073374,10.2,89.8
E00073377,15.3,84.7
E00073378,10.8,89.2
E00073379,15.7,84.3
E00073380,17.8,82.2
E00073381,13.7,86.3
E00073382,14.3,85.7
E00073383,38.1,61.9
