areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00048254,62.4,1.8,35.9
E00048255,56.4,3.6,40
E00048256,55.4,3.3,41.3
E00048257,44.9,3,52.1
E00048258,55.1,3.8,41
E00048259,47.7,8.4,43.9
E00048260,47,5.7,47.4
E00048261,55.2,3.8,41
E00048262,55,5.2,39.8
E00048263,45.9,9.1,45
E00048264,63.8,1.6,34.6
E00048265,57.2,3.2,39.6
E00048266,54.1,6.6,39.3
E00048267,47.4,5.3,47.4
E00048268,57.8,3.4,38.8
E00048269,47.1,11.5,41.3
E00048270,51.7,10.7,37.6
E00048271,48.9,4.8,46.3
E00048272,51,5.4,43.5
E00048273,58,2.5,39.5
E00048274,63.6,4.2,32.2
E00048275,65.4,0.4,34.2
E00048276,53.7,4.7,41.6
E00048277,71,4.9,24.1
E00048278,60,2,38
E00048279,52.9,2.9,44.2
E00048280,60.6,2.8,36.6
E00048281,56,1.3,42.7
E00048283,52.7,3.5,43.8
E00048284,38.7,2.7,58.6
E00048285,55.3,3.4,41.3
E00048286,56.9,4.1,39
E00048287,45.6,2.1,52.3
E00048288,59.9,0.4,39.6
E00048289,53.2,6.4,40.4
E00048290,40.9,3.3,55.8
E00048291,50.6,3.6,45.8
E00048292,64.5,2.7,32.8
E00048293,59.2,3,37.8
E00048294,44,5.5,50.5
E00048296,51,3.8,45.2
E00048297,50,9.6,40.4
E00048298,37.9,6.4,55.7
E00048299,59.4,2.5,38.1
E00048300,58.8,9,32.3
E00048301,50,6.1,43.9
E00048302,47,5.4,47.6
E00048303,43.9,4.7,51.4
E00048304,62.9,3.3,33.8
E00048306,45.4,7.7,46.9
E00048307,56.9,6.9,36.2
E00048308,55.2,5.2,39.6
E00048309,36.4,6.9,56.6
E00048311,53.2,5.5,41.3
E00048313,57.3,1.6,41.2
E00048314,50.9,1.8,47.2
E00048315,51.4,8.3,40.3
E00048316,59.3,3.6,37.2
E00048320,60.5,5.6,33.9
E00048323,66,4.6,29.4
E00048325,64.2,5.5,30.3
E00048328,59.3,4.3,36.4
E00048336,33.5,1.4,65.1
E00048342,59.7,6.5,33.8
E00048355,65.1,1.7,33.2
E00048357,57.8,4.8,37.3
E00048358,56.3,3.8,39.9
E00048362,61.7,6.3,32
E00048363,65.1,3.3,31.6
E00048364,50.2,4.9,44.9
E00048365,58.4,4,37.6
E00048427,53.2,7.7,39.1
E00048443,53,5.6,41.5
E00048450,55,4.8,40.2
E00048451,48.4,7.1,44.4
E00048455,43.5,5.7,50.8
E00048456,56.1,7.3,36.6
E00048457,45.9,4.3,49.8
E00048458,48.3,7,44.7
E00048463,51,7.5,41.5
E00048465,49.8,10.6,39.5
E00048475,57.1,1.3,41.6
E00048476,53.3,7.7,39
E00048477,58.6,2.6,38.8
E00048516,35.4,0.6,64
E00048518,62.2,1.9,35.9
E00048520,63.6,2,34.4
E00048521,53.3,5.3,41.4
E00048522,49.5,2.7,47.9
E00048523,54.7,3.3,42.1
E00048524,56.6,4.7,38.7
E00048525,55.9,0.6,43.6
E00048605,9.8,1.6,88.6
E00048643,62.8,4,33.2
E00048644,58.5,5,36.5
E00048645,61,4,34.9
E00048646,58.2,1.5,40.3
E00048647,66.3,3,30.7
E00048648,46.5,9.2,44.4
E00048649,52.7,7,40.2
E00048650,62,8.7,29.3
E00048651,51.3,6,42.8
E00048652,55.6,4.1,40.3
E00048653,55.8,6.4,37.8
E00048654,51.9,5.3,42.7
E00048656,58.9,1.3,39.8
E00048657,62.4,3.3,34.3
E00048658,58.1,5.6,36.3
E00048659,55.4,3.5,41.1
E00048660,59.7,5.7,34.6
E00048661,62.8,3.7,33.6
E00048662,60.6,4.6,34.9
E00048663,60.6,3.2,36.3
E00048664,53.9,10.6,35.5
E00048665,68.4,4.2,27.4
E00048666,67.1,2.8,30.1
E00048667,54.2,9.8,36
E00048668,62,0.4,37.6
E00048669,69.9,1.8,28.3
E00048670,63.5,4,32.5
E00048671,58.4,4.1,37.4
E00048672,52.4,6.3,41.4
E00048673,69.1,2.9,28
E00048674,61.6,3,35.4
E00048675,64.1,4.1,31.8
E00048677,53.1,12.1,34.8
E00048678,65.6,2.9,31.6
E00048679,67.4,3.9,28.8
E00048680,62.7,4.1,33.2
E00048681,49.7,8.8,41.6
E00048682,64.7,2.9,32.4
E00048683,66,4.9,29.2
E00048684,57.4,7.8,34.8
E00048685,40.6,4.8,54.6
E00048686,56.3,8.3,35.4
E00048687,44,1.5,54.5
E00048688,53.5,4.5,42
E00048689,49,5.9,45.1
E00048690,60.9,5.3,33.7
E00048691,33.6,3.1,63.3
E00048693,60.6,5.3,34.1
E00048752,40.7,10.9,48.4
E00048753,41.2,5.5,53.3
E00048756,46.7,11.3,41.9
E00048757,53.3,8,38.8
E00048759,45.4,8.4,46.2
E00048761,43.5,8.8,47.7
E00048764,57.6,9.9,32.5
E00048767,43.4,10.4,46.2
E00048768,42.2,13.9,43.9
E00048773,53,5.2,41.8
E00048774,47.1,9.9,43
E00048775,58.2,7.9,33.8
E00048778,46.3,9.3,44.4
E00048781,61.5,6.2,32.3
E00048790,40.7,7.8,51.5
E00048791,40.4,15.2,44.4
E00048793,43.8,12.5,43.8
E00048797,51.8,8.9,39.3
E00048798,36.4,4.5,59
E00048799,50,7.8,42.2
E00048857,53,10.9,36.1
E00048858,47.6,5.9,46.5
E00048859,61.7,3.9,34.4
E00048860,47.8,3.6,48.6
E00048861,56.4,6.2,37.5
E00048862,55.1,6.5,38.3
E00048863,67.9,4.1,28.1
E00048864,56.4,4.3,39.3
E00048865,64.3,1.3,34.5
E00048866,62,2.4,35.7
E00048867,45.4,5.3,49.3
E00048868,61.3,9.5,29.2
E00048869,65.9,1.9,32.2
E00048870,69.5,3.1,27.4
E00048871,66.8,3.4,29.8
E00048872,54,7.6,38.4
E00048873,62.5,5.2,32.3
E00048874,64.8,1.7,33.5
E00048875,66.4,3.6,30
E00048876,54.4,7.8,37.7
E00048877,63.3,3.6,33.1
E00048878,64.7,3.8,31.5
E00048879,51.1,4.3,44.6
E00048880,58.1,1.9,40
E00048881,65.2,2.9,31.9
E00048882,30.5,12.7,56.8
E00048883,56.7,2,41.3
E00048884,59.8,5.4,34.7
E00048885,51.6,6.8,41.6
E00048886,46.6,12.5,40.9
E00048887,65.5,5.4,29.1
E00048888,53.1,9.5,37.4
E00048889,55.3,3.5,41.2
E00048890,58.4,6.4,35.3
E00048891,70.2,2.6,27.2
