areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00048254,40.5,59.5
E00048255,65.9,34.1
E00048256,52,48
E00048257,43.6,56.4
E00048258,42.5,57.5
E00048259,28.2,71.8
E00048260,37.1,62.9
E00048261,26.9,73.1
E00048262,33.5,66.5
E00048263,22.2,77.8
E00048264,64.1,35.9
E00048265,37.9,62.1
E00048266,25.1,74.9
E00048267,40.2,59.8
E00048268,53.3,46.7
E00048269,23.9,76.1
E00048270,26.6,73.4
E00048271,40.2,59.8
E00048272,38,62
E00048273,57.1,42.9
E00048274,41.8,58.2
E00048275,70.8,29.2
E00048276,52.3,47.7
E00048277,64,36
E00048278,58.1,41.9
E00048279,48.9,51.1
E00048280,52.9,47.1
E00048281,51.5,48.5
E00048283,56.6,43.4
E00048284,54.1,45.9
E00048285,47.2,52.8
E00048286,50.5,49.5
E00048287,61.4,38.6
E00048288,30,70
E00048289,38.1,61.9
E00048290,39.5,60.5
E00048291,55.2,44.8
E00048292,42,58
E00048293,28.3,71.7
E00048294,26.7,73.3
E00048296,43.3,56.7
E00048297,29.7,70.3
E00048298,33.7,66.3
E00048299,40.5,59.5
E00048300,40.1,59.9
E00048301,34,66
E00048302,35.3,64.7
E00048303,35,65
E00048304,38.7,61.3
E00048306,33.3,66.7
E00048307,28.6,71.4
E00048308,38.5,61.5
E00048309,19.9,80.1
E00048311,20.9,79.1
E00048313,35.4,64.6
E00048314,30.3,69.7
E00048315,29.5,70.5
E00048316,41.2,58.8
E00048320,51.9,48.1
E00048323,45.2,54.8
E00048325,38.6,61.4
E00048328,34.9,65.1
E00048336,31.5,68.5
E00048342,37.8,62.2
E00048355,49,51
E00048357,52.2,47.8
E00048358,39.6,60.4
E00048362,46.4,53.6
E00048363,46.7,53.3
E00048364,38.2,61.8
E00048365,29.6,70.4
E00048427,39.1,60.9
E00048443,43.2,56.8
E00048450,46.4,53.6
E00048451,36.6,63.4
E00048455,34.7,65.3
E00048456,39.5,60.5
E00048457,40.1,59.9
E00048458,43.9,56.1
E00048463,45.2,54.8
E00048465,29.2,70.8
E00048475,47.6,52.4
E00048476,41.3,58.7
E00048477,50.6,49.4
E00048516,48.3,51.7
E00048518,59.3,40.7
E00048520,58.7,41.3
E00048521,41.4,58.6
E00048522,45.2,54.8
E00048523,46.7,53.3
E00048524,48.6,51.4
E00048525,48.1,51.9
E00048605,50.5,49.5
E00048643,48.4,51.6
