geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00000181,14.4,10.7,4.9,64.7,5.3
E00000184,19.7,7.4,3.1,64.7,5.1
E00000185,17.3,11.6,0,68.9,2.2
E00000189,21.4,9.6,3.9,65.1,0
E00000191,23.5,13.2,2.3,57.2,3.9
E00000192,17.8,18.6,4.6,54.2,4.9
E00000193,11.3,17.1,6.7,63.2,1.7
E00000194,16.5,12.7,2.8,65,3
E00000195,8.3,8.9,4.1,72.5,6.1
E00000196,16.8,19.9,2.8,58.4,2.1
E00000197,17.6,14.6,3,56.9,8
E00000514,17.7,26.9,3.1,52.3,0
E00000538,15.2,18.6,1.6,59,5.6
E00011205,28.5,9.4,4,55.6,2.4
E00011206,14,12,4.6,66.7,2.7
E00011207,24.5,8.8,4.4,58.6,3.7
E00011228,4.1,4.1,2,89.2,0.7
E00011239,7,15.2,12.1,63.7,2
E00011245,3.3,1.6,2.3,92.5,0.3
E00011246,3.4,3.6,1.6,91.1,0.3
E00011247,7.5,1.6,2.2,88.7,0
E00011248,5.2,0,0.9,90.2,3.7
E00011249,0,4.5,4.5,91,0
E00011250,1.4,1.1,2.5,93.4,1.7
E00011251,4.9,0.3,3.9,90.9,0
E00011252,5.3,0,2.4,92,0.3
E00011253,5,1.9,5.3,87.3,0.5
E00011254,1.9,1.2,1.6,95.1,0.2
E00011255,2.4,3.3,1.5,91.4,1.5
E00011256,3.9,6.1,2.3,87.4,0.3
E00011257,11.2,5.8,3.3,79.6,0
E00011258,4.1,1.9,4.8,85.9,3.3
E00011259,5.4,0.6,0,94,0
E00011260,9.4,4.1,0,86.5,0
E00011261,7.9,0.3,0.6,90.1,1.2
E00011262,6.5,1.5,4.8,84.2,3
E00011263,5.5,6.1,2.7,84.5,1.2
E00011264,8.1,2.6,3.6,84.7,1
E00011265,3.4,1,2.4,93.2,0
E00011266,1,5.9,1.4,91.4,0.3
E00011267,3.6,2.3,1.3,92.8,0
E00011268,8.1,0,0.7,90.2,1
E00011269,1.7,5.6,3.1,87.9,1.7
E00011270,5.2,8.7,3.5,82.7,0
E00011271,0.6,5.5,3.3,90.6,0
E00011272,6,0,1.1,91,1.9
E00011273,6.3,5.1,1.2,87.4,0
E00011274,8.9,0,3.2,87.9,0
E00011275,6.7,7.8,4.1,80.3,1.1
E00011276,5.6,1,2.3,90.8,0.3
E00011277,5.4,3,3.9,87.7,0
E00011278,6.2,2.2,1.5,90.1,0
E00011279,2.7,3.1,4.5,89.7,0
E00011280,2.8,0,4.2,93.1,0
E00011281,3.9,0,1.4,94.7,0
E00011282,12.7,9.1,1.5,73.6,3
E00011283,5.2,3.3,4.8,86.7,0
E00011284,6.6,4.8,2.6,84.9,1.1
E00011285,3.2,4.2,3.8,88.8,0
E00011286,4,9.7,3.3,82.1,0.9
E00011287,23.7,12,1.8,59.9,2.5
E00011288,13.6,7.2,5.5,69.7,4
E00011289,1.2,3.9,3.9,89,2
E00011290,1.6,7.9,4.4,85,1.1
E00011291,13.6,13.9,2.5,69.4,0.6
E00011292,8.2,13.5,5.2,73,0
E00011293,18.1,6,9.7,66.2,0
E00011294,2.9,0.9,4.3,91.9,0
E00011295,5.5,10.3,3.7,80.5,0
E00011296,18.1,16.3,4.6,58.9,2
E00011297,19.9,9.1,6.1,60.7,4.2
E00011299,12.9,13.8,1.5,70.3,1.5
E00011300,15.8,7.2,2.6,71.2,3.1
E00011301,14.4,7.3,3.1,74,1.2
E00011302,11.8,6.6,4.6,75.8,1.2
E00011303,11.5,5.5,5.5,75.6,1.8
E00011304,11.3,8.2,3,76.4,1.1
E00011305,7.3,4.6,4.6,80.3,3.2
E00011306,15.4,10.2,4.8,69.6,0
E00011307,13.4,4.3,1.7,77.9,2.7
E00011308,3.4,8.3,2.5,85.8,0
E00011309,13.9,9.5,5.3,71.2,0
E00011310,9.1,5.9,3.7,73.3,8
E00011311,8.9,4.2,3.3,81.8,1.8
E00011312,6.5,6.5,2.3,84.4,0.4
E00011313,6.3,7.2,4.6,80.6,1.3
