geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00000181,13.8,14.6,71.5
E00000184,14.9,21.1,64
E00000185,11.3,16,72.6
E00000189,11.6,28.6,59.8
E00000191,7.1,30.2,62.7
E00000192,15,24.4,60.6
E00000193,7.8,24.2,68
E00000194,9.2,24.6,66.2
E00000195,12.5,20.6,66.9
E00000196,4.3,38.3,57.4
E00000197,15.1,15.1,69.7
E00000514,12.4,19,68.6
E00000538,19,15.2,65.7
E00011205,19.5,18.6,61.9
E00011206,9.9,24.8,65.3
E00011207,17.2,15.6,67.2
E00011228,0,82.8,17.2
E00011239,8.2,23.5,68.4
E00011245,2.1,33.3,64.6
E00011246,6,15.7,78.4
E00011247,5.5,25,69.5
E00011248,4.9,18,77
E00011249,4.2,33.1,62.7
E00011250,2.4,17.5,80.2
E00011251,4.4,26.5,69.1
E00011252,3.2,16,80.8
E00011253,2.8,13.8,83.4
E00011254,4.6,15.4,80
E00011255,4.8,19.4,75.8
E00011256,7,21.1,71.9
E00011257,9.2,23.8,66.9
E00011258,5,33.3,61.7
E00011259,4.7,19.7,75.6
E00011260,1.6,72.2,26.2
E00011261,2.5,17.4,80.2
E00011262,5.7,25,69.3
E00011263,3.4,25.7,70.9
E00011264,6.3,27.6,66.1
E00011265,4.2,17.6,78.2
E00011266,4.2,26.7,69.2
E00011267,3.8,25.2,71
E00011268,4.8,20,75.2
E00011269,6,19.9,74.2
E00011270,9.2,22.9,67.9
E00011271,6.8,23.5,69.7
E00011272,3.7,23.1,73.1
E00011273,2.2,19.9,77.9
E00011274,4.3,20,75.7
E00011275,3.3,32.5,64.2
E00011276,2.5,25.2,72.3
E00011277,6.9,23.8,69.2
E00011278,6.7,26.9,66.3
E00011279,2.1,45.8,52.1
E00011280,2.6,25.9,71.6
E00011281,4.3,27.4,68.4
E00011282,6.8,24.8,68.4
E00011283,9.6,27,63.5
E00011284,2.1,25.5,72.3
E00011285,4,21.4,74.6
E00011286,10.2,22.8,66.9
E00011287,12.8,23.1,64.1
E00011288,9,23.9,67.2
E00011289,2.9,52.6,44.5
E00011290,2.1,21.8,76.1
E00011291,10.8,29.2,60
E00011292,3.4,34.5,62.1
E00011293,4.9,22.8,72.4
E00011294,7.5,15,77.4
E00011295,3.5,27.2,69.3
E00011296,14.2,19.7,66.1
E00011297,20.3,21.7,58
E00011299,6.5,22.8,70.7
E00011300,7.6,13.9,78.5
E00011301,7.6,15.1,77.3
E00011302,11.4,17.9,70.7
E00011303,4.6,32,63.4
E00011304,6.3,23.8,69.9
E00011305,6.1,24.5,69.4
E00011306,9.6,18.3,72.2
E00011307,9.5,29.3,61.2
E00011308,5.2,20.9,73.9
E00011309,6.7,19.3,73.9
E00011310,5.5,64.2,30.3
E00011311,7.9,20.6,71.4
E00011312,4.4,27.2,68.4
E00011313,4.8,23,72.2
E00011314,11.9,16.7,71.4
E00011315,5.2,26.7,68.1
E00011316,9.8,24.2,65.9
E00011317,9.4,33.9,56.7
E00011318,6.8,31.5,61.6
E00011319,11.2,17.2,71.6
E00011320,2.9,60.3,36.8
E00011321,4,35.5,60.5
E00011322,7.9,33.8,58.3
E00011323,2.6,49.6,47.9
E00011324,10.8,17.5,71.7
E00011325,5.1,17.7,77.2
E00011326,12.5,7.8,79.7
E00011327,5,37.8,57.1
E00011328,6.6,30.6,62.8
E00011329,10.2,23.6,66.1
E00011330,10.3,19.8,69.8
E00011331,7.5,22,70.4
E00011332,2.1,59.6,38.4
E00011333,21.6,9,69.4
E00011334,4.2,23.8,72
E00011335,6.3,14.4,79.3
E00011336,12.2,25.2,62.6
E00011337,11.5,13.1,75.4
E00011338,6.5,24.2,69.4
