geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00000181,9.1,19.8,61,10.2
E00000184,6.8,20.3,60.4,12.5
E00000185,10.6,13.3,64.4,11.7
E00000189,9,21.4,58.6,11
E00000191,8.3,19.1,65.6,7
E00000192,9.5,19.5,56.8,14.2
E00000193,9.3,18.6,63.4,8.7
E00000194,10.4,17.2,62,10.4
E00000195,8.1,17.7,66.1,8.1
E00000196,3.2,16.9,71.8,8.1
E00000197,8.2,15.9,63.5,12.4
E00000514,15.4,19.2,53.1,12.3
E00000538,8.3,21.8,59,10.9
E00011205,8.5,20.9,62.1,8.5
E00011206,6.7,18.2,65.1,10
E00011207,8.4,13.7,69.5,8.4
E00011228,18.2,15.9,59.1,6.8
E00011239,16.7,25.8,56.1,1.5
E00011245,7.7,14.7,66.4,11.2
E00011246,11.4,16,61.1,11.4
E00011247,7.9,17,64.2,10.9
E00011248,12.6,14.8,65.9,6.6
E00011249,15.5,14.5,55.5,14.5
E00011250,12.9,16.3,57.9,12.9
E00011251,7.5,14.2,63.4,14.9
E00011252,17.1,15,50.7,17.1
E00011253,15.8,15.8,54.2,14.3
E00011254,13.3,16,51.6,19.1
E00011255,18,13.3,55.3,13.3
E00011256,9.9,18.5,62.3,9.3
E00011257,8.6,14.2,63,14.2
E00011258,5.3,22.7,62.9,9.1
E00011259,8.2,20.3,60.1,11.4
E00011260,14.5,3.6,65.5,16.4
E00011261,10.5,15.7,52.9,20.9
E00011262,10.1,14.4,54.7,20.9
E00011263,10.1,17.6,56.1,16.2
E00011264,10.5,11.1,63.4,15
E00011265,11.1,23,48.4,17.5
E00011266,8,18.1,65.9,8
E00011267,9.3,23.6,55,12.1
E00011268,7.1,14.8,69,9
E00011269,8.4,15.3,68.5,7.9
E00011270,12.7,20,57,10.3
E00011271,10.5,17.6,66.7,5.2
E00011272,9.2,11.8,67.2,11.8
E00011273,10.4,14.8,65.2,9.6
E00011274,13.3,12.1,61.2,13.3
E00011275,14.4,19.2,58.4,8
E00011276,5.1,16.8,66.4,11.7
E00011277,11.5,13.3,66.1,9.1
E00011278,12.8,19.5,55.6,12
E00011279,16.7,21.1,57.8,4.4
E00011280,4.5,18.2,63.6,13.6
