geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00000181,14.2,44.2,27.5,14.2
E00000184,10.1,38.7,33.6,17.6
E00000185,12.1,39.3,32.7,15.9
E00000189,23.7,40.4,26.3,9.6
E00000191,26.4,52.7,16.3,4.7
E00000192,22,44.1,29.1,4.7
E00000193,22.5,47.3,21.7,8.5
E00000194,18,45.3,28.9,7.8
E00000195,19.9,50,22.1,8.1
E00000196,35.7,41.4,19.3,3.6
E00000197,22.4,35.3,35.3,6.9
E00000514,25,51.9,18.3,4.8
E00000538,22.5,50,21.6,5.9
E00011205,20,42.5,27.5,10
E00011206,32.7,44.1,16.8,6.4
E00011207,19.2,46.9,23.8,10
E00011228,66.7,28.5,4.9,0
E00011239,51,34.4,12.5,2.1
E00011245,22.5,50,15.5,12
E00011246,10.8,35.4,27.7,26.2
E00011247,11.7,47.7,27.3,13.3
E00011248,7.4,47.5,33.6,11.5
E00011249,17.4,48.8,24.8,9.1
E00011250,7.8,38.3,35.9,18
E00011251,13.5,47.4,28.6,10.5
E00011252,7.2,36.8,41.6,14.4
E00011253,4.9,34.7,47.9,12.5
E00011254,7.7,25.4,41.5,25.4
E00011255,10.9,56.6,24.8,7.8
E00011256,13,47.8,29.6,9.6
E00011257,18.3,45.8,25.2,10.7
E00011258,22,43.2,27.1,7.6
E00011259,17.6,43.2,29.6,9.6
E00011260,50.8,43.7,4,1.6
E00011261,7.4,33.9,43.8,14.9
E00011262,20.9,38.8,28.1,12.2
E00011263,11.6,48.6,33.6,6.2
E00011264,11,54.3,28.3,6.3
E00011265,6.9,36.2,46.6,10.3
E00011266,15.8,46.7,27.5,10
E00011267,12.1,40.2,34.1,13.6
E00011268,11,41.5,33.9,13.6
E00011269,19.2,38.4,27.8,14.6
E00011270,16.9,50,24.6,8.5
E00011271,22.6,41.6,26.3,9.5
E00011272,15.6,45,25.7,13.8
E00011273,13.3,45.9,34.1,6.7
E00011274,6,41.9,39.3,12.8
E00011275,31.7,46.7,15.8,5.8
E00011276,15.1,47.9,31.9,5
E00011277,10.2,40.6,35.9,13.3
E00011278,20.6,52.3,19.6,7.5
E00011279,33.7,40.8,21.4,4.1
E00011280,16.4,47.4,25.9,10.3
E00011281,13.2,42.1,24.8,19.8
