geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00000181,75.2,24.8
E00000184,74.4,25.6
E00000185,77.1,22.9
E00000189,71.8,28.2
E00000191,67,33
E00000192,60.9,39.1
E00000193,69.9,30.1
E00000194,79.9,20.1
E00000195,75.8,24.2
E00000196,73.8,26.2
E00000197,69,31
E00000514,61.8,38.2
E00000538,57.5,42.5
E00011205,63.6,36.4
E00011206,73.5,26.5
E00011207,68.8,31.2
E00011228,78.4,21.6
E00011239,76.1,23.9
E00011245,89,11
E00011246,92.2,7.8
E00011247,91.8,8.2
E00011248,89.1,10.9
E00011249,93.3,6.7
E00011250,93.4,6.6
E00011251,95.8,4.2
E00011252,90,10
E00011253,92.3,7.7
E00011254,93.7,6.3
E00011255,91.2,8.8
E00011256,84.8,15.2
E00011257,83,17
E00011258,85.1,14.9
E00011259,94.6,5.4
E00011260,83,17
E00011261,93.5,6.5
E00011262,92.9,7.1
E00011263,91.2,8.8
E00011264,89.9,10.1
E00011265,96.6,3.4
E00011266,91.4,8.6
E00011267,96.1,3.9
E00011268,92.5,7.5
E00011269,88.1,11.9
E00011270,86.5,13.5
E00011271,89.2,10.8
E00011272,94.7,5.3
E00011273,92.4,7.6
E00011274,90.5,9.5
E00011275,85.9,14.1
E00011276,92.4,7.6
E00011277,95.2,4.8
E00011278,93.1,6.9
E00011279,91.5,8.5
E00011280,87.9,12.1
E00011281,93.2,6.8
E00011282,80.9,19.1
E00011283,82.8,17.2
E00011284,91.4,8.6
E00011285,93.6,6.4
E00011286,87.7,12.3
E00011287,67.3,32.7
E00011288,76.4,23.6
E00011289,87.6,12.4
E00011290,86.9,13.1
E00011291,82.2,17.8
E00011292,85.9,14.1
E00011293,77.5,22.5
E00011294,90.8,9.2
E00011295,83.1,16.9
E00011296,63.7,36.3
E00011297,60.8,39.2
E00011299,80.6,19.4
E00011300,72.9,27.1
E00011301,76.1,23.9
E00011302,86,14
E00011303,86.5,13.5
E00011304,78.9,21.1
E00011305,86.7,13.3
E00011306,81.7,18.3
E00011307,81.9,18.1
E00011308,89.1,10.9
E00011309,83.7,16.3
E00011310,86.6,13.4
E00011311,85.5,14.5
E00011312,85.2,14.8
E00011313,86.8,13.2
E00011314,79.3,20.7
E00011315,85.9,14.1
E00011316,83.3,16.7
E00011317,80.5,19.5
E00011318,86.5,13.5
E00011319,82.9,17.1
E00011320,88.1,11.9
E00011321,82,18
E00011322,76,24
E00011323,87.2,12.8
E00011324,84.1,15.9
E00011325,84.4,15.6
E00011326,74.5,25.5
E00011327,84.4,15.6
E00011328,87.3,12.7
E00011329,91.1,8.9
E00011330,90.3,9.7
E00011331,85.1,14.9
E00011332,85.4,14.6
E00011333,67.7,32.3
E00011334,90.3,9.7
E00011335,88.6,11.4
E00011336,77,23
E00011337,74.5,25.5
E00011338,89.6,10.4
E00011339,78.9,21.1
E00011340,83.9,16.1
E00011341,87.6,12.4
E00011342,90.4,9.6
E00011343,89,11
E00011344,79.5,20.5
E00011345,86.5,13.5
E00011346,74.9,25.1
E00011347,85.6,14.4
E00011348,76.2,23.8
E00011349,77.2,22.8
E00011350,89.1,10.9
E00011351,91,9
E00011352,89.1,10.9
E00011353,76.6,23.4
E00011354,87.1,12.9
E00011355,69.9,30.1
E00011356,88.4,11.6
E00011357,80.5,19.5
E00011358,93.2,6.8
E00011359,82.7,17.3
E00011360,74.1,25.9
E00011361,78.9,21.1
E00011362,78.6,21.4
E00011363,76.2,23.8
E00011364,76.2,23.8
E00011365,76.1,23.9
E00011367,85.7,14.3
E00011368,82.4,17.6
E00011369,78.3,21.7
E00011370,78.7,21.3
E00011371,84.7,15.3
E00011372,79.2,20.8
E00011373,82.7,17.3
E00011374,81.1,18.9
E00011375,77.2,22.8
E00011376,78.7,21.3
E00011377,77.6,22.4
E00011378,81.7,18.3
E00011379,82.1,17.9
E00011380,79.6,20.4
E00011381,82.2,17.8
E00011382,80.2,19.8
E00011384,77.4,22.6
E00011385,78.9,21.1
E00011386,85.9,14.1
E00011387,88.1,11.9
E00011388,79,21
E00011389,85.2,14.8
E00011390,72.6,27.4
E00011391,70.5,29.5
E00011392,71.2,28.8
E00011393,78.9,21.1
E00011394,78.7,21.3
E00011395,87.4,12.6
E00011396,74.6,25.4
E00011397,85.2,14.8
E00011398,71.2,28.8
E00011399,88.4,11.6
E00011400,86,14
E00011401,79.7,20.3
E00011402,74.8,25.2
E00011403,80,20
E00011404,76.7,23.3
E00011405,76.9,23.1
E00011406,76.6,23.4
E00011407,82.8,17.2
