geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00071220,37.8,52.9,5.3,4
E00071221,40.5,50.9,0,8.6
E00071222,57.1,33,0.9,8.9
E00071223,50.7,37,0.7,11.6
E00071224,32.2,20.4,29.6,17.8
E00071225,47,46,0.5,6.5
E00071226,43.1,17.4,0,39.4
E00071227,51.9,42.3,0,5.8
E00071228,52.3,39.6,0,8.1
E00071231,26.4,27,6.8,39.9
E00071270,54.3,32.6,4.3,8.7
E00071271,6,2,57.3,34.7
E00071272,56.7,29.9,0,13.4
E00071273,32.5,14.3,5.8,47.4
E00071274,36.9,23.8,22.1,17.2
E00071275,28.5,13.2,33.3,25
E00071276,12.8,12.8,27.2,47.2
E00071277,31.5,22.6,4.1,41.8
E00071278,16.2,20.6,21.3,41.9
E00071279,30.3,24.6,11.5,33.6
E00071280,75.2,20.8,3.2,0.8
E00071352,49.6,35.1,0.8,14.5
E00071353,60.2,30.5,3.4,5.9
E00071354,58.6,27.1,9,5.3
E00071355,15.3,26.1,15.3,43.2
E00071356,29.9,31.5,17.4,21.2
E00071357,64.4,26.7,0,8.9
E00071358,9.9,1.1,74.7,14.3
E00071360,45.5,39.7,3.3,11.6
E00071369,39.3,27.1,26.2,7.5
E00071370,49.3,32.8,1.5,16.4
E00071371,45.4,39.2,9.3,6.2
E00071376,55.9,15.3,0.8,28
E00071377,38.8,30.9,6.7,23.6
E00071382,46.6,33.8,9.8,9.8
E00071383,40.2,31.1,5.7,23
E00071384,25.9,36.3,1.5,36.3
E00071385,63.2,29.1,0.9,6.8
E00071386,16.2,20.1,53.9,9.7
E00071387,44.9,29,9.3,16.8
E00071390,44.1,36,11.8,8.1
E00071391,54.5,29.8,1.7,14
E00071392,39.3,34.8,0,25.9
E00071394,5.5,16.5,61.5,16.5
E00071395,24.8,19,16.5,39.7
E00071396,21.7,30.2,18.9,29.2
E00071397,30.3,28.9,7,33.8
E00071399,12.4,12.4,34.7,40.5
E00071402,35.4,30.2,8.3,26
