geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00088976,96.2,3.8,0
E00088977,92.4,7.6,0
E00088978,74.3,25.7,0
E00088979,100,0,0
E00088981,97,3,0
E00088982,76.8,23.2,0
E00088983,96.7,3.3,0
E00088984,97.8,2.2,0
E00088985,96.3,3.7,0
E00088986,100,0,0
E00088987,84,16,0
E00088989,100,0,0
E00088991,95.8,3.4,0.8
E00088992,98.4,0.8,0.8
E00088993,80,20,0
E00088994,77.5,22.5,0
E00088995,97.7,2.3,0
E00088996,100,0,0
E00088997,96.7,0.8,2.5
E00088998,99.2,0.8,0
E00088999,99.1,0.9,0
E00089000,100,0,0
E00089001,98.3,1.7,0
E00089005,55.2,44.8,0
E00089006,48.1,51.9,0
E00089007,41.4,58,0.6
E00089008,73.3,26.7,0
E00089009,68.6,31.4,0
E00089011,99.2,0.8,0
E00089013,39.2,60.8,0
E00089014,100,0,0
E00089015,100,0,0
E00089016,99.2,0.8,0
E00089017,88.6,11.4,0
E00089018,72.4,27.6,0
E00089019,89.7,10.3,0
E00089020,15.5,84.5,0
E00089021,99.2,0.8,0
E00089022,76,24,0
E00089023,84,16,0
E00089024,100,0,0
E00089025,97.6,2.4,0
E00089026,99.2,0.8,0
E00089027,98.4,1.6,0
E00089028,100,0,0
E00089029,97.3,2.7,0
E00089030,82.2,17.8,0
E00089031,90.4,9.6,0
E00089032,100,0,0
E00089033,100,0,0
E00089034,59.3,40.7,0
E00089035,95.3,4.7,0
E00089036,100,0,0
E00089037,100,0,0
E00089038,100,0,0
E00089039,100,0,0
E00089040,93,7,0
E00089041,95.9,4.1,0
E00089042,94.7,5.3,0
E00089043,95.7,4.3,0
E00089044,99.3,0.7,0
E00089045,99,1,0
E00089047,100,0,0
E00089049,100,0,0
E00089050,99.1,0.9,0
E00089051,93.5,6.5,0
E00089052,96.1,3.9,0
E00089053,91.3,8.7,0
E00089104,91.3,8.7,0
E00089105,50.8,49.2,0
E00089106,90.8,9.2,0
E00089107,84.1,15.9,0
E00089108,94.6,4.9,0.5
E00089109,78.6,21.4,0
E00089110,97.7,2.3,0
E00089111,96.9,3.1,0
E00089112,68.6,31.4,0
E00089113,95.9,3.3,0.8
E00089114,0.9,99.1,0
E00089115,88.8,11.2,0
E00089116,55.3,44.7,0
E00089117,89.5,10.5,0
E00089118,88.7,11.3,0
E00089119,78.4,21.6,0
E00089120,94,6,0
E00089121,99.2,0,0.8
E00089122,77.8,22.2,0
E00089124,99.1,0.9,0
E00089125,76,24,0
E00089136,72.7,27.3,0
E00089137,93.5,6.5,0
E00089138,86.8,13.2,0
E00089139,67.5,32.5,0
E00089140,61.6,38.4,0
E00089141,66.4,33.6,0
E00089142,86.4,13.6,0
E00089143,78.7,21.3,0
E00089144,78.9,21.1,0
E00089145,92.3,7.7,0
E00089146,75,25,0
E00089147,65.5,34.5,0
E00089148,89.9,10.1,0
E00089149,34.6,65.4,0
E00089150,78.6,21.4,0
E00089151,71.3,28.7,0
E00089152,75.8,24.2,0
E00089153,84.2,15.8,0
E00089154,71.1,28.9,0
E00089155,77.1,22.9,0
E00089156,79.5,20.5,0
E00089157,71.1,28.9,0
E00089159,100,0,0
E00089160,18.5,81.5,0
E00089161,71.6,28.4,0
E00089162,97.5,2.5,0
E00089163,97.7,2.3,0
E00089164,100,0,0
E00089165,79.7,20.3,0
E00089166,96.9,3.1,0
E00089167,100,0,0
E00089168,72.9,27.1,0
E00089169,78.8,21.2,0
E00089170,63.6,36.4,0
E00089171,72.6,27.4,0
E00089172,95.4,4.6,0
E00089173,95.5,4.5,0
E00089174,80.2,19.8,0
E00089175,94.5,5.5,0
E00089176,60.8,39.2,0
E00089178,56.4,43.6,0
E00089179,20.2,79.8,0
E00089181,100,0,0
E00089182,91.2,8.8,0
E00089183,100,0,0
E00089184,97.9,1.4,0.7
E00089203,100,0,0
E00089212,98.2,0.9,0.9
E00089213,96.9,2.4,0.8
E00089214,99.1,0.9,0
E00089215,95.5,4.5,0
E00089216,96.7,2.8,0.6
E00089217,86.6,13.4,0
E00089219,99.3,0.7,0
E00089220,90.4,8.8,0.9
E00089221,51.5,48.5,0
E00089222,97.6,2.4,0
E00089223,87.1,12.9,0
E00089224,97.3,2.7,0
E00089225,67.8,32.2,0
E00089226,98.2,1.8,0
E00089227,99.1,0.9,0
E00089228,96.4,2.7,0.9
E00089229,99.2,0,0.8
E00089230,92.5,7.5,0
E00089231,93,7,0
E00089232,97.3,2.7,0
E00089233,89.1,10.9,0
E00089234,98.4,1.6,0
E00089235,97.1,2.9,0
E00089236,79.9,20.1,0
E00089237,76.9,23.1,0
E00089238,98.1,1.9,0
E00089239,98.3,1.7,0
E00089240,99.1,0.9,0
E00089241,100,0,0
E00089242,96.2,3,0.8
E00089243,96.8,3.2,0
E00089246,86.2,13.8,0
E00089247,94,6,0
E00089248,98.9,1.1,0
E00089249,97.7,2.3,0
E00089250,100,0,0
E00089251,94.4,5.6,0
E00089252,99.2,0.8,0
E00089253,96.3,3.7,0
E00089254,81.1,18.9,0
E00089255,98,2,0
E00089270,100,0,0
E00089271,100,0,0
E00089272,100,0,0
