geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00088976,95.3,1.8,2.9
E00088977,97.2,0,2.8
E00088978,91.8,2.7,5.5
E00088979,98.6,0.2,1.2
E00088981,94,0.7,5.3
E00088982,94.9,0.7,4.4
E00088983,95.8,1.8,2.4
E00088984,96.8,1.4,1.7
E00088985,95.4,1.5,3.1
E00088986,94,2.3,3.7
E00088987,93.9,1.7,4.5
E00088989,95.1,0.3,4.6
E00088991,96.3,0,3.7
E00088992,92.5,3.1,4.4
E00088993,92.5,1.9,5.6
E00088994,93.7,0.4,5.9
E00088995,93.2,1.3,5.5
E00088996,97,0.8,2.2
E00088997,92.6,1,6.4
E00088998,92.4,2.7,4.9
E00088999,97.7,0.8,1.6
E00089000,97.8,0,2.2
E00089001,94.6,1.7,3.7
E00089005,75.3,3.5,21.2
E00089006,80.8,5.6,13.7
E00089007,68.5,5.2,26.4
E00089008,73.2,5.2,21.6
E00089009,80.5,4.6,14.9
E00089011,91.6,1.2,7.1
E00089013,85.3,1.8,12.9
E00089014,94.4,3.5,2.1
E00089015,93.3,2.2,4.5
E00089016,96.4,0,3.6
E00089017,89.5,2.9,7.6
E00089018,85.8,3.2,11.1
E00089019,91.2,3.4,5.5
E00089020,77.8,4.4,17.8
E00089021,92.1,3.6,4.3
E00089022,91.3,2.9,5.8
E00089023,86.9,2.8,10.3
E00089024,88.3,5.8,5.8
E00089025,91.2,1.5,7.3
E00089026,95.4,0.9,3.7
E00089027,95.5,1.4,3.1
E00089028,92.1,4.7,3.1
E00089029,86.7,3.7,9.7
E00089030,90.3,1.3,8.4
E00089031,92,1.5,6.5
E00089032,94.8,3.1,2.2
E00089033,97.6,0.6,1.8
E00089034,96.4,0.4,3.2
E00089035,91.7,0.9,7.4
E00089036,87.8,3.2,9
E00089037,94.8,1.7,3.5
E00089038,91.3,4.8,3.9
E00089039,92.9,1.1,6
E00089040,92.5,2.1,5.3
E00089041,93.2,1.9,4.9
E00089042,94.9,2.3,2.9
E00089043,92.8,1.6,5.6
E00089044,95.5,0.8,3.7
E00089045,90.7,2.2,7
E00089047,96.1,1.5,2.4
E00089049,94.8,1.1,4.1
E00089050,94.1,2.6,3.3
E00089051,88,5.3,6.7
E00089052,96.8,2.6,0.6
E00089053,95.9,1,3
E00089104,91.7,1.4,6.9
E00089105,80.1,1.8,18.1
E00089106,91.8,1.8,6.4
E00089107,85.7,2.5,11.8
E00089108,86.8,4.5,8.6
E00089109,93,1,6
E00089110,86.7,2.9,10.4
E00089111,87.2,1.6,11.1
E00089112,82.5,2.4,15.1
E00089113,79.3,2.4,18.3
E00089114,67.6,2.3,30.1
E00089115,75.4,7.6,17
E00089116,78.3,4.9,16.8
E00089117,84.9,1.4,13.7
E00089118,87,1.7,11.3
E00089119,87.1,1.8,11.2
E00089120,86.4,3.1,10.5
E00089121,93.7,0,6.3
E00089122,86.6,0.4,13
E00089124,93,1.1,5.9
E00089125,86.7,1.5,11.8
E00089136,90.4,0.9,8.7
E00089137,85.9,2.3,11.8
E00089138,76.2,3.4,20.4
E00089139,80.9,3.6,15.5
E00089140,76.3,3.5,20.2
E00089141,87.2,2.1,10.7
E00089142,85.7,1.1,13.2
E00089143,91.1,1.6,7.3
E00089144,88.3,0.8,10.9
E00089145,80.3,2.8,16.9
E00089146,87.2,3.2,9.6
E00089147,72.9,2.1,25
E00089148,79.1,1.8,19.1
E00089149,69.7,1.2,29.1
E00089150,90.8,2.2,7
E00089151,65.7,3.8,30.6
E00089152,72.1,2.9,25
E00089153,85.8,1.2,13
E00089154,79.1,3.3,17.6
E00089155,86.1,0.6,13.2
E00089156,83.7,0,16.3
E00089157,83.4,4.3,12.3
E00089159,94.6,2,3.3
E00089160,87.1,1.5,11.4
E00089161,89.8,1.4,8.8
E00089162,92.3,1.8,5.9
E00089163,91.5,1.1,7.4
E00089164,89.3,0.7,10
E00089165,92.6,1.1,6.3
E00089166,86.9,3.7,9.4
E00089167,89.1,1,9.9
E00089168,80.9,1.7,17.5
E00089169,80.6,2.6,16.8
E00089170,79.9,4.1,16
E00089171,90.7,2.3,7.1
E00089172,86.5,3.9,9.6
E00089173,87.2,3,9.8
E00089174,82.1,2.5,15.4
E00089175,85.9,2.3,11.8
E00089176,75.2,4.5,20.2
E00089178,81.1,0.8,18.2
E00089179,79,1.8,19.2
E00089181,87.6,1.7,10.7
E00089182,83,1.9,15.1
E00089183,91.2,1.8,7
E00089184,85,1.2,13.8
E00089203,92.3,3.9,3.9
E00089212,95.8,0,4.2
E00089213,95.2,1.6,3.2
E00089214,93.4,0.8,5.8
E00089215,96.3,0.4,3.3
E00089216,96.6,1.3,2.1
E00089217,90.8,2.3,7
E00089219,97.1,0.6,2.2
E00089220,97.2,0.8,2
E00089221,95.8,1.2,3
E00089222,95.8,2.7,1.5
E00089223,93,2.3,4.7
E00089224,91.2,4.2,4.6
E00089225,82.8,4.8,12.4
E00089226,93.5,1.9,4.6
E00089227,94.8,2.6,2.6
E00089228,94.1,0.4,5.5
E00089229,94.4,0.7,5
E00089230,95.4,1.3,3.3
E00089231,90.8,1.7,7.6
E00089232,91,4.2,4.8
E00089233,93.4,1.4,5.2
E00089234,90.5,1.8,7.7
E00089235,94.3,2,3.6
E00089236,93.8,1.1,5.1
E00089237,95.9,0,4.1
E00089238,96.5,0.6,2.9
E00089239,94.9,1.3,3.8
E00089240,97.8,1.5,0.7
E00089241,92.4,2.2,5.5
E00089242,98.4,0,1.6
E00089243,93.6,4.3,2.1
E00089246,85.6,4.7,9.7
E00089247,90.8,3.8,5.3
E00089248,94,1.9,4.1
E00089249,98.5,0.6,0.9
E00089250,95.7,1.5,2.7
E00089251,96.8,1.1,2.1
E00089252,91.7,0.6,7.7
E00089253,95,2.8,2.1
E00089254,92.6,1.2,6.2
E00089255,95,2.4,2.6
E00089270,91.5,3.7,4.8
E00089271,94.8,3.4,1.8
E00089272,96.4,1.8,1.8
E00089273,92.8,0.7,6.5
E00089274,97.1,0.3,2.6
E00089275,90.5,2.9,6.6
E00089276,92.3,1,6.8
E00089277,73.9,3.8,22.3
E00089278,83.4,1,15.6
E00089279,82.8,2.4,14.8
E00089280,85.8,1.5,12.7
E00089281,60.9,5.4,33.7
E00089282,94.1,1.6,4.4
