geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00084445,91.2,7.4,1.4,0,0
E00084446,93.7,4.8,0,1.5,0
E00084447,94.4,4.9,0.7,0,0
E00084450,90,8.5,0.4,1.1,0
E00084451,90.5,5.1,1.7,0.7,2
E00084453,92.5,6.4,0.6,0,0.6
E00084454,88.9,8.3,1.4,0.8,0.6
E00084456,86.6,8,1.1,2.1,2.1
E00084457,91.7,7.2,0.7,0,0.3
E00084458,93.4,3.1,2.1,0.7,0.7
E00084674,72.6,18.3,3.2,5,0.9
E00084684,62.9,17.1,6.1,10.6,3.3
E00084686,57,17.6,10.2,7.6,7.6
E00084687,63.4,17.7,9.3,6.5,3.1
E00084688,75.5,14.3,3.2,2.3,4.7
E00084690,73.9,16,2.5,5.1,2.5
E00084861,73.6,14.5,5.6,5.6,0.7
E00084862,84.3,11.8,0.8,0.5,2.5
E00084863,76.3,18,2.7,2.4,0.5
E00084864,71.6,19,2.7,4.1,2.7
E00084865,72.4,13,5.6,5.6,3.3
E00084866,84.8,10.9,2.3,0.7,1.3
E00084867,76.5,22.8,0.7,0,0
E00084868,81.1,10.6,6.3,2,0
E00084869,83.2,12.6,2.1,2.1,0
E00084870,77.8,16.5,2.2,0.7,2.7
E00084871,75.3,16.5,2.4,3.7,2.1
E00084872,80.8,14.9,2.3,0.4,1.5
E00084873,84.1,11.6,1.3,2.8,0.3
E00084874,66.2,17.4,9.9,4.1,2.4
E00084875,57.5,16.6,14.3,7.1,4.5
E00084876,61.6,14.8,12.3,9.2,2.1
E00084877,83.2,12.8,1.4,2.4,0.3
E00084878,65.5,22.7,6.3,4.3,1.2
E00084879,67.9,19,5.5,6.6,1.1
E00084880,73.6,13.6,5.9,3.6,3.3
E00084881,82.8,11.5,1.5,2.7,1.5
E00084882,84.9,8.1,2.4,2.2,2.4
E00084883,82.4,11.8,3.7,1.1,1.1
E00084884,84,14.5,0.9,0,0.6
E00084885,78,8,7,3.3,3.7
E00084886,71.6,14.4,5.3,8.2,0.4
E00084887,80.4,14.4,2.2,1.8,1.1
E00084888,75.5,18.5,1.9,1.9,2.2
E00084889,85.4,11.5,1.4,0.8,0.8
E00084891,76.6,18.1,2.7,0.6,2.1
E00084892,77,14.7,4.7,2.2,1.4
E00084893,68,19.6,8,3,1.4
E00084894,63.1,18.5,11.1,4.4,3
E00084895,78.5,13.1,4.4,3,1
E00084896,82.3,13.3,3.1,0,1.4
E00084897,73,18.1,5.7,1.7,1.5
E00084898,66.3,12.5,6.7,8.3,6.3
E00084899,75.4,13.2,7.1,2.1,2.1
E00084900,75.3,15.1,5.7,1.3,2.7
E00084901,67.1,19.3,7.8,4.5,1.3
E00084902,75.2,17.3,4,2.7,0.8
E00084903,76.9,13.7,5.4,1.4,2.5
E00084904,65.5,18.1,11.5,2,2.9
E00087774,91.8,5.6,1,1.6,0
E00087775,88.5,8,1.8,1.8,0
