geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00084445,4.2,29.4,43.4,23.1
E00084446,6.7,39.2,40.8,13.3
E00084447,9.1,31,39,20.9
E00084450,12.5,31.7,39.4,16.3
E00084451,7.8,41.4,33.6,17.2
E00084453,4.7,38.5,37.8,18.9
E00084454,8.4,44.1,37.8,9.8
E00084456,31.8,41.8,22.7,3.6
E00084457,12.1,41.1,39.5,7.3
E00084458,19.9,41.8,27.7,10.6
E00084674,1.8,33.3,48.6,16.2
E00084684,9,42.8,40.7,7.6
E00084686,13.5,54.1,28.4,4.1
E00084687,5.3,56.1,35.6,3
E00084688,23.9,50.3,22.6,3.1
E00084690,4,51.3,34,10.7
E00084861,6,31,43.1,19.8
E00084862,0,23.5,49.2,27.3
E00084863,2,41.2,42.6,14.2
E00084864,12.7,43.9,30.2,13.2
E00084865,9.4,63.8,22.5,4.3
E00084866,10.6,47.5,30.5,11.3
E00084867,1.7,26.9,46.2,25.2
E00084868,7.5,47,35.8,9.7
E00084869,3.5,32.4,45.1,19
E00084870,17.9,41.7,33.9,6.5
E00084871,3,35.1,47.6,14.3
E00084872,28.9,47.4,15.8,7.9
E00084873,16.4,50,25,8.6
E00084874,21.6,54.7,19.4,4.3
E00084875,25.2,51,21.2,2.6
E00084876,21.5,47.9,24.8,5.8
E00084877,4.9,34,40.3,20.8
E00084878,15,54.2,20,10.8
E00084879,18.1,55.1,21.7,5.1
E00084880,3.7,45.6,38.2,12.5
E00084881,23.5,45.6,25,5.9
E00084882,3.5,33.1,44.4,19
E00084883,10.9,36.1,42,10.9
E00084884,2.4,26.4,44.8,26.4
E00084885,16.3,57,20.7,5.9
E00084886,8.4,54.6,31.9,5
E00084887,19.7,48.4,27.9,4.1
E00084888,12.2,48.8,30.9,8.1
E00084889,24.1,44,27,5
E00084891,6.6,41.2,33.1,19.1
E00084892,18.1,52.8,22,7.1
E00084893,9.5,45.3,37.2,8
E00084894,7.4,49.3,36,7.4
E00084895,12.3,58,24.6,5.1
E00084896,5.5,48.4,28.9,17.2
E00084897,23.2,44.2,23.2,9.4
E00084898,32.5,42.3,17.9,7.3
E00084899,12.3,50,32,5.7
E00084900,23.1,45.5,24,7.4
E00084901,3.1,43.5,45,8.4
E00084902,4.5,34.6,45.1,15.8
E00084903,9.9,52.1,29.8,8.3
E00084904,12.5,36.7,35.2,15.6
