geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
W00002704,67,20.2,12.8,0,0
W00002705,64.9,26.1,9,0,0
W00002706,51.3,29.4,18.5,0.8,0
W00002707,43,18.7,38.3,0,0
W00002708,36.2,34.3,29.5,0,0
W00002709,36.4,34.5,25.5,2.7,0.9
W00002710,61.7,28.4,8.6,1.2,0
W00002711,50.5,31.5,15.5,2.5,0
W00002712,47.7,41.9,9.3,1.2,0
W00002713,19.4,45.5,33.6,1.5,0
W00002714,65.9,23.8,10.3,0,0
W00002715,68,24.3,7.8,0,0
W00002716,53.3,32.7,12,0.7,1.3
W00002717,55,30,15,0,0
W00002718,28.9,48.9,18.9,3.3,0
W00002719,59.1,27.2,11.9,1.7,0
W00002720,72.5,18.6,7.8,1,0
W00002721,43.2,34.2,21.6,0.9,0
W00002722,46.7,41.7,10.8,0.8,0
W00002723,50.5,30.6,17.1,1.8,0
W00002724,49.1,35.8,15.1,0,0
W00002725,22.3,56.3,21.4,0,0
W00002726,28.3,37,33.1,1.6,0
W00002727,34.8,36.5,28.7,0,0
W00002728,40.7,31.1,27.4,0.7,0
W00002729,14.2,31.9,53.1,0.9,0
W00002730,14.8,44.4,40.7,0,0
W00002731,16.4,32.8,45.2,5.6,0
W00002732,26.8,30.9,39.6,2,0.7
W00002733,28.9,35.1,33.3,1.8,0.9
W00002734,35,33.3,29.2,1.7,0.8
W00002772,56,31.9,10.6,1.4,0
W00002773,58.3,29.6,11.3,0.9,0
W00002774,42.5,37.7,19.2,0.7,0
W00002775,53.5,27.2,17.5,0.9,0.9
W00002776,59.4,31.3,7,2.3,0
W00002777,55.4,30.6,12.4,0.8,0.8
W00002786,53.5,32.5,13.2,0,0.9
W00002787,49.1,38.4,12.5,0,0
W00002788,51.3,34.2,12.8,0,1.7
W00002789,56.1,28,15,0,0.9
W00002790,58.3,37.9,3.9,0,0
W00002800,69.6,19.6,9.8,1.1,0
W00002801,50,36,11,2.9,0
W00002802,48.5,40,7.7,2.3,1.5
W00002803,53.8,33.3,12.8,0,0
W00002820,59.8,26.5,13.2,0.5,0
W00002821,57.8,31.9,8.9,1.5,0
W00002822,56.8,30.5,10.2,1.7,0.8
W00002823,51.4,32.6,16,0,0
W00002824,21,44.4,32.1,2.5,0
W00002832,43,28.1,28.9,0,0
W00002833,58.3,32,7.8,1.9,0
W00002834,59.6,28.9,11.5,0,0
W00002835,19.4,51.4,27.8,1.4,0
W00002836,56.6,34.9,8.5,0,0
W00002837,50.9,34.4,14.1,0.6,0
W00002838,52,32.5,13.8,1.6,0
W00002839,51.6,37.6,8.6,2.2,0
W00002840,60.7,29,10.3,0,0
W00002841,63.2,23.7,12.3,0.9,0
W00002842,51.5,40.7,7.7,0,0
W00002843,54.4,38.8,6.8,0,0
W00002844,59.7,34.3,6,0,0
W00002845,56.3,29.6,14.1,0,0
W00002846,51.3,30.4,16.5,1.7,0
W00002847,41,37.1,20,1.9,0
W00002848,58.1,27.9,14,0,0
W00002849,31.6,41.9,23.9,2.6,0
W00002850,22.7,29.9,45.4,2.1,0
W00002883,42.4,44.1,13.6,0,0
W00002910,46.6,35.4,17.4,0.6,0
W00002911,50.7,35.8,13.4,0,0
W00002912,54.4,32.8,12,0.8,0
W00002913,62.1,28.4,9.5,0,0
W00002914,60.9,27.3,11.8,0,0
W00002915,56.1,26.2,15,0.9,1.9
W00002916,63.6,27.3,9.1,0,0
W00002917,62,31,5.4,1.6,0
W00002918,56.6,30.8,10.7,1.3,0.6
W00002919,49.7,38.4,9.3,2.6,0
W00002920,72.5,21.4,6.1,0,0
W00002921,61.1,30.9,8.1,0,0
W00002922,58.5,33.3,6.7,1.5,0
W00002923,26.6,42.4,30.2,0.7,0
W00002924,61.5,21.3,17.2,0,0
W00002925,57.1,30.4,12.4,0,0
