geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00068660,61.7,38.3
E00068662,58.7,41.3
E00068663,51.9,48.1
E00068665,36.8,63.2
E00068666,39,61
E00068667,35.5,64.5
E00068668,30.1,69.9
E00068672,38.9,61.1
E00068675,43.3,56.7
E00068678,41.4,58.6
E00068680,39.7,60.3
E00068682,36.1,63.9
E00068684,52.7,47.3
E00068688,55.6,44.4
E00068689,54.8,45.2
E00068691,56.9,43.1
E00068693,56.5,43.5
E00068694,44.6,55.4
E00068695,40.9,59.1
E00068696,40.5,59.5
E00068697,29.8,70.2
E00068699,32,68
E00068700,30.6,69.4
E00068739,47.6,52.4
E00068740,38.4,61.6
E00068741,41.5,58.5
E00068743,57.4,42.6
E00068744,52.2,47.8
E00068745,49.2,50.8
E00068747,51.1,48.9
E00068748,70.1,29.9
E00068749,44.1,55.9
E00068750,45.1,54.9
E00068751,51.2,48.8
E00068752,35.6,64.4
E00068753,49.8,50.2
E00068754,42.7,57.3
E00068755,23.6,76.4
E00068756,23.4,76.6
E00068757,40.5,59.5
E00068758,50.2,49.8
E00068759,32.1,67.9
E00068760,32.2,67.8
E00068761,44.1,55.9
E00068762,34.2,65.8
E00068763,41.5,58.5
E00068764,29.7,70.3
E00068765,32.3,67.7
E00068766,30,70
E00068767,31.6,68.4
E00068768,38.7,61.3
E00068769,53.8,46.2
E00068770,27.7,72.3
E00068771,33.1,66.9
E00068772,37.8,62.2
E00068773,35.5,64.5
E00068775,40.4,59.6
E00068776,34.7,65.3
E00068777,32.5,67.5
E00068778,26.3,73.7
E00068779,42.9,57.1
E00068780,58.4,41.6
E00068781,35.2,64.8
E00068782,25.4,74.6
E00069053,55.7,44.3
E00069063,56.9,43.1
E00069064,48.1,51.9
E00069065,51.6,48.4
E00069066,52.1,47.9
E00069067,49.5,50.5
E00069068,60.3,39.7
E00069069,55.3,44.7
E00069071,50.8,49.2
E00069072,41.1,58.9
E00069073,43.7,56.3
E00069074,54.2,45.8
E00069075,39.2,60.8
E00069076,30.1,69.9
E00069077,55.7,44.3
E00069246,39.9,60.1
E00069247,57,43
E00069248,36.4,63.6
E00069249,35.1,64.9
E00069251,34.5,65.5
E00069253,32.3,67.7
E00069277,31.4,68.6
E00069278,42.4,57.6
E00069279,30.2,69.8
E00069280,33.1,66.9
E00069281,32.7,67.3
E00069282,54.4,45.6
E00069283,47.5,52.5
E00069284,40.8,59.2
E00069285,37,63
E00069286,40.6,59.4
E00069287,32.5,67.5
E00069288,30.9,69.1
E00069289,38.6,61.4
E00069290,20.4,79.6
E00069291,20.3,79.7
E00069295,38,62
E00069296,27.4,72.6
E00130025,34.5,65.5
E00130026,51.8,48.2
E00130027,47.1,52.9
E00130029,50.9,49.1
E00130030,61.4,38.6
E00130032,52.3,47.7
E00130033,46.8,53.2
E00130034,61.5,38.5
E00130035,53.4,46.6
E00130036,27.6,72.4
E00130037,65.3,34.7
E00130038,36.9,63.1
E00130039,42.8,57.2
E00130040,46.8,53.2
E00130056,43.4,56.6
E00130057,51.5,48.5
E00130059,60.6,39.4
E00130060,53.6,46.4
E00130062,29.9,70.1
E00130065,50.2,49.8
E00130066,59.1,40.9
E00130067,58.2,41.8
E00130068,56.1,43.9
E00130069,57.7,42.3
E00130070,58.9,41.1
E00130256,41.1,58.9
E00130257,49,51
E00130258,51.6,48.4
E00130259,56.3,43.7
E00130260,53.7,46.3
E00130261,32.2,67.8
E00130262,27.5,72.5
E00130263,49.9,50.1
E00130264,41.1,58.9
E00130268,50,50
E00130269,57.6,42.4
E00130270,57,43
E00130272,40.2,59.8
E00130273,40.4,59.6
E00130274,36.4,63.6
E00130341,70.2,29.8
E00130589,54.4,45.6
E00130590,61.2,38.8
E00130592,56.6,43.4
E00130593,55.5,44.5
E00130594,61.7,38.3
E00131145,65.8,34.2
E00131147,71.5,28.5
E00131148,41.1,58.9
E00131150,64.6,35.4
E00131156,41.8,58.2
E00131157,47.2,52.8
E00131158,66,34
E00131159,61.3,38.7
E00131161,68.7,31.3
E00131162,68.8,31.2
E00131163,63.4,36.6
E00131164,59.6,40.4
E00131165,54.5,45.5
E00165830,28.9,71.1
E00165831,49,51
E00169469,47.2,52.8
E00169474,41.9,58.1
E00169537,59.9,40.1
E00169539,41.4,58.6
E00169541,61.9,38.1
E00169542,43.6,56.4
E00169544,59.6,40.4
E00169548,24.4,75.6
E00169569,67.7,32.3
E00170681,53.5,46.5
E00170682,51.8,48.2
E00173345,36.9,63.1
E00173347,33.3,66.7
E00178479,54.6,45.4
E00178508,45.1,54.9
E00178524,53.8,46.2
E00178539,59.3,40.7
E00178544,60.7,39.3
E00178550,43.9,56.1
E00178577,41.6,58.4
E00178588,22.2,77.8
E00178589,36.2,63.8
E00178617,55.2,44.8
E00178629,53.5,46.5
E00187372,61.9,38.1
E00187376,52,48
E00187412,57.6,42.4
E00187440,48.6,51.4
