geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00068660,60.9,3.9,35.2
E00068662,55.9,2.7,41.4
E00068663,61.1,4.2,34.7
E00068665,48.7,7.5,43.7
E00068666,58.8,5,36.2
E00068667,53.3,4.9,41.8
E00068668,46.9,5.8,47.3
E00068672,51.4,3.6,45
E00068675,54.7,5.2,40.1
E00068678,46.2,3.8,50
E00068680,54.9,4.3,40.9
E00068682,53.7,5.9,40.4
E00068684,54.3,4.9,40.7
E00068688,60.8,4.6,34.6
E00068689,58.3,3.5,38.2
E00068691,50.7,5,44.3
E00068693,55.8,6.2,38
E00068694,56.2,3.4,40.4
E00068695,43.2,8.2,48.6
E00068696,59.9,3.5,36.6
E00068697,51.5,7,41.4
E00068699,53.1,4.6,42.3
E00068700,49.2,6.1,44.7
E00068739,50,2.8,47.2
E00068740,57.1,4.7,38.2
E00068741,63.2,3.6,33.2
E00068743,73,4.4,22.6
E00068744,65.7,2.3,32
E00068745,64,3,33
E00068747,60.3,3.3,36.4
E00068748,67.9,3.1,29.1
E00068749,71.5,3.3,25.1
E00068750,61,2.4,36.6
E00068751,62.7,2.4,34.9
E00068752,74.3,2.9,22.9
E00068753,67,3.3,29.7
E00068754,64,4,32
E00068755,56,8.9,35.1
E00068756,47.8,4.4,47.8
E00068757,63.3,3.7,33
E00068758,62.5,3.6,33.9
E00068759,62.4,5.7,32
E00068760,56.4,7,36.5
E00068761,59.6,0,40.4
E00068762,53.2,5.2,41.6
E00068763,58.8,4.6,36.7
E00068764,45.6,5.4,49
E00068765,46.4,5.1,48.5
E00068766,46.6,11.6,41.8
E00068767,44.9,7.1,48
E00068768,50.2,6.4,43.4
E00068769,56.9,3.7,39.3
E00068770,41.8,3.5,54.6
E00068771,48.6,8.6,42.8
E00068772,55.2,6.3,38.6
E00068773,58.6,5.2,36.2
E00068775,54.5,4.7,40.8
E00068776,54,5.1,40.9
E00068777,47.5,4.6,47.9
E00068778,59,3.8,37.2
E00068779,49.6,9.1,41.3
E00068780,57.1,2.5,40.4
E00068781,46.4,8,45.6
E00068782,47,5.5,47.5
E00069053,59.7,1,39.3
E00069063,50.6,1.3,48.1
E00069064,69.2,1.7,29.1
E00069065,53.4,3.2,43.5
E00069066,63.9,3.7,32.4
E00069067,65.2,1.6,33.2
E00069068,46.2,1.7,52.1
E00069069,57.7,3.9,38.3
E00069071,56,2.5,41.5
E00069072,71.7,4.5,23.8
E00069073,75.1,1.8,23.1
E00069074,55.5,2.4,42.1
E00069075,64.5,2.9,32.7
E00069076,62.1,4.4,33.4
E00069077,64,2.1,33.9
E00069246,48.4,5.4,46.2
E00069247,58.4,1.9,39.7
E00069248,50,5.4,44.6
E00069249,50.7,6.3,43.1
E00069251,50.6,3.4,46
E00069253,53.6,6,40.3
E00069277,43.3,6.4,50.4
E00069278,47.3,5.9,46.9
E00069279,48.5,2.6,48.9
E00069280,50.4,5.5,44.1
E00069281,50.2,6,43.8
E00069282,50.2,5.1,44.7
E00069283,58,4.2,37.8
E00069284,60,3.6,36.4
E00069285,60.6,5.6,33.8
E00069286,70.2,2.1,27.7
E00069287,49.5,0,50.5
E00069288,49.4,6.1,44.4
E00069289,55.4,4.3,40.4
E00069290,40.6,12.4,47
E00069291,38,8,54
E00069295,52.6,4.4,43
E00069296,37.9,4.2,57.9
E00130025,66,3,31
E00130026,56.7,1.3,42
E00130027,57.6,2.4,40
E00130029,56.8,1.8,41.4
E00130030,66.9,3.2,29.9
E00130032,63.4,2.3,34.4
E00130033,67.4,2.1,30.5
E00130034,50.9,0.4,48.7
E00130035,51.1,2.2,46.6
E00130036,40.2,2,57.8
E00130037,43.6,4,52.4
E00130038,51.5,2.6,45.9
E00130039,61.8,3.3,35
E00130040,65.2,0.4,34.3
E00130056,63.8,2.4,33.8
E00130057,45.8,3.8,50.4
E00130059,58.2,2.6,39.2
E00130060,46.1,3.5,50.4
E00130062,50.2,4.4,45.4
E00130065,59.7,2.1,38.3
E00130066,64.6,3.6,31.8
E00130067,56.8,1.6,41.6
E00130068,47.6,1.3,51.1
E00130069,53.9,1.7,44.4
E00130070,55.3,3.3,41.4
E00130256,48.4,2.2,49.3
E00130257,67.6,1.4,31
E00130258,58.4,2.6,39
E00130259,59.6,2.3,38.1
E00130260,60.3,4.3,35.5
E00130261,43.4,1,55.6
E00130262,64,2,34
E00130263,56.4,1.4,42.3
E00130264,50.7,0,49.3
E00130268,53.8,1.8,44.4
E00130269,52.3,0.4,47.4
E00130270,59.7,0.9,39.4
E00130272,70.8,2.3,26.9
E00130273,61.9,3.7,34.4
E00130274,61.8,2.8,35.5
E00130341,56.3,2.3,41.4
E00130589,47.3,1.7,51
E00130590,57.2,2.5,40.3
E00130592,54.8,2.1,43.2
E00130593,71.2,1.5,27.3
E00130594,49.6,0.4,50
E00131145,49.6,0.8,49.6
E00131147,44.9,2.3,52.8
E00131148,75.3,2.2,22.5
E00131150,62.6,2.9,34.4
E00131156,65.2,2.4,32.5
E00131157,56.3,4.1,39.6
E00131158,42.4,2.7,55
E00131159,61.4,0,38.6
E00131161,55.9,1.1,43
E00131162,43.1,4.5,52.4
E00131163,67.1,0,32.9
E00131164,64.7,2.6,32.8
E00131165,78.1,2.3,19.7
E00165830,49.6,4.5,45.9
E00165831,42.1,2.3,55.6
E00169469,59.7,4,36.3
E00169474,66.3,3.8,29.9
E00169537,54.6,6.1,39.3
E00169539,62.6,3.9,33.5
E00169541,70.5,2.5,27
E00169542,80.8,5.6,13.6
E00169544,68.1,1.6,30.3
E00169548,47.4,6.8,45.9
E00169569,65.8,1.8,32.4
E00170681,63,1.6,35.4
E00170682,78.6,0,21.4
E00173345,69.7,2.3,28
E00173347,60.7,3.3,36
E00178479,82.2,0,17.8
E00178508,55.1,8,36.9
E00178524,72.6,5.1,22.3
E00178539,53.1,0.4,46.5
E00178544,69.7,2.6,27.7
E00178550,82,0.8,17.2
E00178577,78.5,3.6,17.9
E00178588,44.4,9.8,45.8
E00178589,51.5,4.1,44.4
E00178617,62.6,0.6,36.8
E00178629,53.7,2.1,44.2
E00187372,57.8,0.9,41.3
E00187376,48.2,3.6,48.2
E00187412,79.1,2.2,18.7
E00187440,82,1.6,16.4
