geography_code,heating_type_3a-001,heating_type_3a-002
E00007074,3.2,96.8
E00007077,4.2,95.8
E00007078,3.1,96.9
E00007079,0.8,99.2
E00007080,3.3,96.7
E00007081,2.5,97.5
E00007082,2.9,97.1
E00007083,2.8,97.2
E00007084,1.6,98.4
E00007085,2.1,97.9
E00007086,5.4,94.6
E00007087,3.8,96.2
E00007088,1.2,98.8
E00007089,2.2,97.8
E00007090,2.2,97.8
E00007118,3.4,96.6
E00007121,1.5,98.5
E00007123,0,100
E00007270,1.7,98.3
E00007271,0.9,99.1
E00007273,1.6,98.4
E00007274,0.7,99.3
E00007275,2.7,97.3
E00007276,2.9,97.1
E00007277,6.1,93.9
E00007278,1.6,98.4
E00007279,1.5,98.5
E00007280,1.5,98.5
E00007709,2.2,97.8
E00007710,0.8,99.2
E00007711,6.3,93.8
E00007713,3.9,96.1
E00007714,1.4,98.6
E00007715,0.8,99.2
E00007716,3,97
E00007717,0.8,99.2
E00007718,4.4,95.6
E00007719,5,95
E00007720,2.1,97.9
E00007721,2.3,97.7
E00007722,1.6,98.4
E00007723,4.8,95.2
E00007724,4.9,95.1
E00007726,3,97
E00007727,5.6,94.4
E00007728,0,100
E00007729,4.9,95.1
E00007730,6.9,93.1
E00007733,2,98
E00007734,3.3,96.7
E00007735,5,95
E00007736,1.4,98.6
E00007737,4.9,95.1
E00007738,3.1,96.9
E00007741,5.1,94.9
E00007742,2,98
E00007745,0,100
E00007746,0,100
E00007747,3.3,96.7
E00007750,2.3,97.7
E00007751,5.3,94.7
E00007752,4.1,95.9
E00008579,3.7,96.3
E00008580,2.4,97.6
E00008581,1.6,98.4
E00008585,1.7,98.3
E00008586,2.2,97.8
E00008587,3.3,96.7
E00008588,6.3,93.7
E00008589,5.8,94.2
E00008590,1.3,98.7
E00008591,2.2,97.8
E00008592,0.8,99.2
E00008593,0,100
E00008594,2.5,97.5
E00008596,0,100
E00008597,4,96
E00008598,1.4,98.6
E00008599,2,98
E00008600,2.4,97.6
E00008601,7.1,92.9
E00008602,1.7,98.3
E00008603,3.7,96.3
E00008604,4.4,95.6
E00008605,2.5,97.5
E00008606,3,97
E00008607,6.7,93.3
E00008959,6.6,93.4
E00008961,8.9,91.1
E00008963,2.3,97.7
E00008972,3,97
E00008973,2.1,97.9
E00008974,1.4,98.6
E00008975,4.9,95.1
E00008976,4.7,95.3
E00008977,2.9,97.1
E00008978,3.2,96.8
E00008979,1,99
E00008980,2.6,97.4
E00008981,3.6,96.4
E00008982,6.7,93.3
E00008983,2.4,97.6
E00008985,0,100
E00008986,4,96
E00008987,4.7,95.3
E00008989,0.7,99.3
E00008990,0.8,99.2
E00008991,4.2,95.8
E00008993,0,100
E00008998,2.3,97.7
E00009000,3.4,96.6
E00009001,2,98
E00009002,3.8,96.2
E00009003,2.1,97.9
E00009005,3.1,96.9
E00009006,3.7,96.3
E00009007,2.8,97.2
E00009008,2.7,97.3
E00009012,3.2,96.8
E00009014,2.2,97.8
E00009015,0,100
E00009017,0.8,99.2
E00009018,2.2,97.8
E00009019,0.8,99.2
E00009021,1.8,98.2
E00009022,1.8,98.2
E00009023,9.2,90.8
E00009024,2.1,97.9
E00009027,0,100
E00009030,2.8,97.2
E00009031,6,94
E00009032,7.4,92.6
E00009033,3.8,96.2
E00009034,3.1,96.9
E00009035,0.8,99.2
E00009036,1.5,98.5
E00009037,2.2,97.8
E00009038,4.6,95.4
E00009039,2.2,97.8
E00009040,2.9,97.1
E00009041,1.9,98.1
E00009042,13.3,86.7
E00009043,3,97
E00009044,4.4,95.6
E00009082,0.8,99.2
E00009083,1.1,98.9
E00009084,1.4,98.6
E00009085,3.8,96.3
E00009086,1.2,98.8
E00009087,3.3,96.7
E00009089,0,100
E00009090,0.8,99.2
E00009091,0,100
E00009092,1,99
E00009093,2.4,97.6
E00009094,0,100
E00009095,4.5,95.5
E00009096,1.4,98.6
E00009097,2.3,97.7
E00009098,2.3,97.7
E00009099,2.2,97.8
E00009100,2.5,97.5
E00009101,3.1,96.9
E00009102,1.6,98.4
E00009103,4,96
E00009104,2.3,97.7
E00009105,3.2,96.8
E00009106,0.9,99.1
E00009107,3.2,96.8
E00009109,2.7,97.3
E00009110,1.6,98.4
E00009112,9.9,90.1
E00009906,2.2,97.8
E00009907,1.2,98.8
E00009908,3,97
E00009909,2.2,97.8
E00009910,2,98
E00009911,0.9,99.1
E00009912,5.7,94.3
E00009913,1.4,98.6
E00009914,0.7,99.3
E00009915,2.7,97.3
E00009916,3.5,96.5
E00009917,3,97
E00009918,0.8,99.2
E00009919,1.4,98.6
E00009920,3.6,96.4
E00009921,2.7,97.3
E00009922,4.4,95.6
E00009923,0.7,99.3
E00009924,2.6,97.4
E00009925,2.1,97.9
E00009926,2.5,97.5
E00009927,2.1,97.9
