geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00007074,45.9,16.6,24.2,13.4
E00007077,50.7,19.6,7.4,22.3
E00007078,37.3,25.8,17.2,19.6
E00007079,25.3,24.1,24.1,26.4
E00007080,48,13.7,13.7,24.5
E00007081,36.3,18.1,13.5,32.1
E00007082,41,20.5,11.5,26.9
E00007083,39.7,21.8,19.6,19
E00007084,35,26.5,16.5,22
E00007085,28.9,22.8,16.8,31.5
E00007086,45.7,17.9,17.9,18.6
E00007087,42.9,12.1,13.2,31.9
E00007088,35.9,26.8,23.2,14.1
E00007089,35.1,20.6,13.7,30.5
E00007090,43.2,20.4,19.1,17.3
E00007118,34.3,20.6,22.5,22.5
E00007121,42.6,21.6,15.5,20.3
E00007123,34.6,26.3,15,24.1
E00007270,31.3,19.3,23.5,25.9
E00007271,41.2,19.6,16.3,22.9
E00007273,40.7,13,23.6,22.8
E00007274,43,14.8,13.3,28.9
E00007275,38.3,21.7,16.7,23.3
E00007276,46.8,12.7,30,10.5
E00007277,47.2,17.6,11.1,24.1
E00007278,36.4,17.9,17.2,28.5
E00007279,49.6,18.7,12.2,19.5
E00007280,46.5,14.1,12.7,26.8
E00007709,42.3,18.9,18,20.7
E00007710,38.5,20.8,18.5,22.3
E00007711,38.3,16.8,24.2,20.8
E00007713,35.6,19.3,22.8,22.3
E00007714,46.3,7.3,17.7,28.7
E00007715,31.4,24.4,27.9,16.3
E00007716,43.9,19.5,14.6,22
E00007717,46.1,14.9,16.3,22.7
E00007718,48,12.5,19.7,19.7
E00007719,36.9,24.4,21.3,17.5
E00007720,32.2,22.4,19,26.4
E00007721,31.3,23.7,22.9,22.1
E00007722,32.2,15.2,28.9,23.7
E00007723,50,14.9,20.1,14.9
E00007724,33.3,24,18.1,24.6
E00007726,37.1,19.1,21.1,22.7
E00007727,39.5,21,20,19.5
E00007728,35.8,23.6,14.6,26
E00007729,31.8,26,19.5,22.7
E00007730,41.3,18.7,18.7,21.3
E00007733,41.9,12.8,19.8,25.6
E00007734,44.7,18,20.7,16.7
E00007735,46.5,18.9,11.9,22.6
E00007736,49.5,20.6,10.3,19.6
E00007737,49.2,6.6,23,21.3
E00007738,32.9,15.7,22.9,28.6
E00007741,46.8,27.7,9.6,16
E00007742,40.5,19,17.6,22.9
E00007745,45.7,13.3,17.6,23.4
E00007746,41.3,20.3,16.3,22.1
E00007747,44,14.2,14.9,27
E00007750,40.6,21.9,12.5,25
E00007751,35.3,17.4,21.6,25.7
E00007752,39.7,21.3,12.8,26.2
E00008579,42.7,5.3,38.7,13.3
E00008580,41.8,5,41.8,11.3
E00008581,44.7,6.9,39,9.4
E00008585,45.2,7.9,30.2,16.7
E00008586,64.8,2.4,24.8,7.9
E00008587,45.5,2.1,41.9,10.5
E00008588,36.4,8.4,43,12.1
E00008589,44.9,9.6,31.8,13.6
E00008590,41.1,9.2,38.2,11.6
E00008591,47.8,7.2,27.5,17.4
E00008592,49.7,5.5,34.3,10.5
E00008593,45.1,3.7,24.4,26.8
E00008594,45.5,4.2,36.6,13.6
E00008596,51.3,4.6,34.9,9.2
E00008597,61,1.5,24.9,12.7
E00008598,30.7,6.1,54.2,9
E00008599,47.6,10.2,31.9,10.2
E00008600,37.1,6,48.3,8.6
E00008601,63,2.8,21,13.3
E00008602,39.8,6,35.3,18.8
E00008603,51.8,7.9,18.9,21.3
E00008604,31.8,3.3,53.6,11.3
E00008605,50,2,38.3,9.7
E00008606,38.9,1.5,40.5,19.1
E00008607,21.6,7.8,62.4,8.2
E00008959,47,9.7,36,7.2
E00008961,32.6,5.8,50.6,11
E00008963,43.5,4.8,35.7,16.1
E00008972,56.1,10.6,26,7.3
E00008973,63.8,3.9,23.7,8.6
E00008974,42.2,6.7,41.8,9.3
E00008975,36.8,6.6,48,8.6
E00008976,55.5,1.7,29.4,13.4
E00008977,52.5,10.1,25.2,12.2
E00008978,60.8,3.2,20.3,15.8
E00008979,62.7,5.1,16.9,15.3
E00008980,30.6,7.3,55.4,6.7
E00008981,43.5,6.1,39.1,11.3
E00008982,44.4,10.1,33.1,12.4
E00008983,29.5,3.8,56.1,10.6
E00008985,41.4,5.3,44.1,9.2
E00008986,44.1,6.5,37.6,11.8
E00008987,46.9,1.8,40.7,10.6
E00008989,26.7,1,64.4,7.9
E00008990,36.3,2.2,48.9,12.6
E00008991,30.5,4.8,52.1,12.6
E00008993,26.1,5.1,54.3,14.5
E00008998,29.3,3.4,60.3,6.9
E00009000,37.4,5,39.7,17.9
E00009001,69.2,2.1,14,14.7
E00009002,59.5,2.5,29.1,8.9
E00009003,58.7,2.8,26.6,11.9
E00009005,50,2.9,34.1,12.9
E00009006,41.7,4,42.4,11.9
E00009007,47,4,27,22
E00009008,42.9,9.2,31.6,16.3
E00009012,57.5,1.7,33.3,7.5
E00009014,50,10.9,27.3,11.8
E00009015,42.5,7.5,22.5,27.5
E00009017,48.7,1.3,37.8,12.2
E00009018,60.3,8.6,13.8,17.2
E00009019,50.7,8,35.3,6
E00009021,25.3,5.5,58.6,10.6
E00009022,49.5,6.9,27.5,16.1
E00009023,40,9.6,28,22.4
E00009024,58.5,3.1,30,8.5
E00009027,52.4,6.5,34.1,7
E00009030,48.9,4.5,37.1,9.6
E00009031,58.8,6.9,18.3,16
E00009032,64.4,5.5,20.5,9.6
E00009033,59.6,2.7,32.2,5.5
E00009034,55.7,4.3,25.7,14.3
E00009035,45.8,4,35,15.3
E00009036,53.7,5.3,30.5,10.5
E00009037,49.1,7.2,26.3,17.4
E00009038,48.7,11.3,24.3,15.7
E00009039,38.4,12.1,32.3,17.2
E00009040,47.5,1.2,40.7,10.5
E00009041,41,2.2,47.5,9.4
E00009042,67.3,3.8,14.7,14.1
E00009043,34.2,6,38.9,20.9
E00009044,56.2,6.8,19.9,17.1
E00009082,50,11,27.9,11
E00009083,39.9,4.2,43.2,12.7
E00009084,33.5,10.8,30.5,25.1
E00009085,32.6,5.6,41.6,20.2
E00009086,64.8,7.4,20.4,7.4
E00009087,58.9,10,21.1,10
E00009089,53.4,6.1,28.2,12.2
E00009090,56.4,3.6,30.9,9.1
E00009091,48.7,9.2,34.9,7.2
E00009092,46.9,13.3,20.4,19.4
E00009093,47.3,6,38.3,8.4
E00009094,50,7.1,14.3,28.6
E00009095,46.7,17.8,22.2,13.3
E00009096,62.5,5.4,23.2,8.9
E00009097,62,4,22,12
E00009098,48.3,8.3,22.5,20.8
E00009099,72.9,3.9,13.5,9.7
E00009100,65.6,8.9,17.8,7.8
E00009101,50,5.7,31.1,13.1
E00009102,54.6,5,27.7,12.6
E00009103,35.3,9.1,39.6,16
E00009104,47.6,6.3,26.2,19.8
E00009105,49.4,6.3,27.8,16.5
E00009106,36.9,12.5,36.1,14.5
E00009107,40.8,8.6,28.3,22.4
E00009109,62.7,9.8,12.7,14.7
E00009110,51.5,5,34.7,8.9
E00009112,40.1,8.7,36,15.1
E00009906,39.2,7,26.9,26.9
E00009907,48.9,18.4,17.7,14.9
E00009908,30.6,19.7,17.8,31.8
E00009909,21.2,23.3,23.9,31.6
E00009910,30.5,17.4,32.9,19.2
E00009911,35.6,12.3,38,14.1
E00009912,37.3,13.7,29.2,19.9
E00009913,43.1,11.7,27.7,17.6
E00009914,29.1,17.6,28.6,24.7
E00009915,39.9,16.6,23.7,19.8
E00009916,36,9.1,37.1,17.8
E00009917,34.1,9.6,37.7,18.6
E00009918,32.4,13.7,41.2,12.6
E00009919,31.1,13.5,32.1,23.3
E00009920,30.2,11.6,39.7,18.5
E00009921,29.4,11.9,34.5,24.2
E00009922,38.1,21.1,20.6,20.2
E00009923,31.8,12,39.6,16.7
E00009924,39.3,8.1,35.8,16.8
E00009925,39.6,11.2,26.6,22.5
E00009926,34.3,12.4,24.7,28.7
E00009927,37.7,20,21.4,20.9
E00009928,33.2,25.5,11.6,29.7
E00009929,37.3,13.4,31.3,17.9
E00009930,38.1,15.5,23.2,23.2
E00009931,41.1,8.4,27.1,23.4
E00009932,37.2,10.5,29.3,23
E00009933,38.5,13.3,28.1,20
E00009934,39.3,13.9,28.3,18.5
E00009935,32.7,18.7,26.7,22
E00009936,37,11.9,30.4,20.7
E00009937,29.3,18.9,20.7,31.1
