areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00038827,98.2,0.9,0.9,0,0
E00038828,98.6,1.1,0.2,0,0
E00038829,96.8,1.7,0,0.5,1
E00038830,97.7,1.8,0,0.5,0
E00038831,94.6,4.2,0.4,0.4,0.4
E00038832,96.8,2.1,1.1,0,0
E00038834,97.9,2.1,0,0,0
E00038835,98.7,1.3,0,0,0
E00038836,93.1,5.1,1.4,0.3,0
E00038837,98.3,1.1,0.6,0,0
E00038838,99.1,0.9,0,0,0
E00038839,98.4,0.7,0.9,0,0
E00038840,95.7,2.2,1.6,0.3,0.3
E00038841,92.4,4.3,2.7,0,0.5
E00038842,96.2,2.3,0.6,0.9,0
E00038843,97.9,1.7,0,0.3,0
E00038844,94.3,3.5,0,1.9,0.3
E00038845,97.2,2.8,0,0,0
E00038846,97.2,1.9,0.6,0.3,0
E00038847,93.8,4.2,0.8,0.8,0.3
E00038848,97.8,2.2,0,0,0
E00038849,99.2,0.8,0,0,0
E00038850,97,2.3,0.3,0.3,0
E00038851,95.7,4,0,0,0.3
E00038852,97.6,1.2,1,0,0.2
E00038853,95.9,2.4,0.8,0,0.8
E00038855,96.4,2.7,0.9,0,0
E00038856,95.7,3.9,0,0,0.4
E00038858,97.5,1.5,0,0.9,0
E00038859,95.9,3.6,0,0.5,0
E00038860,96.4,3.6,0,0,0
E00038861,97.3,0,1.1,1.6,0
E00038862,99.5,0.5,0,0,0
E00038863,96.4,2,1,0,0.7
E00038864,98.2,1.8,0,0,0
E00038865,97.1,2.6,0,0.3,0
E00038866,96.5,3.3,0.2,0,0
E00038867,97.5,1,1.5,0,0
E00038868,98.6,0.3,0.7,0.3,0
E00038869,97.4,2.6,0,0,0
E00038870,98.9,1.1,0,0,0
E00038871,94.6,3.4,0.7,1.4,0
E00038872,98.3,1.7,0,0,0
E00038873,97.1,1.2,1.6,0,0
E00038876,96.6,2.8,0,0.6,0
E00038877,95.8,2.4,1.4,0,0.3
E00038878,82.4,13.2,2.2,1.3,0.9
E00038879,74.9,19.5,2.7,0.8,2.1
E00038880,69.5,19.1,6.4,2.6,2.4
E00038881,79.4,16.9,1.4,1.7,0.6
E00038882,82,11.7,4.5,1.4,0.3
E00038883,81.2,13.9,3.5,1.2,0.3
E00038884,81.5,13.6,1,1.3,2.6
E00038885,84.6,12.5,1.3,0.5,1
E00038886,89.3,7.1,1.1,2.5,0
E00038887,79.2,15,4.8,0.7,0.3
E00038888,68.1,15.3,8.3,6.1,2.2
E00038889,72.4,15.9,3.3,2.1,6.3
E00038890,78.8,16,1.5,2,1.7
E00038891,73.8,17.8,4.9,2.9,0.6
E00038892,47.6,10.5,9.4,15.7,16.8
E00038893,86.1,8.8,3.3,1.8,0
E00038894,78.7,18.2,0.8,0.8,1.4
E00038895,96.6,1.7,0,0.4,1.3
E00038896,96.1,2,0.8,1.2,0
E00038897,96.5,1,1.4,0.7,0.3
E00038898,82,16.5,0.6,0.6,0.3
E00038899,80.5,16.6,0.7,0,2.3
E00038900,61.7,24.6,4.3,6.4,3
E00038901,67.1,22.3,5.5,2.4,2.8
E00038902,90.5,5.8,2,0.7,1
E00038903,62.4,23.5,7.4,4,2.7
E00038904,67.6,26.1,3.2,1.7,1.5
E00038905,75.2,20.6,2.7,1.3,0.2
E00038906,79.9,15.1,2.8,1.1,1.1
E00038907,89.6,7.5,2.3,0.5,0
E00038908,82.6,11.8,2.8,2.8,0
E00038909,97.7,1.8,0.5,0,0
E00038910,96.1,2.1,0,0.4,1.4
E00038911,98.7,1.3,0,0,0
E00038912,97.9,2.1,0,0,0
E00038913,98.4,1.6,0,0,0
E00038915,95.2,4.5,0.3,0,0
E00038916,98,1.2,0,0.8,0
E00038917,100,0,0,0,0
E00038918,94.6,4.5,0.3,0.6,0
E00038919,98.1,1.5,0,0.4,0
E00038920,96.3,1.5,0,0,2.2
E00038921,95,4.1,0.6,0,0.3
E00038922,99.3,0.7,0,0,0
E00038923,95.8,3.6,0.6,0,0
E00038924,95.9,1.4,0,1.4,1.4
E00038925,98,2,0,0,0
E00038926,95.7,4.3,0,0,0
E00038927,96.1,3.3,0.3,0.3,0
E00038928,95.7,3,1.3,0,0
E00038929,98.2,1.8,0,0,0
E00038930,98.1,1.9,0,0,0
E00038931,98.3,1.7,0,0,0
E00038932,95.7,2.4,2,0,0
E00038933,97.7,1.3,0,1,0
E00038934,94.7,3.6,0.4,0,1.3
E00038935,96.5,1.2,1.9,0.5,0
E00038943,98.9,0.7,0,0,0.4
E00038944,97.3,2.3,0.4,0,0
E00038945,93.8,5.4,0.8,0,0
E00038946,94.3,4.5,0.3,0,0.8
E00038947,98.7,0.7,0,0,0.7
E00038948,95.4,4.1,0,0,0.5
E00038949,96.5,2.6,0.6,0,0.4
E00038950,96.7,3.3,0,0,0
E00038951,97.2,1.6,0.8,0,0.4
E00038952,99.4,0.6,0,0,0
E00038953,100,0,0,0,0
E00038954,95.1,4.9,0,0,0
E00038955,96.2,2.2,0.6,0.6,0.3
E00038956,97.4,2.3,0,0.3,0
E00038957,96,2.9,1.1,0,0
E00038958,96.3,3,0,0.7,0
E00038959,97.5,2.5,0,0,0
E00038960,99.6,0.4,0,0,0
E00038961,99,1,0,0,0
