areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00038827,18,40,31.3,10.7
E00038828,10.4,37.8,39.4,12.4
E00038829,26.1,45.3,21.1,7.5
E00038830,7.6,40.4,39.2,12.9
E00038831,22.9,48.3,21.2,7.6
E00038832,14.7,45.6,28.7,11
E00038834,14.8,37.4,35,12.8
E00038835,9.4,45,32.2,13.5
E00038836,30.7,44.1,18.9,6.3
E00038837,17.9,58.9,14.7,8.4
E00038838,16.8,46.7,30.8,5.6
E00038839,12.8,23.9,50.5,12.8
E00038840,40.8,44.4,12,2.8
E00038841,25.8,44.9,19.1,10.1
E00038842,17.6,44.4,28.8,9.2
E00038843,31.5,39.5,23.4,5.6
E00038844,32.2,43.2,16.9,7.6
E00038845,12.8,39.4,38.3,9.6
E00038846,13.1,47.7,27.8,11.4
E00038847,19.5,35.6,38.3,6.7
E00038848,9,34.6,41,15.4
E00038849,17.6,44.1,28.4,9.8
E00038850,12.6,48,28.3,11
E00038851,27.2,43.7,26.5,2.6
E00038852,17.9,41.1,33.3,7.7
E00038853,14.6,14.6,54.2,16.7
E00038855,6.3,35.8,42.6,15.3
E00038856,44.9,41.5,10.2,3.4
E00038858,11.9,35.7,34.1,18.3
E00038859,22.3,34,31.9,11.7
E00038860,15.1,42.9,27.7,14.3
E00038861,16.2,44.4,29.3,10.1
E00038862,21.6,39.8,29.5,9.1
E00038863,5.7,39.3,42.6,12.3
E00038864,21.6,44.1,28.4,5.9
E00038865,7.2,42.4,36.8,13.6
E00038866,5.9,36,43.5,14.5
E00038867,14.8,43.5,36.1,5.6
E00038868,8.6,40,37.1,14.3
E00038869,36.8,43.9,13.2,6.1
E00038870,37.4,42.4,15.2,5.1
E00038871,21.3,42.6,32.8,3.3
E00038872,19.5,49.6,25.7,5.3
E00038873,32.2,41.4,23,3.4
E00038876,5.3,34.2,42.1,18.4
E00038877,7,44.2,38,10.9
E00038878,4.2,33.9,42.4,19.5
E00038879,13.7,43.5,30.6,12.1
E00038880,21.9,41.3,24.5,12.3
E00038881,18.3,43.7,28.6,9.5
E00038882,40.5,46.4,8.9,4.2
E00038883,21.2,39.7,30.1,8.9
E00038884,14.5,40.5,32.1,13
E00038885,16.2,46.6,25,12.2
E00038886,19.3,45.9,27.4,7.4
E00038887,28,54,15,3
E00038888,43.2,37.9,17.4,1.5
E00038889,25.8,33,30.9,10.3
E00038890,26.9,36.6,26.2,10.3
E00038891,33.3,43,17.5,6.1
E00038892,24,50,23.1,2.9
E00038893,46.8,42.1,8.7,2.4
E00038894,7.6,33.3,36.4,22.7
E00038895,37.2,43.4,14,5.4
E00038896,25.4,42.6,20.5,11.5
E00038897,13.1,52.6,27.7,6.6
E00038898,7.9,31.7,47.6,12.7
E00038899,13.4,41.8,29.9,14.9
E00038900,51.5,30.3,11.4,6.8
E00038901,24.8,38.8,22.5,14
E00038902,68.9,27.2,2.9,1
E00038903,34.3,41.4,18.8,5.5
E00038904,19.1,42.7,29,9.2
E00038905,21.4,35.7,27.8,15.1
E00038906,23.1,42.6,22.5,11.8
E00038907,35.2,45.8,14.8,4.2
E00038908,44.3,40,13.9,1.7
E00038909,9.8,45.7,34.1,10.4
E00038910,16.2,47.1,26.5,10.3
E00038911,10.4,39,38.4,12.2
E00038912,11.9,53.2,27.8,7.1
E00038913,19.8,48.8,24.8,6.6
E00038915,6.5,33.3,43.9,16.3
E00038916,7.6,39,36.2,17.1
E00038917,19.2,46.6,28.8,5.5
E00038918,0.8,26.6,49.2,23.4
E00038919,10.8,36.7,40,12.5
E00038920,9.1,37.2,42.1,11.6
E00038921,2.7,25.2,54.1,18
E00038922,4.5,41.4,31.5,22.5
E00038923,15.5,47.7,28.4,8.4
E00038924,40.6,48.5,9.9,1
E00038925,0,37,46.5,16.5
E00038926,27.5,42.9,22,7.7
E00038927,25,40.1,21.7,13.2
E00038928,20,51.2,27.2,1.6
E00038929,29.1,43.6,20,7.3
E00038930,15.7,48.1,28.7,7.4
E00038931,18.1,52.6,26.7,2.6
E00038932,13.3,44.9,32.7,9.2
E00038933,12.8,48,25.6,13.6
E00038934,31.7,32.7,26.9,8.7
E00038935,14.2,29.5,47.2,9.1
E00038943,16.3,42.6,28.7,12.4
E00038944,34.9,41.9,17.8,5.4
E00038945,11.6,29,38.7,20.6
E00038946,10.7,32.1,37.1,20.1
E00038947,13.1,48.4,30.7,7.8
E00038948,7.3,34.8,32.9,25
E00038949,10.1,36.2,40.4,13.3
E00038950,22.7,47.9,22.7,6.7
E00038951,33.5,54.1,10,2.4
E00038952,23.1,28,34.3,14.7
E00038953,16,44.2,32.1,7.7
E00038954,14.1,35.9,31.3,18.8
E00038955,7.5,41.1,34.9,16.4
E00038956,11.7,25.5,45.5,17.2
E00038957,21.5,43,28.1,7.4
E00038958,16.4,40,33.6,10
E00038959,15.8,45.8,26.7,11.7
E00038960,12.9,40.9,33.3,12.9
E00038961,17.4,46.2,28,8.3
E00038962,31.6,45.1,19.2,4.1
E00038963,11.1,41.5,37.8,9.6
E00038964,17.7,44.2,29.3,8.8
E00038965,12.3,31.5,43.1,13.1
E00038966,16.5,50.4,26.8,6.3
E00038998,14.8,48.7,28.7,7.8
E00038999,23.4,46.8,22.3,7.4
E00039000,12.9,41.7,35.6,9.8
E00039001,14.6,46.4,29.8,9.3
E00039002,11.7,50.8,25.8,11.7
E00039003,5.4,33.9,37.5,23.2
E00039004,14.8,40,31.9,13.3
E00039005,39.7,42.6,15.4,2.2
E00039006,23.3,36.4,27.9,12.4
E00039007,7.5,39.2,37.5,15.8
E00039008,10.9,40.9,34.3,13.9
E00039009,16.2,35.9,34.2,13.7
E00039010,52.1,36.6,10.6,0.7
E00039011,27.6,46.6,21.6,4.3
E00039012,17.7,41.6,24.8,15.9
E00039013,16,42,28.6,13.4
E00039014,9.6,43.9,33.3,13.2
E00039015,19.6,36.9,34.6,8.9
E00039016,19.3,39.5,31.1,10.1
E00039017,8,47,35,10
E00039018,14.3,34.6,33.8,17.3
E00039019,11.4,43,36,9.6
E00039020,28.9,35.8,29.6,5.7
E00039021,16,30.3,40.3,13.4
E00039022,24.8,40.5,25.6,9.1
E00039023,16.2,39.2,36.9,7.7
E00039024,10.9,52.7,25.6,10.9
E00039025,11.5,48.9,31.3,8.4
E00039026,18.8,44.6,29.7,6.9
E00039027,43.3,39.3,12,5.3
E00039028,3.8,35.2,44.5,16.5
E00039030,20.9,49.6,23.5,6.1
E00039031,29.1,49.6,16.5,4.7
E00039032,24.2,50.3,21.5,4
E00039034,9.8,44.4,37.2,8.5
E00039035,20.8,36.8,32.6,9.7
E00039036,14.1,41.5,34.8,9.6
E00039037,17.2,37.7,35.8,9.3
E00039038,36,38.4,20.8,4.8
E00039039,4,27.8,50.8,17.5
E00039040,8.9,31.8,47.8,11.5
E00039041,38,42.3,15.3,4.4
E00039042,54.6,31.5,9.2,4.6
E00039043,30.7,34.3,25.5,9.5
E00039044,18.3,47.9,28.2,5.6
E00039045,11.9,30.5,41.5,16.1
E00039046,13,30.4,40.9,15.7
E00039047,7.9,41.3,38.1,12.7
E00039048,14.8,35.7,37.4,12.2
E00039049,6.8,36.1,37.4,19.7
E00039050,11.5,40.2,42.6,5.7
E00039051,12,32.5,40.2,15.4
E00039052,11.9,36.5,36.5,15.1
E00039053,11.2,30.6,40.3,17.9
E00039054,36.2,34.1,23.2,6.5
E00039055,10.7,38.9,37.4,13
E00039056,10.1,39.5,37.2,13.2
E00039057,12.4,38,38.8,10.7
E00039058,5.4,31.8,45.7,17.1
E00039059,40,49.2,9.2,1.5
E00039060,7,32.6,48.1,12.4
E00039061,11.8,44.6,34.9,8.6
E00039062,9.7,41.2,37,12.1
E00039063,11.1,32.5,38.9,17.5
E00039064,7.4,42.6,37,13
E00039065,9.7,32.6,45.8,11.8
E00039066,7.6,37.4,35.1,19.9
E00039067,4.1,34.1,40.7,21.1
E00039068,16.9,40.7,33.9,8.5
E00039069,8.3,37,38,16.7
E00039070,19.4,47.5,25.9,7.2
E00039071,43.9,45.9,9.5,0.7
E00039072,56.1,34.2,5.3,4.4
E00039073,66.2,29.1,4.6,0
E00039074,45.6,38.9,10.1,5.4
E00039075,63.4,35.1,0.8,0.8
E00039076,54.1,27.4,14.1,4.4
E00039077,30.7,46.7,18.2,4.4
E00039078,30.1,45.6,19.1,5.1
E00039079,47.1,35,13.4,4.5
E00039080,50,33.1,11.5,5.4
E00039085,56,31.2,8.8,4
E00039086,35.5,34.7,21,8.9
E00039087,26.4,40,25.6,8
E00039088,29.3,43.1,18.7,8.9
E00039089,44.6,34.8,13.4,7.1
