areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00038827,50.7,42,6,1.3,0
E00038828,50,39.2,9.8,1,0
E00038829,49.1,31.1,15.5,4.3,0
E00038830,64.5,27.3,8.1,0,0
E00038831,35,52.1,12.8,0,0
E00038832,42.6,42.6,14.7,0,0
E00038834,43.1,44.1,11.9,1,0
E00038835,59.6,32.7,7,0.6,0
E00038836,22.5,36.4,35.7,3.9,1.6
E00038837,30.5,41.1,27.4,1.1,0
E00038838,54.2,37.4,8.4,0,0
E00038839,63.3,28.7,8,0,0
E00038840,15.6,48.2,33.3,2.8,0
E00038841,34.1,37.5,26.1,2.3,0
E00038842,57.9,27.6,13.2,1.3,0
E00038843,33.1,43.5,18.5,4.8,0
E00038844,27,40,28.7,3.5,0.9
E00038845,60.2,29,10.8,0,0
E00038846,50.9,37.6,11,0.6,0
E00038847,27.5,43,27.5,2,0
E00038848,48.6,37.8,10.8,2.7,0
E00038849,32.7,44.2,20.2,1.9,1
E00038850,38.6,44.1,16.5,0.8,0
E00038851,28.5,42.4,28.5,0.7,0
E00038852,48.1,35.8,16,0,0
E00038853,51.1,29.8,19.1,0,0
E00038855,60.3,31,8.6,0,0
E00038856,21.7,36.7,39.2,2.5,0
E00038858,39.1,45.3,14.8,0.8,0
E00038859,50,36.2,13.8,0,0
E00038860,56.4,25.6,16.2,0.9,0.9
E00038861,37.1,47.4,15.5,0,0
E00038862,21.6,47.7,28.4,2.3,0
E00038863,45.1,35.2,18.9,0.8,0
E00038864,29.4,47.1,22.5,1,0
E00038865,60,26.4,13.6,0,0
E00038866,44.6,43.5,10.8,1.1,0
E00038867,45.9,45,9.2,0,0
E00038868,57.4,36.2,6.4,0,0
E00038869,20.2,45.6,31.6,2.6,0
E00038870,24.2,25.3,50.5,0,0
E00038871,51.6,33.9,14.5,0,0
E00038872,46.5,30.7,21.1,1.8,0
