areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00000037,56.1,7.3,36.6
E00000038,52.2,7.1,40.7
E00000039,58.7,10.9,30.4
E00000040,61.4,9.1,29.5
E00000041,53.5,5.4,41.1
E00000042,50,6.7,43.3
E00000043,49.8,6.8,43.4
E00000045,58.1,8.1,33.8
E00000046,60.4,9.3,30.4
E00000048,51,6.6,42.4
E00000049,60.2,5.2,34.6
E00000050,54.8,5.4,39.8
E00000051,56.8,8.6,34.5
E00000052,52.1,11.2,36.7
E00000053,63.4,3.1,33.5
E00000054,58.2,4.6,37.2
E00000056,49.8,7.5,42.7
E00000057,57.6,7.2,35.3
E00000061,51.2,6.6,42.2
E00000063,48.6,6.8,44.5
E00000064,53.9,6.3,39.9
E00000066,59.4,5.8,34.8
E00000067,58.7,8.3,33.1
E00000068,55.9,4.9,39.2
E00000069,53.2,11.5,35.4
E00000236,57.5,8.7,33.8
E00000238,48.7,5.4,45.8
E00000240,53,6.9,40.1
E00000243,46.5,8.7,44.8
E00000244,50.8,9.2,40.1
E00000245,45.7,10.1,44.2
E00000246,54.4,4.8,40.9
E00000247,63.4,4.5,32.1
E00000249,54.1,3.5,42.4
E00000251,76.2,5.9,17.9
E00000253,74.4,5.8,19.8
E00000256,65.4,6.9,27.7
E00000257,56.8,3.7,39.5
E00000258,78.1,7.5,14.4
E00000260,71.5,2.6,25.9
E00000263,56.7,6.3,37
E00017603,62.9,5.1,32.1
E00017604,38.4,9.3,52.3
E00017605,63.3,5.6,31.1
E00017607,62.2,5.9,32
E00017608,65.5,4.2,30.3
E00017609,51.7,7.4,40.9
E00017610,35.2,12.8,52
E00017611,58.6,5.5,35.9
E00017612,59.8,8.1,32.1
E00017614,69,4.6,26.4
E00017616,50.9,8.5,40.6
E00017617,59.4,10,30.6
E00017618,44.5,8.5,47.1
E00017619,50.8,6.8,42.4
E00017620,66.4,5.9,27.7
E00017621,71.7,4.1,24.2
E00017623,63.4,9.3,27.2
E00017624,70.8,6.4,22.9
E00017625,60,5.4,34.6
E00017627,74.6,4.4,21
E00017628,51.1,6.9,41.9
E00017629,62,13.6,24.4
E00017630,56.3,6.2,37.5
E00017631,61.5,4.8,33.7
E00017632,63.8,4.9,31.3
E00017633,67.8,6.5,25.6
E00017634,69.9,5.4,24.7
E00017635,78.3,6.9,14.8
E00017636,58.8,7,34.2
E00017637,40.8,7.2,52
E00017638,64.6,9.3,26.1
E00017639,62.5,7.1,30.4
E00017640,63.8,7.2,28.9
E00017641,45.3,6.2,48.4
E00017642,49.7,4.5,45.9
E00017644,57.4,7.6,35
E00017645,49.5,9.8,40.7
E00017646,53.8,5.2,41
E00017647,53,6.5,40.5
E00017649,55.2,5.8,39
E00017650,40.3,14.5,45.2
E00017654,56.5,5.8,37.8
E00017655,60,7.9,32.1
E00017656,61,3.6,35.4
E00017657,61.4,4,34.6
E00017658,63.3,4.2,32.5
E00017659,60.2,6.1,33.7
E00017660,61.3,5.5,33.2
E00017661,56.6,4.5,38.9
E00017662,60.3,4.5,35.1
E00017663,49,5.9,45.1
E00017664,52.2,4.3,43.5
E00017665,51.1,7,41.9
E00017666,48.7,9.6,41.6
E00017668,17.8,0,82.2
E00017669,56.9,2.8,40.3
E00017671,48.1,6.7,45.2
E00017672,53.3,8.9,37.9
E00017673,46.7,7,46.3
E00017674,43.4,9.3,47.3
E00017676,51.8,5.2,43
E00017677,57.3,5.9,36.8
E00017678,62.8,4.9,32.3
E00017679,59.3,6.1,34.5
E00017680,52.6,7.3,40.1
E00017682,55.4,8.5,36
E00017683,64.4,3.9,31.7
E00017684,57.2,6.3,36.5
E00017685,57.7,7.9,34.3
E00017686,51.2,5.9,42.9
E00017687,60.2,5.1,34.7
E00017688,46.5,2.8,50.7
E00017689,51.4,7.2,41.4
